id,ac_type,reward_key,ac_group,during_day,during_week,reset_data,depend_enum,switch_open,begin_date,end_date,open_level,off_level,need_value_0,need_value_1,items_0.id,items_0.count,items_1.id,items_1.count,items_2.id,items_2.count,items_3.id,items_3.count,name,group_name,type_icon,desc,best_reward1,include_channels,group_title,show_ad,ad_icon,ui_name,show_time
12,0,11,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,12,1,777,50,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
13,0,12,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,13,0,100040010,1,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
14,0,13,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,14,0,100090009,1,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
15,0,14,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,15,0,100005002,5,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
16,0,15,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,16,1,100007001,50,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
17,0,16,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,17,0,100007000,10,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
18,0,17,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,18,0,100004003,2,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
19,0,18,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,19,0,777,50,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
20,0,19,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,20,1,100040010,1,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
21,0,20,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,21,0,100090009,1,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
22,0,21,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,22,0,100005004,5,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
23,0,22,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,23,0,100007001,50,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
24,0,23,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,24,1,100007000,10,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
25,0,24,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,25,0,100004004,2,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
26,0,25,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,26,0,777,50,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
27,0,26,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,27,0,100040010,1,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
28,0,27,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,28,1,100090009,1,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
29,0,28,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,29,0,777,50,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
30,0,29,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,30,0,100040010,1,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
31,0,30,0,null,null,0,ac_type_max,1,20000101,20991231,1,99,31,0,100090009,1,0,0,0,0,0,0,每日签到,每日签到,ac3,xxxxx,-1,all,天天签到，好礼不断,0,null,REWARD,0
32,1,0,0,null,null,0,ac_type_max,0,20161116,20161030,1,99,0,0,-1,0,-1,0,-1,0,-1,0,大富翁,每日签到,ac3,幸运大转盘，多转多得！,-1,all,幸运大转盘，多转多得！,0,null,REWARD,0
33,2,0,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,1,0,100041500,1,100040012,1,100023001,1,666,5000000,首充奖励,充值活动,ac4,首次充值送双倍钻石，并附带丰厚物品奖励,-1,all,首冲双倍，豪礼助升级！,0,null,REWARD,0
34,3,0,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,10,0,777,400,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
35,3,1,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,15,0,777,400,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
36,3,2,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,20,0,777,450,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
37,3,3,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,25,0,777,500,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
38,3,4,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,30,0,777,500,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
39,3,5,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,35,0,777,550,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
40,3,6,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,40,0,777,600,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
41,3,7,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,45,0,777,650,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
42,3,8,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,50,0,777,700,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
43,3,9,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,55,0,777,750,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
44,3,10,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,60,0,777,800,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
45,3,11,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,65,0,777,850,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
46,3,12,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,70,0,777,900,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
47,3,13,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,75,0,777,950,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
48,3,14,1,null,null,1,ac_type_max,1,20000101,20991231,1,99,80,0,777,1000,-1,0,-1,0,-1,0,成长基金,充值活动,ac4,等级达到[deaa4d]{0:d}[-]，可领取奖励,-1,all,小投资，大回报!,0,null,REWARD,0
49,4,0,2,1111111,10000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090000,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090000,all,优惠多多,0,null,REWARD,0
50,4,1,2,1111111,10000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090000,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090000,all,优惠多多,0,null,REWARD,0
51,4,2,2,1111111,10000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090000,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090000,all,优惠多多,0,null,REWARD,0
52,4,3,2,1111111,10000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090000,1,100030998,2,100007021,25,100007028,1,每周优惠,每周优惠,ac4,本周优惠,100090000,all,优惠多多,0,null,REWARD,0
53,4,4,2,1111111,10000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090000,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090000,all,优惠多多,0,null,REWARD,0
54,4,5,2,1111111,10000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090000,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090000,all,优惠多多,0,null,REWARD,0
55,4,6,2,1111111,10000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090000,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090000,all,优惠多多,0,null,REWARD,0
56,4,0,2,1111111,01000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090004,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090004,all,优惠多多,0,null,REWARD,0
57,4,1,2,1111111,01000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090004,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090004,all,优惠多多,0,null,REWARD,0
58,4,2,2,1111111,01000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090004,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090004,all,优惠多多,0,null,REWARD,0
59,4,3,2,1111111,01000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090004,1,100030998,2,100007021,25,100007028,1,每周优惠,每周优惠,ac4,本周优惠,100090004,all,优惠多多,0,null,REWARD,0
60,4,4,2,1111111,01000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090004,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090004,all,优惠多多,0,null,REWARD,0
61,4,5,2,1111111,01000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090004,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090004,all,优惠多多,0,null,REWARD,0
62,4,6,2,1111111,01000000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090004,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090004,all,优惠多多,0,null,REWARD,0
63,4,0,2,1111111,00100000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090005,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090005,all,优惠多多,0,null,REWARD,0
64,4,1,2,1111111,00100000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090005,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090005,all,优惠多多,0,null,REWARD,0
65,4,2,2,1111111,00100000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090005,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090005,all,优惠多多,0,null,REWARD,0
66,4,3,2,1111111,00100000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090005,1,100030998,2,100007021,25,100007028,1,每周优惠,每周优惠,ac4,本周优惠,100090005,all,优惠多多,0,null,REWARD,0
67,4,4,2,1111111,00100000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090005,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090005,all,优惠多多,0,null,REWARD,0
68,4,5,2,1111111,00100000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090005,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090005,all,优惠多多,0,null,REWARD,0
69,4,6,2,1111111,00100000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090005,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090005,all,优惠多多,0,null,REWARD,0
70,4,0,2,1111111,00010000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
71,4,1,2,1111111,00010000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
72,4,2,2,1111111,00010000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
73,4,3,2,1111111,00010000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007028,1,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
74,4,4,2,1111111,00010000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
75,4,5,2,1111111,00010000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
76,4,6,2,1111111,00010000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
77,4,0,2,1111111,00001000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090008,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090008,all,优惠多多,0,null,REWARD,0
78,4,1,2,1111111,00001000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090008,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090008,all,优惠多多,0,null,REWARD,0
79,4,2,2,1111111,00001000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090008,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090008,all,优惠多多,0,null,REWARD,0
80,4,3,2,1111111,00001000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090008,1,100030998,2,100007021,25,100007028,1,每周优惠,每周优惠,ac4,本周优惠,100090008,all,优惠多多,0,null,REWARD,0
81,4,4,2,1111111,00001000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090008,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090008,all,优惠多多,0,null,REWARD,0
82,4,5,2,1111111,00001000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090008,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090008,all,优惠多多,0,null,REWARD,0
83,4,6,2,1111111,00001000,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090008,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090008,all,优惠多多,0,null,REWARD,0
84,4,0,2,1111111,00000100,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090009,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090009,all,优惠多多,0,null,REWARD,0
85,4,1,2,1111111,00000100,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090009,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090009,all,优惠多多,0,null,REWARD,0
86,4,2,2,1111111,00000100,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090009,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090009,all,优惠多多,0,null,REWARD,0
87,4,3,2,1111111,00000100,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090009,1,100030998,2,100007021,25,100007028,1,每周优惠,每周优惠,ac4,本周优惠,100090009,all,优惠多多,0,null,REWARD,0
88,4,4,2,1111111,00000100,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090009,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090009,all,优惠多多,0,null,REWARD,0
89,4,5,2,1111111,00000100,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090009,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090009,all,优惠多多,0,null,REWARD,0
90,4,6,2,1111111,00000100,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090009,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090009,all,优惠多多,0,null,REWARD,0
91,4,0,2,1111111,00000010,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090010,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090010,all,优惠多多,0,null,REWARD,0
92,4,1,2,1111111,00000010,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090010,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090010,all,优惠多多,0,null,REWARD,0
93,4,2,2,1111111,00000010,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090010,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090010,all,优惠多多,0,null,REWARD,0
94,4,3,2,1111111,00000010,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090010,1,100030998,2,100007021,25,100007028,1,每周优惠,每周优惠,ac4,本周优惠,100090010,all,优惠多多,0,null,REWARD,0
95,4,4,2,1111111,00000010,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090010,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090010,all,优惠多多,0,null,REWARD,0
96,4,5,2,1111111,00000010,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090010,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090010,all,优惠多多,0,null,REWARD,0
97,4,6,2,1111111,00000010,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090010,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090010,all,优惠多多,0,null,REWARD,0
98,4,0,2,1111111,00000001,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
99,4,1,2,1111111,00000001,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
100,4,2,2,1111111,00000001,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
101,4,3,2,1111111,00000001,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007028,1,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
102,4,4,2,1111111,00000001,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
103,4,5,2,1111111,00000001,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0
104,4,6,2,1111111,00000001,20160414,ac_type_max,1,20000101,20991231,1,99,180,0,100090006,1,100030998,2,100007021,25,100007000,50,每周优惠,每周优惠,ac4,本周优惠,100090006,all,优惠多多,0,null,REWARD,0

