id,type,scene_name,music_path,scene_icon,scene_map,scene_desc,path,stronghold_0.x,stronghold_0.y,stronghold_1.x,stronghold_1.y,stronghold_2.x,stronghold_2.y,stronghold_3.x,stronghold_3.y,stronghold_4.x,stronghold_4.y,areas_0.x,areas_0.y,areas_0.z,areas_1.x,areas_1.y,areas_1.z,areas_2.x,areas_2.y,areas_2.z,areas_3.x,areas_3.y,areas_3.z,spawn_pos_0.x,spawn_pos_0.y,spawn_pos_0.z,spawn_pos_1.x,spawn_pos_1.y,spawn_pos_1.z,spawn_pos_2.x,spawn_pos_2.y,spawn_pos_2.z,spawn_pos_3.x,spawn_pos_3.y,spawn_pos_3.z,spawn_pos_4.x,spawn_pos_4.y,spawn_pos_4.z
10010,Normal,scene_name_10,res/audio/main_night.audio,current_map+word_map_1,map_01+map_01,scene_detail_10,res/scene/aodaman.scene,0,0,0,0,0,0,0,0,0,0,81699,99900,82199,81699,99900,172199,171699,99900,172199,171699,99900,82199,101309,92776,146529,101113,92736,145541,101250,92612,147719,100016,92827,145925,99931,92725,147162
10011,Normal,scene_name_11,res/audio/music_shenmiao.audio,current_map+word_map_1,map_01+map_01,scene_detail_11,res/scene/zuerfalake.scene,0,0,0,0,0,0,0,0,0,0,60400,27200,52000,59819,40220,142839,157210,34099,146919,152919,27420,48799,68799,15350,75570,70049,15350,75789,67549,15350,75350,68006,15350,76575,69263,15350,76796
1002,Normal,scene_name_1002,res/audio/music_yinya.audio,current_map+word_map_1,map_01+map_01,scene_detail_1002,res/scene/yingyachengbao.scene,0,0,0,0,0,0,0,0,0,0,89500,63709,102400,101099,63709,240199,215000,63709,243699,224300,63709,121600,184492,42817,170309,184214,42793,169204,184770,42840,171414,185626,42766,170654,185342,42743,169520
1003,Normal,scene_name_1003,res/audio/music_zhaoze.audio,current_map+word_map_1,map_01+map_01,scene_detail_1003,res/scene/tidaozhaoze.scene,0,0,0,0,0,0,0,0,0,0,57900,120000,31600,49299,120000,169899,200000,120000,160000,195100,120000,55000,98275,103432,98813,98644,103447,97735,97906,103418,99895,99449,103436,98609,99075,103419,99652
1004,Normal,scene_name_8,res/audio/music_xuese.audio,current_map+word_map_8,map_xuesexiudaoyuan+dynamic_map_xuesexiudaoyuan,scene_detail_8,res/scene/xuese.scene,0,0,0,0,0,0,0,0,0,0,-50882,57416,-10439,139017,57416,-23339,154917,57416,226360,-45782,57416,232160,29749,64720,174750,30999,64720,174969,28499,64720,174530,28956,64720,175755,30213,64720,175976
1005,Normal,scene_name_9,res/audio/music_zhaoze.audio,current_map+word_map_9,map_tidaogaodi+dynamic_map_tidaogaodi,scene_detail_9,res/scene/tidaogaodi.scene,0,0,0,0,0,0,0,0,0,0,40000,70000,30000,40000,70000,120000,130000,70000,120000,130000,70000,30000,112735,47834,86943,113422,47897,87851,112044,47840,86031,112265,47857,88035,111574,47846,87103
1006,Normal,scene_name_10,res/audio/music_heishi.audio,current_map+word_map_10,map_aodaman+dynamic_map_aodaman,scene_detail_10,res/scene/aodaman.scene,0,0,0,0,0,0,0,0,0,0,81699,99900,82199,81699,99900,172199,171699,99900,172199,171699,99900,82199,101309,92776,146529,101113,92736,145541,101250,92612,147719,100016,92827,145925,99931,92725,147162
1007,Normal,scene_name_11,res/audio/music_shenmiao.audio,current_map+word_map_11,map_zuerfalake+dynamic_map_zuerfalake,scene_detail_11,res/scene/zuerfalake.scene,0,0,0,0,0,0,0,0,0,0,60400,27200,52000,59819,40220,142839,157210,34099,146919,152919,27420,48799,68799,15350,75570,70049,15350,75789,67549,15350,75350,68006,15350,76575,69263,15350,76796
1008,Normal,scene_name_12,res/audio/music_aihao.audio,current_map+word_map_12,map_maladun+dynamic_map_maladun,scene_detail_12,res/scene/maladun.scene,0,0,0,0,0,0,0,0,0,0,-36000,29899,-128500,153899,29899,-141399,144300,29899,108300,-16299,29899,114099,36136,50200,86583,35668,50249,87621,36604,50150,85544,35415,50174,85630,34947,50224,86668
1009,Normal,scene_name_13,res/audio/music_shenmiao.audio,current_map+word_map_13,map_01+map_01,scene_detail_13,res/scene/chenmoshenmiao.scene,0,0,0,0,0,0,0,0,0,0,19100,141800,-23100,32099,141800,191600,165100,141800,195399,166100,141800,-16600,82582,125507,91743,82304,125485,90643,82860,125530,92848,83738,125502,92043,83461,125479,90938
101,Normal,scene_name_101,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_101,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
1010,Normal,scene_name_15,res/audio/main_day.audio,current_map+word_map_15,map_01+map_01,scene_detail_15,res/scene/eyunzhichui.scene,0,0,0,0,0,0,0,0,0,0,157000,99900,224899,149000,99900,350700,333600,99900,349700,335500,99900,222100,221899,102150,319149,221703,102030,318161,221840,101906,320339,220606,102121,318545,220521,102019,319782
1011,Normal,scene_name_14,res/audio/music_heishi.audio,current_map+word_map_14,map_heishishenyuan+dynamic_map_heishishenyuan,scene_detail_14,res/scene/heishishenyuan.scene,0,0,0,0,0,0,0,0,0,0,161399,75400,207800,161399,75400,322600,290399,75400,322600,287700,87700,207200,179029,11408,236460,178833,11368,235471,178970,11244,237649,177736,11459,235855,177651,11357,237092
1012,Normal,scene_name_18,res/audio/music_xuese.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_18,res/scene/tonglingxueyuan.scene,0,0,0,0,0,0,0,0,0,0,9399,72199,122099,172600,72199,141199,160000,72199,285799,29299,72199,289399,101389,86980,231208,100121,86980,231208,102658,86980,231208,100766,86980,230053,102036,86980,230053
1013,Normal,scene_name_16,res/audio/music_xuese.audio,current_map+word_map_16,map_01+map_01,scene_detail_16,res/scene/sitansuomu.scene,0,0,0,0,0,0,0,0,0,0,6599,70000,30000,-2000,70000,188800,171574,70000,188199,181800,70000,17000,135737,504,123784,136424,567,124692,135046,510,122872,135267,527,124876,134576,516,123944
1014,Normal,scene_name_17,res/audio/music_sikuang.audio,current_map+word_map_17,map_heishitaxiaceng+dynamic_map_heishitaxiaceng,scene_detail_17,res/scene/heishitaxiaceng.scene,0,0,0,0,0,0,0,0,0,0,151500,247699,214100,152600,247699,450100,276700,247699,458799,271799,247699,221110,209832,230337,296283,209554,230315,295183,210110,230360,297388,210988,230332,296583,210711,230309,295478
1015,Normal,scene_name_19,res/audio/main_day.audio,current_map+word_map_19,map_heishitashangceng+dynamic_map_heishitashangceng,scene_detail_19,res/scene/heishita.scene,0,0,0,0,0,0,0,0,0,0,21700,99900,40100,23800,99900,162399,171699,99900,162399,169000,112200,39800,108220,99350,66180,108023,99310,65191,108160,99186,67369,106926,99401,65575,106841,99299,66812
1016,Normal,scene_name_39,res/audio/music_zhaoze.audio,current_map+word_map_2,map_aierwensenlin+dynamic_map_aierwensenlin,scene_detail_2,res/scene/heianzhaoze.scene,0,0,0,0,0,0,0,0,0,0,9399,51930,-10699,6199,57319,144199,120400,52689,149100,123199,51400,-4099,48272,51237,34273,47994,51215,33173,48550,51260,35378,49428,51232,34573,49151,51209,33468
1017,Normal,scene_name_38,res/audio/music_xuese.audio,current_map+word_map_8,map_xuesexiudaoyuan+dynamic_map_xuesexiudaoyuan,scene_detail_8,res/scene/xuese.scene,0,0,0,0,0,0,0,0,0,0,-50882,57416,-10439,139017,57416,-23339,154917,57416,226360,-45782,57416,232160,29749,64720,174750,30999,64720,174969,28499,64720,174530,28956,64720,175755,30213,64720,175976
102,Normal,scene_name_102,res/audio/battle_music02.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_102,res/scene/ronghuozhixin.scene,0,0,0,0,0,0,0,0,0,0,-4599,63500,-11300,-7699,63500,182220,192500,63500,182300,179899,54500,-8199,23363,30107,24684,23759,30085,25747,22966,30130,23615,22180,30102,24512,22577,30079,25581
103,Normal,scene_name_103,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_103,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
104,Normal,scene_name_104,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_104,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
105,Normal,scene_name_104,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_104,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
106,Normal,scene_name_104,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_104,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
107,Normal,scene_name_104,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_104,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
11,Normal,scene_name_11,res/audio/music_shenmiao.audio,current_map+word_map_11,map_zuerfalake+dynamic_map_zuerfalake,scene_detail_11,res/scene/zuerfalake.scene,-238,-51,-133,74,-8,-80,146,-79,199,70,60400,27200,52000,59819,40220,142839,157210,34099,146919,152919,27420,48799,68799,15350,75570,70049,15350,75789,67549,15350,75350,68006,15350,76575,69263,15350,76796
12,Normal,scene_name_12,res/audio/music_aihao.audio,current_map+word_map_12,map_maladun+dynamic_map_maladun,scene_detail_12,res/scene/maladun.scene,-230,-50,-119,74,-71,-46,104,-85,217,59,-36000,29899,-128500,153899,29899,-141399,144300,29899,108300,-16299,29899,114099,36136,50200,86583,35668,50249,87621,36604,50150,85544,35415,50174,85630,34947,50224,86668
13,Normal,scene_name_13,res/audio/music_shenmiao.audio,current_map+word_map_13,map_chenmoshenmiao+dynamic_map_chenmoshenmiao,scene_detail_13,res/scene/chenmoshenmiao.scene,-230,-11,-62,67,-42,-79,152,-85,206,60,19100,141800,-23100,32099,141800,191600,165100,141800,195399,166100,141800,-16600,82582,125507,91743,82304,125485,90643,82860,125530,92848,83738,125502,92043,83461,125479,90938
1301,Arena,scene_name_1301,res/audio/battle_music01.audio,current_map+word_map_7,map_01+map_01,scene_detail_1301,res/scene/jingjichang.scene,0,0,0,0,0,0,0,0,0,0,279899,288299,220800,370100,288299,223300,353199,287500,121300,272700,288299,130100,318450,236880,170027,316952,236790,169196,318417,236660,168417,319937,236899,167156,317934,236989,166212
14,Normal,scene_name_14,res/audio/main_night.audio,current_map+word_map_14,map_heishishenyuan+dynamic_map_heishishenyuan,scene_detail_14,res/scene/heishishenyuan.scene,-230,-27,-112,-53,-10,20,202,57,117,-85,161399,75400,207800,161399,75400,322600,290399,75400,322600,287700,87700,207200,179029,11408,236460,178833,11368,235471,178970,11244,237649,177736,11459,235855,177651,11357,237092
1401,Hell,scene_name_1401,res/audio/battle_music02.audio,current_map+word_map_9,map_01+map_01,scene_detail_1401,res/scene/shilianchang.scene,0,0,0,0,0,0,0,0,0,0,31500,59099,83959,79699,59099,87970,77000,58299,38300,33599,59099,38900,53799,55667,63799,54620,55673,63772,53825,55680,64589,54584,55680,64464,53194,55680,64560
1402,BattleField,scene_name_201,res/audio/battle_music01.audio,current_map+word_map_7,map_01+map_01,scene_detail_201,res/scene/zhange.scene,0,0,0,0,0,0,0,0,0,0,26600,50000,-164000,34000,50000,-15200,113099,50000,-20000,103599,50000,-156990,64103,14577,-97528,64273,16766,-131259,68597,16800,-44580,64738,17645,-148208,69235,16511,-29049
1403,Normal,scene_name_20,res/audio/music_zhaoze.audio,current_map+word_map_7,map_01+map_01,scene_detail_20,res/scene/tidaozhaoze.scene,0,0,0,0,0,0,0,0,0,0,57900,120000,31600,49299,120000,169899,200000,120000,160000,195100,120000,55000,98275,103432,98813,98644,103447,97735,97906,103418,99895,99449,103436,98609,99075,103419,99652
1404,Hell,scene_name_1404,res/audio/battle_music02.audio,current_map+word_map_9,map_01+map_01,scene_detail_1404,res/scene/shilianchang.scene,0,0,0,0,0,0,0,0,0,0,31500,59099,83959,79699,59099,87970,77000,58299,38300,33599,59099,38900,53799,55667,63799,54620,55673,63772,53825,55680,64589,54584,55680,64464,53194,55680,64560
15,Normal,scene_name_15,res/audio/main_day.audio,current_map+word_map_15,map_eyunzhichui+dynamic_map_eyunzhichui,scene_detail_15,res/scene/eyunzhichui.scene,-230,-8,-37,51,-32,-81,142,-85,215,52,157000,99900,224899,149000,99900,350700,333600,99900,349700,335500,99900,222100,221899,102150,319149,221703,102030,318161,221840,101906,320339,220606,102121,318545,220521,102019,319782
1501,Normal,scene_name_1501,res/audio/battle_music02.audio,current_map+word_map_7,map_01+map_01,scene_detail_1501,res/scene/zhange.scene,0,0,0,0,0,0,0,0,0,0,26600,50000,-164000,34000,50000,-15200,113099,50000,-20000,103599,50000,-156990,64103,14577,-97528,64273,16766,-131259,68597,16800,-44580,64738,17645,-148208,69235,16511,-29049
16,Normal,scene_name_16,res/audio/music_xuese.audio,current_map+word_map_16,map_sitansuomu+dynamic_map_sitansuomu,scene_detail_16,res/scene/sitansuomu.scene,-230,-25,-50,60,-26,-84,161,-85,209,63,6599,70000,30000,-2000,70000,188800,171574,70000,188199,181800,70000,17000,135737,504,123784,136424,567,124692,135046,510,122872,135267,527,124876,134576,516,123944
17,Normal,scene_name_17,res/audio/music_sikuang.audio,current_map+word_map_17,map_heishitaxiaceng+dynamic_map_heishitaxiaceng,scene_detail_17,res/scene/heishitaxiaceng.scene,-230,-28,-112,-55,0,40,201,40,117,-87,151500,247699,214100,152600,247699,450100,276700,247699,458799,271799,247699,221110,209832,230337,296283,209554,230315,295183,210110,230360,297388,210988,230332,296583,210711,230309,295478
18,Normal,scene_name_18,res/audio/music_xuese.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_18,res/scene/tonglingxueyuan.scene,-228,-16,-68,69,-22,-84,125,-94,207,60,9399,72199,122099,172600,72199,141199,160000,72199,285799,29299,72199,289399,101389,86980,231208,100121,86980,231208,102658,86980,231208,100766,86980,230053,102036,86980,230053
19,Normal,scene_name_19,res/audio/main_day.audio,current_map+word_map_19,map_heishitashangceng+dynamic_map_heishitashangceng,scene_detail_19,res/scene/heishita.scene,-230,-27,-122,-53,-10,20,202,57,117,-85,21700,99900,40100,23800,99900,162399,171699,99900,162399,169000,112200,39800,108220,99350,66180,108023,99310,65191,108160,99186,67369,106926,99401,65575,106841,99299,66812
2,Normal,scene_name_2,res/audio/main_day.audio,current_map+word_map_2,map_aierwensenlin+dynamic_map_aierwensenlin,scene_detail_2,res/scene/aierwensenlin.scene,-255,-80,-93,45,-37,-115,145,-121,221,20,5199,51930,-2500,-5000,57319,179100,143300,52689,172899,137699,51400,-6099,48272,51237,34273,47994,51215,33173,48550,51260,35378,49428,51232,34573,49151,51209,33468
20,Normal,scene_name_20,res/audio/chengzhen.audio,current_map+word_map_20,map_01+map_01,scene_detail_20,res/scene/shiguangchaoxue.scene,0,0,0,0,0,0,0,0,0,0,40000,72199,13120,173300,72199,12120,179399,72199,166220,21200,4400,168419,101389,1220,112778,100121,1220,112778,102658,1220,112778,100766,1220,111623,102036,1220,111623
2001,Normal,scene_name_2001,res/audio/music_shenmiao.audio,current_map+word_map_11,map_zuerfalake+dynamic_map_zuerfalake,scene_detail_2001,res/scene/zuregelabu.scene,0,0,0,0,0,0,0,0,0,0,398232,210369,324153,370868,215300,39584,46877,215300,38016,53513,215300,319566,215733,123306,128345,215427,123250,127217,216037,123306,129417,216872,123306,128606,216624,123250,127534
2002,Normal,scene_name_22,res/audio/music_heishi.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_22,res/scene/ronghuozhixin.scene,0,0,0,0,0,0,0,0,0,0,-4599,63500,-11300,-7699,63500,182220,192500,63500,182300,179899,54500,-8199,23363,30107,24684,23759,30085,25747,22966,30130,23615,22180,30102,24512,22577,30079,25581
2003,Normal,scene_name_21,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_21,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
2004,Normal,scene_name_104,res/audio/music_heishi.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_104,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
2005,Normal,scene_name_104,res/audio/main_night.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_104,res/scene/anqilafeixu.scene,0,0,0,0,0,0,0,0,0,0,407639,236070,443382,403430,241000,191343,196918,241000,427388,205435,241000,185016,252090,231367,341893,251183,231345,341211,253000,231390,342579,253179,231362,341401,252269,231339,340715
2006,Normal,2006,res/audio/main_day.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_104,res/scene/anqilashendian.scene,0,0,0,0,0,0,0,0,0,0,742613,109000,682953,554379,127000,138391,78637,41000,202585,229382,41000,759033,240301,220217,264840,239795,220195,263825,240808,220240,265861,241495,220212,264888,240988,220189,263867
2007,Normal,scene_name_104,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_104,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
2008,Normal,scene_name_2007,res/audio/music_xuese.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_27,res/scene/nakesamasi02.scene,0,0,0,0,0,0,0,0,0,0,237241,49169,241359,149559,54099,138992,67159,54099,234098,163006,54099,315905,159873,57017,238708,160996,56995,238869,158745,57040,238545,159156,57012,239664,160284,56989,239827
2009,Normal,scene_name_2009,res/audio/battle_music02.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_2009,res/scene/shilianchang.scene,0,0,0,0,0,0,0,0,0,0,31500,59099,83959,79699,59099,87970,77000,58299,38300,33599,59099,38900,53799,55667,63799,54620,55673,63772,53825,55680,64589,54584,55680,64464,53194,55680,64560
21,Normal,scene_name_21,res/audio/music_xuese.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_21,res/scene/tonglingxueyuan.scene,0,0,0,0,0,0,0,0,0,0,9399,72199,122099,172600,72199,141199,160000,72199,285799,29299,72199,289399,101389,86980,231208,100121,86980,231208,102658,86980,231208,100766,86980,230053,102036,86980,230053
2101,Normal,scene_name_2101,res/audio/music_shenmiao.audio,current_map+word_map_11,map_zuerfalake+dynamic_map_zuerfalake,scene_detail_2101,res/scene/zuerfalake.scene,0,0,0,0,0,0,0,0,0,0,60400,27200,52000,59819,40220,142839,157210,34099,146919,152919,27420,48799,68799,15350,75570,70049,15350,75789,67549,15350,75350,68006,15350,76575,69263,15350,76796
2102,Normal,scene_name_2102,res/audio/music_heishi.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_2102,res/scene/ronghuozhixin.scene,0,0,0,0,0,0,0,0,0,0,-4599,63500,-11300,-7699,63500,182220,192500,63500,182300,179899,54500,-8199,23363,30107,24684,23759,30085,25747,22966,30130,23615,22180,30102,24512,22577,30079,25581
2103,Normal,scene_name_2103,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_2103,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
2104,Normal,scene_name_2104,res/audio/battle_music02.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_2104,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
2105,Normal,scene_name_2105,res/audio/battle_music02.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_2105,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
2106,Normal,scene_name_2106,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_2106,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
2107,Normal,scene_name_2107,res/audio/battle_music01.audio,current_map+word_map_18,map_tonglingxueyuan+dynamic_map_tonglingxueyuan,scene_detail_2107,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
2151,Normal,scene_name_2151,res/audio/battle_music01.audio,current_map+word_map_19,map_heishitashangceng+dynamic_map_heishitashangceng,scene_detail_2151,res/scene/heilongchaoxue.scene,0,0,0,0,0,0,0,0,0,0,131759,36069,102916,134455,41000,-31842,40986,41000,11029,26738,41000,109140,73950,15937,78083,73043,15915,77401,74860,15960,78769,75039,15932,77591,74129,15909,76905
