id,scene_id,note,mission_id,monsters_0.id,monsters_0.loc,monsters_1.id,monsters_1.loc,monsters_2.id,monsters_2.loc,monsters_3.id,monsters_3.loc,monsters_4.id,monsters_4.loc,monsters_5.id,monsters_5.loc,monsters_6.id,monsters_6.loc,monsters_7.id,monsters_7.loc,monsters_8.id,monsters_8.loc,monsters_9.id,monsters_9.loc,monsters_10.id,monsters_10.loc,monsters_11.id,monsters_11.loc,monsters_12.id,monsters_12.loc,monsters_13.id,monsters_13.loc,monsters_14.id,monsters_14.loc,package_id_0,display_0,package_weight_0,package_id_1,display_1,package_weight_1,package_id_2,display_2,package_weight_2,package_id_3,display_3,package_weight_3,package_id_4,display_4,package_weight_4
15,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30014,5,-1,6,30013,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,30009,14,5,1,4000,28,0,8000,20,0,8000,9,0,10000,15,0,1000
16,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,30014,13,30013,14,1,1,4000,24,0,8000,21,0,8000,10,0,10000,16,0,1000
17,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30011,5,30003,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,2,1,4000,25,0,8000,22,0,8000,11,0,10000,17,0,1000
18,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30010,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,30009,13,30009,14,3,1,4000,26,0,8000,23,0,8000,12,0,10000,18,0,1000
19,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30009,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,4,1,4000,27,0,8000,6,0,8000,7,0,10000,13,0,1000
20,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30010,5,-1,6,30010,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,30009,14,5,1,4000,28,0,8000,19,0,8000,8,0,10000,14,0,1000
21,9,剃刀高地,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30014,5,-1,6,30013,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,30009,14,4,1,4000,27,0,8000,20,0,8000,9,0,10000,15,0,1000
22,9,剃刀高地,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,30014,13,30013,14,5,1,4000,28,0,8000,21,0,8000,10,0,10000,16,0,1000
23,9,剃刀高地,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30011,5,30003,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,1,1,4000,24,0,8000,22,0,8000,11,0,10000,17,0,1000
24,9,剃刀高地,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30010,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,30009,13,30009,14,2,1,4000,25,0,8000,23,0,8000,12,0,10000,18,0,1000
25,9,剃刀高地,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30009,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,3,1,4000,26,0,8000,6,0,8000,7,0,10000,13,0,1000
26,6,影牙城堡,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30065,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
27,6,影牙城堡,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30062,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
28,6,影牙城堡,-1,30062,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,30063,11,30072,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
29,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30012,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
30,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30015,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
31,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30074,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
32,5,哀嚎洞穴,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30016,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
33,5,哀嚎洞穴,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30073,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
50,4,死亡矿井,-1,-1,0,-1,1,-1,2,-1,3,-1,4,39990,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
51,4,死亡矿井,-1,-1,0,-1,1,-1,2,-1,3,-1,4,39991,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
52,4,死亡矿井,-1,-1,0,-1,1,-1,2,-1,3,-1,4,39992,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
99,1,擂台,-1,-1,0,-1,1,-1,2,-1,3,-1,4,36130,5,36131,6,36131,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
101,2,艾尔文森林,-1,30103,0,-1,1,-1,2,-1,3,-1,4,30101,5,-1,6,-1,7,-1,8,-1,9,30104,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
102,2,艾尔文森林,-1,30103,0,-1,1,-1,2,-1,3,-1,4,30102,5,-1,6,-1,7,-1,8,-1,9,30104,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
103,2,艾尔文森林,-1,30103,0,-1,1,-1,2,-1,3,-1,4,30102,5,-1,6,-1,7,-1,8,-1,9,30104,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
104,2,艾尔文森林,-1,30103,0,-1,1,-1,2,-1,3,-1,4,30101,5,-1,6,-1,7,-1,8,-1,9,30104,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
105,2,艾尔文森林,-1,30103,0,-1,1,-1,2,-1,3,-1,4,30101,5,-1,6,-1,7,-1,8,-1,9,30104,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
106,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30161,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,101,1,10000,321,1,3000,-1,0,-1,-1,0,-1
111,2,艾尔文森林,-1,30117,0,-1,1,-1,2,-1,3,-1,4,-1,5,30118,6,30118,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
112,2,艾尔文森林,-1,30117,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30118,8,30118,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
113,2,艾尔文森林,-1,30117,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30118,8,30118,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
114,2,艾尔文森林,-1,30117,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30118,8,30118,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
115,2,艾尔文森林,-1,30117,0,-1,1,-1,2,-1,3,-1,4,-1,5,30118,6,30118,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
116,2,艾尔文森林,-1,30163,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30162,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,102,1,10000,322,1,3000,-1,0,-1,-1,0,-1
121,2,艾尔文森林,-1,30131,0,-1,1,-1,2,-1,3,-1,4,-1,5,30132,6,30132,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
122,2,艾尔文森林,-1,30131,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30132,8,30132,9,-1,10,-1,11,-1,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
123,2,艾尔文森林,-1,30131,0,-1,1,-1,2,-1,3,-1,4,-1,5,30132,6,30132,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
124,2,艾尔文森林,-1,30131,0,-1,1,-1,2,-1,3,-1,4,-1,5,30132,6,30132,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
125,2,艾尔文森林,-1,30131,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30132,8,30132,9,-1,10,-1,11,-1,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
126,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30164,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,103,1,10000,323,1,3000,-1,0,-1,-1,0,-1
131,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30145,5,30146,6,30145,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
132,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30145,5,-1,6,-1,7,30146,8,30146,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
133,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30145,5,-1,6,-1,7,30145,8,30146,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
134,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30146,5,30145,6,30145,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
135,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30146,5,-1,6,-1,7,30146,8,30145,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
136,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30165,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,104,1,10000,301,1,3000,-1,0,-1,-1,0,-1
141,2,艾尔文森林,-1,30159,0,-1,1,-1,2,-1,3,-1,4,-1,5,30160,6,30160,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
142,2,艾尔文森林,-1,30159,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30160,8,30160,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
143,2,艾尔文森林,-1,30159,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30160,8,30160,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
144,2,艾尔文森林,-1,30159,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30160,8,30160,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
145,2,艾尔文森林,-1,30159,0,-1,1,-1,2,-1,3,-1,4,-1,5,30160,6,30160,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
146,2,艾尔文森林,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30166,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,105,1,10000,301,1,3000,-1,0,-1,-1,0,-1
151,3,十字路口,-1,30202,0,-1,1,-1,2,-1,3,-1,4,-1,5,30201,6,30201,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
152,3,十字路口,-1,30202,0,-1,1,-1,2,-1,3,-1,4,-1,5,30201,6,30201,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
153,3,十字路口,-1,30202,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30201,8,30201,9,-1,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
154,3,十字路口,-1,30202,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30201,8,30201,9,-1,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
155,3,十字路口,-1,30202,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30201,8,30201,9,-1,10,-1,11,-1,12,-1,13,-1,14,321,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
156,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30231,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,106,1,10000,321,1,3000,-1,0,-1,-1,0,-1
161,3,十字路口,-1,30208,0,-1,1,-1,2,-1,3,-1,4,-1,5,30207,6,30207,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
162,3,十字路口,-1,30208,0,-1,1,-1,2,-1,3,-1,4,-1,5,30207,6,30207,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
163,3,十字路口,-1,30208,0,-1,1,-1,2,-1,3,-1,4,-1,5,30207,6,30207,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
164,3,十字路口,-1,30208,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30207,8,30207,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
165,3,十字路口,-1,30208,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,30207,8,30207,9,-1,10,-1,11,-1,12,-1,13,-1,14,322,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
166,3,十字路口,-1,30232,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,107,1,10000,322,1,3000,-1,0,-1,-1,0,-1
171,3,十字路口,-1,30216,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,30215,11,30215,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
172,3,十字路口,-1,30216,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,30215,11,30215,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
173,3,十字路口,-1,30216,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,30215,11,30215,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
174,3,十字路口,-1,30216,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,30215,11,30215,12,-1,13,-1,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
175,3,十字路口,-1,30216,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,30215,13,30215,14,323,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
176,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,30233,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,108,1,10000,323,1,3000,-1,0,-1,-1,0,-1
181,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,30223,10,30223,11,30223,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
182,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,30223,10,-1,11,-1,12,30223,13,30223,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
183,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,30223,10,-1,11,-1,12,30223,13,30223,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
184,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,30223,10,30223,11,30223,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
185,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,30223,10,30223,11,30223,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
186,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,30234,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,109,1,10000,301,1,3000,-1,0,-1,-1,0,-1
191,3,十字路口,-1,30230,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,30229,11,30229,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
192,3,十字路口,-1,30230,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,30229,11,30229,12,-1,13,-1,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
193,3,十字路口,-1,30230,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,30229,13,30229,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
194,3,十字路口,-1,30230,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,30229,13,30229,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
195,3,十字路口,-1,30230,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,30229,13,30229,14,301,1,3000,401,0,400,-1,0,-1,-1,0,-1,-1,0,-1
196,3,十字路口,-1,-1,0,-1,1,-1,2,-1,3,-1,4,30235,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,311,1,3000,110,1,10000,301,1,3000,-1,0,-1,-1,0,-1
201,5,哀嚎洞穴,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,30401,6,30401,7,-1,8,-1,9,-1,10,30403,11,30403,12,-1,13,-1,14,331,1,1500,402,0,400,-1,0,-1,-1,0,-1,-1,0,-1
202,5,哀嚎洞穴,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,30401,6,30401,7,-1,8,-1,9,-1,10,30403,11,30403,12,-1,13,-1,14,331,1,1500,402,0,400,-1,0,-1,-1,0,-1,-1,0,-1
203,5,哀嚎洞穴,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,30401,6,30401,7,-1,8,-1,9,-1,10,30403,11,30403,12,-1,13,-1,14,331,1,1500,402,0,400,-1,0,-1,-1,0,-1,-1,0,-1
204,5,哀嚎洞穴,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,30401,6,30401,7,-1,8,-1,9,-1,10,30403,11,30403,12,-1,13,-1,14,331,1,1500,402,0,400,-1,0,-1,-1,0,-1,-1,0,-1
205,5,哀嚎洞穴,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,30401,6,30401,7,-1,8,-1,9,-1,10,30403,11,30403,12,-1,13,-1,14,331,1,1500,402,0,400,-1,0,-1,-1,0,-1,-1,0,-1
206,5,哀嚎洞穴,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,30466,10,-1,11,-1,12,-1,13,-1,14,312,1,3000,111,1,10000,331,1,1500,-1,0,-1,-1,0,-1
