group_id,pos_id
4,1000200174
4,1000200175
4,1000200176
4,1000200177
4,1000200178
4,1000200179
4,1000200180
5,1000400000
5,1000400001
5,1000400002
5,1000400003
5,1000400004
5,1000400005
5,1000400006
5,1000400007
5,1000400008
5,1000400009
5,1000400010
5,1000400011
5,1000400012
5,1000400013
5,1000400014
5,1000400015
5,1000400016
5,1000400017
5,1000400018
5,1000400019
5,1000400020
5,1000400021
5,1000400022
5,1000400023
5,1000400024
5,1000400025
6,1001100101
6,1001100102
6,1001100103
6,1001100104
6,1001100105
6,1001100106
6,1001100107
6,1001100108
6,1001100109
6,1001100110
6,1001100111
6,1001100112
6,1001100113
6,1001100114
6,1001100115
6,1001100116
6,1001100117
6,1001100118
6,1001100119
6,1001100120
6,1001100121
6,1001100122
6,1001100123
6,1001100124
6,1001100125
6,1001100126
6,1001100127
6,1001100128
6,1001100129
6,1001100130
6,1001100131
6,1001100132
6,1001100133
6,1001100134
6,1001100135
6,1001100136
6,1001100137
6,1001100138
6,1001100139
6,1001100140
6,1001100141
6,1001100142
6,1001100143
6,1001100144
6,1001100145
6,1001100146
6,1001100147
6,1001100148
6,1001100149
6,1001100150
6,1001100151
6,1001100152
6,1001100153
6,1001100154
6,1001100155
6,1001100156
6,1001100157
6,1001100158
6,1001100159
6,1001100160
6,1001100161
6,1001100162
6,1001100163
6,1001100164
6,1001100165
6,1001100166
6,1001100167
6,1001100168
6,1001100169
6,1001100170
6,1001100171
6,1001100172
6,1001100173
6,1001100174
6,1001100175
6,1001100176
6,1001100177
6,1001100178
6,1001100179
6,1001100180
7,1000700001
7,1000700101
7,1000700102
7,1000700103
7,1000700104
7,1000700105
7,1000700106
7,1000700107
7,1000700108
7,1000700109
7,1000700110
7,1000700111
7,1000700112
7,1000700113
7,1000700114
7,1000700115
7,1000700116
7,1000700117
7,1000700118
7,1000700119
7,1000700120
7,1000700121
7,1000700122
7,1000700123
7,1000700124
7,1000700125
7,1000700126
7,1000700127
7,1000700128
7,1000700129
7,1000700130
7,1000700131
7,1000700132
7,1000700133
7,1000700134
7,1000700135
7,1000700136
7,1000700137
7,1000700138
7,1000700139
7,1000700140
7,1000700141
7,1000700142
7,1000700143
7,1000700144
7,1000700145
7,1000700146
7,1000700147
7,1000700148
7,1000700149
7,1000700150
8,1000900000
8,1000900001
8,1000900101
8,1000900102
8,1000900103
8,1000900104
8,1000900105
8,1000900106
8,1000900107
8,1000900108
8,1000900109
8,1000900110
8,1000900111
8,1000900112
8,1000900113
8,1000900114
8,1000900115
8,1000900116
8,1000900117
8,1000900118
8,1000900119
8,1000900120
8,1000900121
8,1000900122
8,1000900123
8,1000900124
8,1000900125
8,1000900126
8,1000900127
8,1000900128
8,1000900129
8,1000900130
8,1000900131
8,1000900132
8,1000900133
8,1000900134
8,1000900135
8,1000900136
8,1000900137
8,1000900138
8,1000900139
8,1000900140
8,1000900141
8,1000900142
8,1000900143
8,1000900144
8,1000900145
8,1000900146
8,1000900147
8,1000900148
8,1000900149
8,1000900150
8,1000900151
8,1000900152
8,1000900153
8,1000900154
8,1000900155
8,1000900156
8,1000900157
8,1000900158
8,1000900159
8,1000900160
8,1000900161
8,1000900162
8,1000900163
8,1000900164
8,1000900165
8,1000900166
8,1000900167
8,1000900168
8,1000900169
8,1000900170
8,1000900171
8,1000900172
8,1000900173
8,1000900174
8,1000900175
8,1000900176
8,1000900177
8,1000900178
8,1000900179
8,1000900180
8,1000900181
8,1000900182
8,1000900183
8,1000900184
8,1000900185
8,1000900186
8,1000900187
8,1000900188
8,1000900189
8,1000900190
9,1000400000
9,1000400001
9,1000400002
9,1000400003
9,1000400004
9,1000400005
9,1000400006
9,1000400007
9,1000400008
9,1000400009
9,1000400010
9,1000400011
9,1000400012
9,1000400013
9,1000400014
9,1000400015
9,1000400016
9,1000400017
9,1000400018
9,1000400019
9,1000400020
9,1000400021
9,1000400022
9,1000400023
9,1000400024
9,1000400025
10,1000700000
10,1000700001
10,1000700101
10,1000700102
10,1000700103
10,1000700104
10,1000700105
10,1000700106
10,1000700107
10,1000700108
10,1000700109
10,1000700110
10,1000700111
10,1000700112
10,1000700113
10,1000700114
10,1000700115
10,1000700116
10,1000700117
10,1000700118
10,1000700119
10,1000700120
10,1000700121
10,1000700122
10,1000700123
10,1000700124
10,1000700125
10,1000700126
10,1000700127
10,1000700128
10,1000700129
10,1000700130
10,1000700131
10,1000700132
10,1000700133
10,1000700134
10,1000700135
10,1000700136
10,1000700137
10,1000700138
10,1000700139
10,1000700140
10,1000700141
10,1000700142
10,1000700143
10,1000700144
10,1000700145
10,1000700146
10,1000700147
10,1000700148
10,1000700149
10,1000700150
11,1000900000
11,1000900001
11,1000900101
11,1000900102
11,1000900103
11,1000900104
11,1000900105
11,1000900106
11,1000900107
11,1000900108
11,1000900109
11,1000900110
11,1000900111
11,1000900112
11,1000900113
11,1000900114
11,1000900115
11,1000900116
11,1000900117
11,1000900118
11,1000900119
11,1000900120
11,1000900121
11,1000900122
11,1000900123
11,1000900124
11,1000900125
11,1000900126
11,1000900127
11,1000900128
11,1000900129
11,1000900130
11,1000900131
11,1000900132
11,1000900133
11,1000900134
11,1000900135
11,1000900136
11,1000900137
11,1000900138
11,1000900139
11,1000900140
11,1000900141
11,1000900142
11,1000900143
11,1000900144
11,1000900145
11,1000900146
11,1000900147
11,1000900148
11,1000900149
11,1000900150
11,1000900151
11,1000900152
11,1000900153
11,1000900154
11,1000900155
11,1000900156
11,1000900157
11,1000900158
11,1000900159
11,1000900160
11,1000900161
11,1000900162
11,1000900163
11,1000900164
11,1000900165
11,1000900166
11,1000900167
11,1000900168
11,1000900169
11,1000900170
11,1000900171
11,1000900172
11,1000900173
11,1000900174
11,1000900175
11,1000900176
11,1000900177
11,1000900178
11,1000900179
11,1000900180
11,1000900181
11,1000900182
11,1000900183
11,1000900184
11,1000900185
11,1000900186
11,1000900187
11,1000900188
11,1000900189
11,1000900190
12,1000400000
12,1000400001
12,1000400002
12,1000400003
12,1000400004
12,1000400005
12,1000400006
12,1000400007
12,1000400008
12,1000400009
12,1000400010
12,1000400011
12,1000400012
12,1000400013
12,1000400014
12,1000400015
12,1000400016
12,1000400017
12,1000400018
12,1000400019
12,1000400020
12,1000400021
12,1000400022
12,1000400023
12,1000400024
12,1000400025
13,1000700000
13,1000700001
13,1000700101
13,1000700102
13,1000700103
13,1000700104
13,1000700105
13,1000700106
13,1000700107
13,1000700108
13,1000700109
13,1000700110
13,1000700111
13,1000700112
13,1000700113
13,1000700114
13,1000700115
13,1000700116
13,1000700117
13,1000700118
13,1000700119
13,1000700120
13,1000700121
13,1000700122
13,1000700123
13,1000700124
13,1000700125
13,1000700126
13,1000700127
13,1000700128
13,1000700129
13,1000700130
13,1000700131
13,1000700132
13,1000700133
13,1000700134
13,1000700135
13,1000700136
13,1000700137
13,1000700138
13,1000700139
13,1000700140
13,1000700141
13,1000700142
13,1000700143
13,1000700144
13,1000700145
13,1000700146
13,1000700147
13,1000700148
13,1000700149
13,1000700150
14,1000900000
14,1000900001
14,1000900101
14,1000900102
14,1000900103
14,1000900104
14,1000900105
14,1000900106
14,1000900107
14,1000900108
14,1000900109
14,1000900110
14,1000900111
14,1000900112
14,1000900113
14,1000900114
14,1000900115
14,1000900116
14,1000900117
14,1000900118
14,1000900119
14,1000900120
14,1000900121
14,1000900122
14,1000900123
14,1000900124
14,1000900125
14,1000900126
14,1000900127
14,1000900128
14,1000900129
14,1000900130
14,1000900131
14,1000900132
14,1000900133
14,1000900134
14,1000900135
14,1000900136
14,1000900137
14,1000900138
14,1000900139
14,1000900140
14,1000900141
14,1000900142
14,1000900143
14,1000900144
14,1000900145
14,1000900146
14,1000900147
14,1000900148
14,1000900149
14,1000900150
14,1000900151
14,1000900152
14,1000900153
14,1000900154
14,1000900155
14,1000900156
14,1000900157
14,1000900158
14,1000900159
14,1000900160
14,1000900161
14,1000900162
14,1000900163
14,1000900164
14,1000900165
14,1000900166
14,1000900167
14,1000900168
14,1000900169
14,1000900170
14,1000900171
14,1000900172
14,1000900173
14,1000900174
14,1000900175
14,1000900176
14,1000900177
14,1000900178
14,1000900179
14,1000900180
14,1000900181
14,1000900182
14,1000900183
14,1000900184
14,1000900185
14,1000900186
14,1000900187
14,1000900188
14,1000900189
14,1000900190
15,1000400000
15,1000400001
15,1000400002
15,1000400003
15,1000400004
15,1000400005
15,1000400006
15,1000400007
15,1000400008
15,1000400009
15,1000400010
15,1000400011
15,1000400012
15,1000400013
15,1000400014
15,1000400015
15,1000400016
15,1000400017
15,1000400018
15,1000400019
15,1000400020
15,1000400021
15,1000400022
15,1000400023
15,1000400024
15,1000400025
21,2000200000
22,2000200001
23,2000400000
24,2000400001
25,2000700000
26,2000700001
27,1000600009
28,1000600006
29,1000600007
30,1000300005
31,1000300010
32,1000500005
33,1000500009
34,1150100000
34,1150100001
34,1150100002
34,1150100003
34,1150100004
34,1150100005
34,1150100006
34,1150100007
34,1150100008
34,1150100009
34,1150100010
34,1150100011
34,1150100012
34,1150100013
34,1150100014
34,1150100015
34,1150100016
34,1150100017
34,1150100018
34,1150100019
34,1150100020
34,1150100021
34,1150100022
34,1150100023
34,1150100024
34,1150100025
34,1150100026
34,1150100027
34,1150100028
34,1150100029
34,1150100030
34,1150100031
34,1150100032
34,1150100033
34,1150100034
34,1150100035
34,1150100036
34,1150100037
34,1150100038
34,1150100039
34,1150100040
34,1150100041
34,1150100042
34,1150100043
34,1150100044
34,1150100045
34,1150100046
34,1150100047
34,1150100048
34,1150100049
34,1150100050
34,1150100051
34,1150100052
34,1150100053
34,1150100054
34,1150100055
34,1150100056
34,1150100057
34,1150100058
34,1150100059
34,1150100060
34,1150100061
34,1150100062
34,1150100063
34,1150100064
34,1150100065
34,1150100066
34,1150100067
34,1150100068
34,1150100069
34,1150100070
34,1150100071
34,1150100072
34,1150100073
34,1150100074
34,1150100075
34,1150100076
34,1150100077
34,1150100078
34,1150100079
34,1150100080
34,1150100081
34,1150100082
34,1150100083
34,1150100084
34,1150100085
34,1150100086
34,1150100087
34,1150100088
34,1150100089
34,1150100090
34,1150100091
34,1150100092
34,1150100093
34,1150100094
34,1150100095
34,1150100096
34,1150100097
34,1150100098
34,1150100099
34,1150100100
101,1100150101
102,1100150102
103,1100150103
104,1100150104
105,1100150105
121,1101750401
122,1101750402
123,1101750403
124,1101750404
125,1101750405
126,1101750406
141,1101651601
142,1101651602
143,1101651603
144,1101651604
145,1101651605
146,1101651606
147,1101651601
148,1101651602
149,1101651603
150,1101651604
151,1101651605
152,1101651607
153,1101651601
154,1101651602
155,1101651603
156,1101651604
157,1101651605
158,1101651608
201,1100250201
202,1100250202
203,1100250203
204,1100250204
205,1100250205
206,1100250206
207,1100250207
211,1100350301
212,1100350302
213,1100350303
214,1100350304
215,1100350305
221,1100450401
222,1100450402
223,1100450403
224,1100450404
225,1100450405
226,1100450406
231,1100550501
232,1100550502
233,1100550503
234,1100550504
235,1100550505
241,1100650601
242,1100650602
243,1100650603
244,1100650604
245,1100650605
246,1100650606
251,1100750701
252,1100750702
253,1100750703
254,1100750704
255,1100750705
256,1100750706
261,1100850801
262,1100850802
263,1100850803
264,1100850804
265,1100850805
266,1100850806
267,1100850807
268,1100850808
269,1100850809
401,1000700016
402,1000700016
411,1000400091
412,1000400091
421,1000500015
422,1000500015
431,1000600013
432,1000600013
441,1000700012
442,1000700012
451,1000200013
452,1000200013
461,1000500017
462,1000500017
471,1000700013
472,1000700013
481,1000700017
482,1000700017
501,1000300005
502,1000300029
503,1000500021
504,1000500039
505,1000600037
506,1000600047
507,1000600048
508,1000700041
509,1000700057
510,1000800049
511,1000800050
512,1000300016
513,1000900006
514,1000900004
515,1001000002
516,1001000004
517,1001000005
518,1001100001
519,1001100002
520,1001200011
521,1001200012
522,1000200022
523,1000200024
524,1000400094
525,1000400099
526,1000400099
527,1000600042
528,1000700044
529,1000700047
530,1000800040
531,1000800041
532,1000900017
533,1000900015
534,1001000015
535,1001000016
536,1001100016
537,1001100018
538,1001100017
539,1001200010
540,1001200011
541,1000300025
542,1000200026
543,1000300026
544,1000200027
545,1001300005
546,1001300004
547,1001400007
548,1001400007
549,1001400010
551,1000100201
551,1000100202
551,1000100203
551,1000100204
551,1000100205
551,1000100206
551,1000100207
551,1000100208
551,1000100209
551,1000100211
551,1000100212
551,1000100213
551,1000100214
551,1000100215
551,1000100216
551,1000100217
551,1000100218
551,1000100219
551,1000100221
551,1000100222
551,1000100223
551,1000100224
551,1000100225
551,1000100226
551,1000100227
551,1000100228
551,1000100229
551,1000100231
551,1000100232
551,1000100233
551,1000100234
551,1000100235
551,1000100236
551,1000100237
551,1000100238
551,1000100239
551,1000100241
551,1000100242
551,1000100243
551,1000100244
551,1000100245
551,1000100246
551,1000100247
551,1000100248
551,1000100249
551,1000100251
551,1000100252
551,1000100253
551,1000100254
551,1000100255
551,1000100256
551,1000100257
551,1000100258
551,1000100259
551,1000100261
551,1000100262
551,1000100263
551,1000100264
551,1000100265
551,1000100266
551,1000100267
551,1000100268
551,1000100269
551,1000100271
551,1000100272
551,1000100273
551,1000100274
551,1000100275
551,1000100276
551,1000100277
551,1000100278
551,1000100279
552,1000300101
552,1000300102
552,1000300103
552,1000300104
552,1000300105
552,1000300106
552,1000300107
552,1000300108
552,1000300109
552,1000300110
552,1000300111
552,1000300112
552,1000300113
552,1000300114
552,1000300115
552,1000300116
552,1000300117
552,1000300118
552,1000300119
552,1000300120
552,1000300121
552,1000300122
552,1000300123
552,1000300124
552,1000300125
552,1000300126
552,1000300127
552,1000300128
552,1000300129
552,1000300130
552,1000300131
552,1000300132
552,1000300133
552,1000300134
552,1000300135
552,1000300136
552,1000300137
552,1000300138
552,1000300139
552,1000300140
552,1000300141
552,1000300142
552,1000300143
552,1000300144
552,1000300145
552,1000300146
552,1000300147
552,1000300148
552,1000300149
552,1000300150
553,1000500101
553,1000500102
553,1000500103
553,1000500104
553,1000500105
553,1000500106
553,1000500107
553,1000500108
553,1000500109
553,1000500110
553,1000500111
553,1000500112
553,1000500113
553,1000500114
553,1000500115
553,1000500116
553,1000500117
553,1000500118
553,1000500119
553,1000500120
553,1000500121
553,1000500122
553,1000500123
553,1000500124
553,1000500125
553,1000500126
553,1000500127
553,1000500128
553,1000500129
553,1000500130
553,1000500131
553,1000500132
553,1000500133
553,1000500134
553,1000500135
553,1000500136
553,1000500137
553,1000500138
553,1000500139
553,1000500140
553,1000500141
553,1000500142
553,1000500143
553,1000500144
553,1000500145
553,1000500146
553,1000500147
553,1000500148
553,1000500149
553,1000500150
553,1000500151
553,1000500152
553,1000500153
553,1000500154
553,1000500155
553,1000500156
553,1000500157
553,1000500158
553,1000500159
553,1000500160
553,1000500161
553,1000500162
553,1000500163
553,1000500164
553,1000500165
553,1000500166
553,1000500167
553,1000500168
553,1000500169
553,1000500170
554,2000600101
554,2000600102
554,2000600103
554,2000600104
554,2000600105
554,2000600106
554,2000600107
554,2000600108
554,2000600109
554,2000600110
554,2000600111
554,2000600112
554,2000600113
554,2000600114
554,2000600115
554,2000600116
554,2000600117
554,2000600118
554,2000600119
554,2000600120
554,2000600121
554,2000600122
554,2000600123
554,2000600124
554,2000600125
554,2000600126
554,2000600127
554,2000600128
554,2000600129
554,2000600130
554,2000600131
554,2000600132
554,2000600133
554,2000600134
554,2000600135
554,2000600136
554,2000600137
554,2000600138
554,2000600139
554,2000600140
554,2000600141
554,2000600142
554,2000600143
554,2000600144
554,2000600145
554,2000600146
554,2000600147
554,2000600148
554,2000600149
554,2000600150
554,2000600151
554,2000600152
554,2000600153
554,2000600154
554,2000600155
554,2000600156
554,2000600157
554,2000600158
554,2000600159
554,2000600160
554,2000600161
554,2000600162
554,2000600163
554,2000600164
554,2000600165
554,2000600166
554,2000600167
554,2000600168
554,2000600169
554,2000600170
554,2000600171
554,2000600172
554,2000600173
554,2000600174
554,2000600175
554,2000600176
554,2000600177
554,2000600178
554,2000600179
554,2000600180
554,2000600181
554,2000600182
554,2000600183
554,2000600184
554,2000600185
554,2000600186
554,2000600187
554,2000600188
554,2000600189
554,2000600190
554,2000650201
554,2000650202
554,2000650203
554,2000650204
554,2000650205
554,2000650206
554,2000650207
555,2000700101
555,2000700102
555,2000700103
555,2000700104
555,2000700105
555,2000700106
555,2000700107
555,2000700108
555,2000700109
555,2000700110
555,2000700111
555,2000700112
555,2000700113
555,2000700114
555,2000700115
555,2000700116
555,2000700117
555,2000700118
555,2000700119
555,2000700120
555,2000700121
555,2000700122
555,2000700123
555,2000700124
555,2000700125
555,2000700126
555,2000700127
555,2000700128
555,2000700129
555,2000700130
555,2000700131
555,2000700132
555,2000700133
555,2000700134
555,2000700135
555,2000700136
555,2000700137
555,2000700138
555,2000700139
555,2000700140
555,2000700141
555,2000700142
555,2000700143
555,2000700144
555,2000700145
555,2000700146
555,2000700147
555,2000700148
555,2000700149
555,2000700150
556,1000800102
556,1000800103
556,1000800104
556,1000800105
556,1000800106
556,1000800107
556,1000800108
556,1000800109
556,1000800110
556,1000800111
556,1000800112
556,1000800113
556,1000800114
556,1000800115
556,1000800116
556,1000800117
556,1000800118
556,1000800119
556,1000800120
556,1000800121
556,1000800122
556,1000800123
556,1000800124
556,1000800125
556,1000800126
556,1000800127
556,1000800128
556,1000800129
556,1000800130
556,1000800131
556,1000800132
556,1000800133
556,1000800134
556,1000800135
556,1000800136
556,1000800137
556,1000800138
556,1000800139
556,1000800140
556,1000800141
556,1000800142
556,1000800143
556,1000800144
556,1000800145
556,1000800146
556,1000800147
556,1000800148
556,1000800149
556,1000800150
556,1000800151
556,1000800152
556,1000800153
556,1000800154
556,1000800155
556,1000800156
556,1000800157
556,1000800158
556,1000800159
556,1000800160
556,1000800161
556,1000800162
556,1000800163
556,1000800164
556,1000800165
556,1000800166
556,1000800167
556,1000800168
556,1000800169
556,1000800170
556,1000800171
556,1000800172
556,1000800173
556,1000800174
556,1000800175
556,1000800176
556,1000800177
556,1000800178
556,1000800179
556,1000800180
556,1000800181
556,1000800182
556,1000800183
556,1000800184
556,1000800185
556,1000800186
556,1000800187
556,1000800188
556,1000800189
556,1000800190
556,1000800191
556,1000800192
556,1000800193
556,1000800194
556,1000800195
556,1000800196
556,1000800197
556,1000800198
556,1000800199
556,1000800200
557,1000300166
558,1000300120
559,1000500111
560,1000500122
561,1000500133
562,1000500144
563,1000800101
564,1000800111
565,1000800121
566,1000800131
567,1130100001
567,1130100002
567,1130100003
567,1130100004
567,1130100005
567,1130100006
567,1130100007
567,1130100008
567,1130100009
567,1130100010
567,1130100011
567,1130100012
567,1130100013
567,1130100014
567,1130100015
567,1130100017
567,1130100016
567,1130100101
567,1130100102
567,1130100103
567,1130100104
567,1130100105
567,1130100106
567,1130100107
567,1130100108
567,1130100109
567,1130100110
567,1130100111
567,1130100112
567,1130100113
567,1130100114
567,1130100115
567,1130100116
567,1130100117
567,1130100118
567,1130100119
567,1130100120
567,1130100121
567,1130100122
567,1130100123
567,1130100124
567,1130100125
567,1130100126
567,1130100127
567,1130100128
567,1130100129
567,1130100130
567,1130100131
567,1130100132
567,1130100133
567,1130100134
567,1130100135
567,1130100136
567,1130100137
567,1130100138
567,1130100139
567,1130100140
567,1130100141
567,1130100142
567,1130100143
567,1130100144
567,1130100145
567,1130100146
567,1130100147
567,1130100148
567,1130100149
567,1130100150
606,1000700101
606,1000700102
606,1000700103
606,1000700104
606,1000700105
606,1000700106
606,1000700107
606,1000700108
606,1000700109
606,1000700110
606,1000700111
606,1000700112
606,1000700113
606,1000700114
606,1000700115
606,1000700116
606,1000700117
606,1000700118
606,1000700119
606,1000700120
606,1000700121
606,1000700122
606,1000700123
606,1000700124
606,1000700125
606,1000700126
606,1000700127
606,1000700128
606,1000700129
606,1000700130
606,1000700131
606,1000700132
606,1000700133
606,1000700134
606,1000700135
606,1000700136
606,1000700137
606,1000700138
606,1000700139
606,1000700140
606,1000700141
606,1000700142
606,1000700143
606,1000700144
606,1000700145
606,1000700146
606,1000700147
606,1000700148
606,1000700149
606,1000700150
607,1000800101
607,1000800102
607,1000800103
607,1000800104
607,1000800105
607,1000800106
607,1000800107
607,1000800108
607,1000800109
607,1000800110
607,1000800111
607,1000800112
607,1000800113
607,1000800114
607,1000800115
607,1000800116
607,1000800117
607,1000800118
607,1000800119
607,1000800120
607,1000800121
607,1000800122
607,1000800123
607,1000800124
607,1000800125
607,1000800126
607,1000800127
607,1000800128
607,1000800129
607,1000800130
607,1000800131
607,1000800132
607,1000800133
607,1000800134
607,1000800135
607,1000800136
607,1000800137
607,1000800138
607,1000800139
607,1000800140
607,1000800141
607,1000800142
607,1000800143
607,1000800144
607,1000800145
607,1000800146
607,1000800147
607,1000800148
607,1000800149
607,1000800150
607,1000800151
607,1000800152
607,1000800153
607,1000800154
607,1000800155
607,1000800156
607,1000800157
607,1000800158
607,1000800159
607,1000800160
607,1000800161
607,1000800162
607,1000800163
607,1000800164
607,1000800165
607,1000800166
607,1000800167
607,1000800168
607,1000800169
607,1000800170
607,1000800171
607,1000800172
607,1000800173
607,1000800174
607,1000800175
607,1000800176
607,1000800177
607,1000800178
607,1000800179
607,1000800180
607,1000800181
607,1000800182
607,1000800183
607,1000800184
607,1000800185
607,1000800186
607,1000800187
607,1000800188
607,1000800189
607,1000800190
607,1000800191
607,1000800192
607,1000800193
607,1000800194
607,1000800195
607,1000800196
607,1000800197
607,1000800198
607,1000800199
607,1000800200
607,1000800201
607,1000800202
607,1000800203
607,1000800204
607,1000800205
607,1000800206
607,1000800207
607,1000800208
607,1000800209
607,1000800210
607,1000800211
607,1000800212
607,1000800213
607,1000800214
607,1000800215
607,1000800216
607,1000800217
607,1000800218
607,1000800219
607,1000800220
607,1000800221
607,1000800222
607,1000800223
607,1000800224
607,1000800225
607,1000800226
607,1000800227
607,1000800228
607,1000800229
607,1000800230
607,1000800231
607,1000800232
607,1000800233
607,1000800234
607,1000800235
607,1000800236
607,1000800237
607,1000800238
607,1000800239
607,1000800240
607,1000800241
607,1000800242
607,1000800243
607,1000800244
607,1000800245
607,1000800246
607,1000800247
607,1000800248
607,1000800249
607,1000800250
607,1000800251
607,1000800252
607,1000800253
607,1000800254
607,1000800255
607,1000800256
607,1000800257
607,1000800258
607,1000800259
607,1000800260
607,1000800261
607,1000800262
607,1000800263
607,1000800264
607,1000800265
607,1000800266
607,1000800267
607,1000800268
607,1000800269
607,1000800270
608,1000900101
608,1000900102
608,1000900103
608,1000900104
608,1000900105
608,1000900106
608,1000900107
608,1000900108
608,1000900109
608,1000900110
608,1000900111
608,1000900112
608,1000900113
608,1000900114
608,1000900115
608,1000900116
608,1000900117
608,1000900118
608,1000900119
608,1000900120
608,1000900121
608,1000900122
608,1000900123
608,1000900124
608,1000900125
608,1000900126
608,1000900127
608,1000900128
608,1000900129
608,1000900130
608,1000900131
608,1000900132
608,1000900133
608,1000900134
608,1000900135
608,1000900136
608,1000900137
608,1000900138
608,1000900139
608,1000900140
608,1000900141
608,1000900142
608,1000900143
608,1000900144
608,1000900145
608,1000900146
608,1000900147
608,1000900148
608,1000900149
608,1000900150
608,1000900151
608,1000900152
608,1000900153
608,1000900154
608,1000900155
608,1000900156
608,1000900157
608,1000900158
608,1000900159
608,1000900160
608,1000900161
608,1000900162
608,1000900163
608,1000900164
608,1000900165
608,1000900166
608,1000900167
608,1000900168
608,1000900169
608,1000900170
608,1000900171
608,1000900172
608,1000900173
608,1000900174
608,1000900175
608,1000900176
608,1000900177
608,1000900178
608,1000900179
608,1000900180
608,1000900181
608,1000900182
608,1000900183
608,1000900184
608,1000900185
608,1000900186
608,1000900187
608,1000900188
608,1000900189
608,1000900190
609,1001000101
609,1001000102
609,1001000103
609,1001000104
609,1001000105
609,1001000106
609,1001000107
609,1001000108
609,1001000109
609,1001000110
609,1001000111
609,1001000112
609,1001000113
609,1001000114
609,1001000115
609,1001000116
609,1001000117
609,1001000118
609,1001000119
609,1001000120
609,1001000121
609,1001000122
609,1001000123
609,1001000124
609,1001000125
609,1001000126
609,1001000127
609,1001000128
609,1001000129
609,1001000130
609,1001000131
609,1001000132
609,1001000133
609,1001000134
609,1001000135
609,1001000136
609,1001000137
609,1001000138
609,1001000139
609,1001000140
609,1001000141
609,1001000142
609,1001000143
609,1001000144
609,1001000145
609,1001000146
609,1001000147
609,1001000148
609,1001000149
609,1001000150
609,1001000151
609,1001000152
609,1001000153
609,1001000154
609,1001000155
609,1001000156
609,1001000157
609,1001000158
609,1001000159
609,1001000160
609,1001000161
609,1001000162
609,1001000163
609,1001000164
609,1001000165
609,1001000166
609,1001000167
609,1001000168
609,1001000169
609,1001000170
610,1001100101
610,1001100102
610,1001100103
610,1001100104
610,1001100105
610,1001100106
610,1001100107
610,1001100108
610,1001100109
610,1001100110
610,1001100111
610,1001100112
610,1001100113
610,1001100114
610,1001100115
610,1001100116
610,1001100117
610,1001100118
610,1001100119
610,1001100120
610,1001100121
610,1001100122
610,1001100123
610,1001100124
610,1001100125
610,1001100126
610,1001100127
610,1001100128
610,1001100129
610,1001100130
610,1001100131
610,1001100132
610,1001100133
610,1001100134
610,1001100135
610,1001100136
610,1001100137
610,1001100138
610,1001100139
610,1001100140
610,1001100141
610,1001100142
610,1001100143
610,1001100144
610,1001100145
610,1001100146
610,1001100147
610,1001100148
610,1001100149
610,1001100150
610,1001100151
610,1001100152
610,1001100153
610,1001100154
