id,index,area_pos_0.x,area_pos_0.y,area_pos_0.z,area_pos_1.x,area_pos_1.y,area_pos_1.z,area_pos_2.x,area_pos_2.y,area_pos_2.z,area_pos_3.x,area_pos_3.y,area_pos_3.z,player_pos_0.x,player_pos_0.y,player_pos_0.z,player_pos_1.x,player_pos_1.y,player_pos_1.z,player_pos_2.x,player_pos_2.y,player_pos_2.z,player_pos_3.x,player_pos_3.y,player_pos_3.z,player_pos_4.x,player_pos_4.y,player_pos_4.z,player_pos_5.x,player_pos_5.y,player_pos_5.z,player_pos_6.x,player_pos_6.y,player_pos_6.z,player_pos_7.x,player_pos_7.y,player_pos_7.z,player_pos_8.x,player_pos_8.y,player_pos_8.z,player_pos_9.x,player_pos_9.y,player_pos_9.z,player_pos_10.x,player_pos_10.y,player_pos_10.z,player_pos_11.x,player_pos_11.y,player_pos_11.z,player_pos_12.x,player_pos_12.y,player_pos_12.z,player_pos_13.x,player_pos_13.y,player_pos_13.z,player_pos_14.x,player_pos_14.y,player_pos_14.z,enemy_pos_0.x,enemy_pos_0.y,enemy_pos_0.z,enemy_pos_1.x,enemy_pos_1.y,enemy_pos_1.z,enemy_pos_2.x,enemy_pos_2.y,enemy_pos_2.z,enemy_pos_3.x,enemy_pos_3.y,enemy_pos_3.z,enemy_pos_4.x,enemy_pos_4.y,enemy_pos_4.z,enemy_pos_5.x,enemy_pos_5.y,enemy_pos_5.z,enemy_pos_6.x,enemy_pos_6.y,enemy_pos_6.z,enemy_pos_7.x,enemy_pos_7.y,enemy_pos_7.z,enemy_pos_8.x,enemy_pos_8.y,enemy_pos_8.z,enemy_pos_9.x,enemy_pos_9.y,enemy_pos_9.z,enemy_pos_10.x,enemy_pos_10.y,enemy_pos_10.z,enemy_pos_11.x,enemy_pos_11.y,enemy_pos_11.z,enemy_pos_12.x,enemy_pos_12.y,enemy_pos_12.z,enemy_pos_13.x,enemy_pos_13.y,enemy_pos_13.z,enemy_pos_14.x,enemy_pos_14.y,enemy_pos_14.z
1,9,71097,52103,94609,71940,52090,81064,65508,52510,81081,64953,52247,93990,68272,51858,90287,69405,51824,90345,67141,52037,90229,70687,51801,87598,66000,52208,90163,68194,51869,91724,69325,51826,91783,67063,51944,91666,70462,51793,91842,65932,52144,91609,68124,51857,93164,70034,51799,93262,66095,52044,93058,70384,51798,93279,65857,52118,93045,68534,51858,84623,69672,51852,84682,67400,51932,84565,70807,51794,84741,66262,52087,84507,68606,51881,83184,69745,51837,83244,67476,51905,83126,70881,51813,83303,66337,52070,83067,68685,51886,81747,70539,51842,81843,66826,51992,81650,70957,51814,81865,66411,52095,81629
1,10,43910,50349,114771,53524,50169,106096,49161,50169,101372,39665,50169,110237,44467,49998,110083,45239,50016,110922,43694,49997,109247,46012,50006,111760,42923,50011,108406,43407,50014,111059,44179,50022,111898,42635,50012,110220,44951,50032,112736,41863,50010,109382,42347,50029,112035,43120,50029,112873,41576,50006,111196,43893,49979,113711,40804,49987,110357,47834,50165,106964,48599,50175,107808,47073,50074,106115,49366,50180,108652,46314,50029,105265,48899,50147,105996,49665,50132,106840,48139,50091,105146,50439,50057,107678,47373,49996,104289,49971,50104,105022,50733,50106,105867,49205,50069,104178,51498,50004,106703,48436,50049,103318
1,11,33225,50349,113969,46168,50169,114396,46305,50169,107967,33315,50169,107759,36880,49998,110981,36854,50016,112120,36903,49997,109842,36828,50006,113260,36932,50011,108701,35440,50014,110948,35414,50022,112087,35466,50012,109808,35387,50032,113227,35492,50010,108668,34000,50029,110915,33973,50029,112054,34026,50006,109775,33949,49979,113194,34053,49987,108635,41469,50165,111071,41434,50175,112211,41511,50074,109932,41400,50180,113350,41554,50029,108793,42907,50147,111114,42873,50132,112254,42950,50091,109975,42849,50057,113394,42994,49996,108826,44355,50104,111157,44317,50106,112294,44390,50069,110018,44288,50004,113427,44433,50049,108865
1,12,54107,50349,127566,53963,50169,114617,47534,50169,114763,47898,50169,127750,50960,49998,124046,52100,50016,124022,49821,49997,124073,53240,50006,123998,48681,50011,124095,50991,50014,125487,52130,50022,125463,49851,50012,125511,53270,50032,125439,48711,50010,125535,51021,50029,126927,52161,50029,126903,49881,50006,126951,53301,49979,126878,48742,49987,126974,50848,50165,119458,51988,50175,119443,49709,50074,119466,53128,50180,119426,48569,50029,119473,50828,50147,118019,51968,50132,118003,49688,50091,118026,53108,50057,117977,48538,49996,118034,50807,50104,116571,51945,50106,116558,49667,50069,116587,53077,50004,116538,48513,50049,116595
10,1,111776,94357,108874,122940,94108,108590,122535,94123,102173,111661,94421,103090,115123,94107,105867,115195,94105,107004,115051,94110,104729,115267,94102,108142,114980,94113,103591,113686,94106,105957,113758,94103,107095,113614,94108,104820,113830,94100,108233,113542,94111,103682,112249,94104,106048,112321,94102,107186,112177,94107,104910,112392,94099,108323,112105,94110,103772,118836,94112,105632,118908,94109,106770,118764,94114,104495,118979,94106,107908,118692,94117,103357,120273,94113,105542,120345,94111,106679,120201,94116,104404,120417,94108,107817,120129,94119,103266,121710,94115,105451,121782,94112,106589,121638,94117,104313,121854,94109,107727,121567,94120,103176
10,2,139478,94100,106246,150384,94111,107119,150827,94114,100705,140121,94103,100126,142993,94105,103391,142914,94104,104529,143071,94105,102254,142836,94104,105666,143150,94106,101117,141556,94103,103292,141478,94103,104429,141635,94104,102155,141399,94102,105567,141713,94104,101018,140120,94102,103193,140041,94101,104330,140198,94102,102056,139963,94101,105468,140277,94103,100918,146704,94108,103648,146626,94108,104785,146783,94109,102510,146547,94107,105922,146861,94109,101373,148141,94110,103747,148062,94109,104884,148219,94110,102610,147984,94109,106021,148298,94111,101472,149577,94111,103846,149499,94111,104983,149656,94112,102709,149420,94110,106121,149734,94112,101571
10,3,155674,94233,115892,158813,94182,127246,165010,94167,125533,161872,94218,114179,159874,94152,119037,158775,94175,119340,160972,94129,118733,157677,94198,119644,162071,94105,118429,159490,94153,117649,158392,94176,117952,160589,94130,117345,157293,94199,118256,161687,94106,117041,159106,94154,116261,158008,94177,116564,160205,94131,115957,156909,94200,116868,161304,94108,115653,160865,94191,122622,159766,94194,122926,161964,94189,122319,158667,94197,123230,163063,94186,122015,161249,94185,124010,160150,94188,124314,162347,94182,123707,159051,94190,124618,163446,94180,123403,161632,94179,125398,160533,94181,125702,162731,94176,125094,159435,94184,126006,163830,94173,124791
10,4,161560,92818,142314,150537,92984,142793,152939,92943,147789,161871,92953,146796,158366,92755,144708,158354,92736,143568,158394,92868,145848,157724,92857,143208,157487,92747,146230,159804,92741,144697,159788,92751,143557,159821,92731,145837,159111,92836,143087,159190,92792,146276,160887,92804,144682,160936,92915,143542,160961,92813,145821,160456,92890,142859,160253,92852,146262,155540,92720,145312,155394,92747,144182,155711,92730,146440,155259,92772,143049,156405,92747,146281,154217,92847,145562,154039,92788,144435,154356,92751,146652,153831,92801,143294,154927,92777,146806,152749,92824,145751,152449,92861,143835,152915,92734,146878,152645,92766,145149,153747,92733,147345
10,5,128042,95603,142134,116762,95618,142125,116757,95716,148554,127687,95702,148563,124389,95393,145345,124390,95395,144205,124388,95391,146485,124392,95396,143065,124387,95390,147625,125829,95391,145346,125830,95392,144206,125828,95389,146486,125832,95394,143066,125827,95387,147626,127269,95388,145348,127270,95390,144208,127268,95387,146488,127272,95392,143068,127267,95385,147628,120669,95392,145342,120670,95391,144202,120668,95393,146482,120671,95390,143062,120667,95394,147622,119229,95394,145341,119230,95393,144201,119228,95395,146481,119231,95392,143061,119227,95396,147621,117789,95396,145340,117790,95395,144200,117788,95397,146480,117791,95394,143060,117787,95398,147620
10,6,98042,92615,145163,86274,92386,144691,86016,92369,151116,97785,92597,151588,93771,92389,148204,93817,92390,147065,93726,92388,149343,93863,92391,145926,93680,92387,150482,95210,92395,148261,95256,92396,147122,95165,92394,149400,95301,92397,145983,95119,92393,150540,96649,92401,148319,96695,92402,147180,96604,92400,149458,96740,92403,146041,96558,92399,150597,90051,92453,148055,90097,92457,146916,90006,92450,149194,90143,92460,145777,89960,92447,150333,88613,92425,147997,88658,92429,146858,88567,92422,149136,88704,92432,145719,88522,92419,150276,87174,92397,147940,87220,92401,146801,87129,92394,149079,87265,92404,145662,87083,92391,150218
10,7,97954,92801,114941,98544,92636,104778,93132,92718,104056,92434,92835,114585,95467,92728,111628,96606,92708,111678,94328,92747,111577,97745,92688,111729,93190,92767,111526,95403,92722,113066,96542,92703,113117,94264,92742,113015,97680,92683,113168,93126,92761,112965,95339,92717,114505,96478,92697,114555,94200,92736,114454,97616,92678,114606,93061,92756,114403,95632,92685,107911,96771,92687,107962,94493,92684,107861,97910,92688,108013,93355,92683,107810,95696,92682,106473,96835,92683,106524,94558,92681,106422,97974,92685,106574,93419,92680,106371,95760,92679,105034,96899,92680,105085,94622,92678,104983,98038,92681,105136,93483,92677,104933
10002,1,50363,50101,41905,51636,50980,55395,57253,51373,54569,56650,50028,41643,53725,50174,45626,52588,50182,45706,54862,50167,45547,51450,50190,45785,55999,50159,45467,53624,50119,44191,52487,50127,44270,54761,50111,44111,51350,50134,44350,55898,50103,44032,53523,50063,42756,52386,50071,42835,54660,50055,42676,51249,50079,42915,55798,50047,42597,54123,50531,51667,52994,50436,51790,55252,50625,51543,51864,50342,51914,56382,50720,51420,54277,50676,53091,53137,50581,53216,55396,50770,52969,52008,50486,53339,56525,50865,52845,54410,50820,54518,53281,50726,54641,55540,50915,54394,52152,50631,54765,56669,51009,54271
10002,2,49534,50950,61734,49943,50560,75686,56145,50256,76056,56377,51260,62073,53171,51455,66058,52032,51436,66073,54311,51474,66043,50892,51418,66089,55451,51492,66027,53152,51414,64619,52013,51396,64634,54292,51433,64603,50873,51377,64650,55432,51452,64588,53134,51374,63179,51994,51355,63195,54273,51393,63164,50854,51337,63210,55413,51411,63149,53009,50955,71620,51870,50918,71589,54148,50992,71651,50731,50881,71559,55287,51029,71682,52978,50730,73042,51839,50693,73011,54117,50766,73073,50700,50656,72980,55256,50803,73104,52946,50504,74464,51807,50467,74433,54085,50541,74495,50668,50431,74402,55224,50578,74526
10002,3,50509,50319,95298,52019,50319,108322,57974,50319,108124,56585,50319,94872,53697,50055,98752,52567,50082,98900,54828,50054,98602,51436,50191,99049,55957,50080,98454,53511,50066,97324,52381,50082,97473,54641,50063,97176,51250,50232,97621,55770,50085,97027,53319,50060,95894,52190,50116,96043,54454,50062,95748,51062,50223,96193,55583,50077,95600,54422,50113,104645,53291,50135,104793,55552,50091,104498,52161,50157,104941,56682,50069,104350,54609,50163,106072,53479,50185,106220,55739,50141,105924,52349,50207,106368,56870,50119,105776,54797,50213,107499,53667,50235,107647,55927,50191,107351,52537,50257,107795,57057,50169,107203
10002,4,74352,50470,104877,86907,50141,97923,83864,50139,92462,71418,50319,98271,76253,50123,99938,76751,50124,100963,75755,50122,98913,77249,50126,101989,75257,50121,97887,74958,50174,100567,75457,50176,101592,74460,50173,99541,75955,50177,102618,73962,50172,98516,73664,50226,101196,74162,50227,102221,73166,50225,100170,74660,50228,103246,72668,50223,99145,81932,50059,97027,82431,50059,98052,81432,50059,96002,82931,50059,99076,80933,50059,94978,83226,50059,96396,83726,50059,97421,82726,50059,95371,84225,50059,98445,82227,50059,94347,84520,50059,95765,85020,50059,96790,84021,50059,94740,85520,50059,97814,83521,50059,93716
10002,5,91797,50489,85008,90692,50489,71482,84321,50759,72421,85625,50489,85275,88389,50177,81134,89518,50169,81029,87256,50329,81239,90647,50169,80925,86115,50473,81338,88517,50187,82567,89645,50169,82464,87388,50235,82672,90779,50163,82360,86255,50409,82779,88654,50174,84003,89784,50176,83895,87519,50236,84106,90908,50167,83793,86387,50381,84210,87837,50180,75491,88971,50201,75387,86704,50228,75596,90104,50169,75282,85567,50356,75702,87702,50204,74057,88838,50186,73953,86574,50201,74161,89971,50189,73848,85435,50340,74266,87574,50210,72623,88707,50204,72519,86441,50228,72728,89840,50191,72414,85302,50366,72833
10002,6,90311,51340,60758,87061,51159,48205,81833,51159,49339,84248,51159,62104,86557,50376,57880,87673,50394,57644,85444,50375,58121,88787,50384,57405,84328,50389,58357,86858,50321,59289,87973,50329,59051,85743,50319,59526,89088,50339,58814,84628,50317,59764,87158,50264,60697,88273,50264,60459,86043,50241,60933,89387,50214,60217,84928,50222,61169,85292,50551,52500,86407,50596,52271,84176,50427,52717,87523,50635,52040,83059,50348,52935,84997,50639,51094,86113,50659,50862,83881,50550,51312,87229,50619,50616,82755,50421,51529,84702,50703,49677,85816,50739,49450,83587,50633,49905,86925,50672,49208,82461,50514,50122
10002,7,83458,51829,31429,75346,50269,19986,71485,49899,24444,79023,51649,34717,79519,50856,30221,80422,50874,29526,78619,50855,30919,81325,50864,28830,77713,50869,31613,80399,50862,31363,81302,50870,30667,79495,50860,32058,82205,50880,29971,78592,50858,32754,81278,50867,32504,82181,50867,31808,80374,50844,33199,83083,50817,31111,79471,50825,33894,76161,50836,25763,77068,50881,25073,75255,50711,26449,77974,50920,24383,74345,50631,27133,75296,50715,24619,76204,50735,23930,74387,50625,25303,77111,50694,23236,73473,50495,25995,74427,50569,23468,75334,50606,22783,73522,50499,24159,76240,50538,22099,72607,50379,24850
10002,8,58288,50659,18882,47129,50659,28435,51320,50659,32454,61218,50319,23227,56611,50445,23343,55887,50417,22462,57334,50473,24224,55164,50389,21581,58057,50500,25105,57723,50375,22432,57000,50347,21551,58447,50403,23312,56277,50319,20670,59170,50431,24193,58836,50305,21520,58113,50277,20639,59559,50333,22401,57390,50250,19759,60282,50361,23282,51940,50758,27909,51189,50731,27052,52691,50785,28766,50439,50704,26194,53442,50812,29624,50864,50621,28856,50113,50594,27998,51615,50648,29713,49362,50567,27141,52366,50675,30571,49788,50485,29803,49037,50458,28945,50538,50511,30660,48286,50431,28088,51289,50538,31517
10004,1,77057,42839,57056,77502,42839,70167,80796,42839,70167,81230,42839,57056,79071,42327,61007,77802,42327,61007,80340,42327,61007,77535,42327,61753,80652,42327,61864,79071,42327,59404,77802,42327,59404,80340,42327,59404,77223,42327,60172,80785,42327,60016,79071,42327,57802,77802,42327,57802,80340,42327,57802,77134,42327,58625,80852,42327,58670,79071,42316,66183,77802,42316,66183,80340,42316,66183,78548,42316,66873,80050,42316,67129,79071,42316,67785,77802,42316,67785,80340,42316,67785,78481,42316,68520,79783,42316,68498,79071,42316,69388,77802,42316,69388,80340,42316,69388,78359,42316,69388,79961,42316,69388
10004,2,77313,43061,82443,76033,43061,94998,82210,43061,94998,82199,43061,83156,79605,43028,86072,78336,43028,86072,80874,43028,86072,77914,43028,86717,81230,43028,86996,79605,43028,84469,78336,43028,84469,80874,43028,84469,77891,43028,85226,81364,43028,85204,79605,43028,82866,78336,43028,82866,80874,43028,82866,77780,43028,83434,81442,43028,83512,79605,43039,90802,78336,43039,90802,80874,43039,90802,77068,43039,90802,82143,43039,90802,79605,43039,92405,78336,43039,92405,80874,43039,92405,77068,43039,92405,81620,43039,91926,79605,43039,94008,78336,43039,94008,80874,43039,94008,77068,43039,94008,81664,43039,93373
10004,3,78657,43172,98019,75877,43107,109982,80894,43120,110782,82756,43183,98816,80133,43131,102564,78884,43110,102343,81382,43152,102785,79240,43121,103525,80835,43147,103581,80412,43129,100986,79163,43108,100765,81661,43150,101207,79525,43117,101530,80959,43141,101727,80691,43127,99408,79442,43106,99187,81940,43148,99629,79928,43117,100019,81231,43139,100317,79426,43090,106025,78288,43084,105463,80563,43097,106588,79052,43089,104947,80598,43098,105562,78715,43085,107462,77578,43078,106900,79853,43091,108024,78227,43083,106339,80846,43098,107622,78005,43079,108899,77237,43074,108519,79142,43086,109461,77697,43078,108039,80121,43092,109163
10004,4,51292,36494,99092,52681,36527,86053,47026,36497,85378,44960,36460,98336,48730,36304,94517,49997,36306,94596,47464,36302,94437,51263,36309,94676,46198,36300,94357,48630,36294,96116,49896,36296,96196,47364,36292,96037,51162,36298,96275,46097,36290,95957,48529,36284,97716,49796,36286,97795,47263,36282,97636,51062,36288,97875,45997,36280,97557,49318,36309,89911,50578,36316,90061,48059,36303,89760,51838,36323,90212,46799,36296,89610,49508,36313,88319,50768,36320,88470,48249,36307,88169,52028,36327,88620,46989,36300,88018,49699,36317,86728,50958,36324,86878,48439,36311,86577,52218,36331,87029,47179,36304,86427
10004,5,55300,36286,82042,55925,36314,68945,49459,36279,68565,48644,36250,81650,52558,36290,77856,53825,36296,77930,51291,36283,77781,55091,36303,78005,50025,36276,77707,52464,36286,79456,53730,36293,79530,51197,36279,79381,54997,36300,79605,49931,36272,79307,52370,36282,81056,53636,36289,81130,51103,36276,80981,54903,36296,81205,49836,36369,80907,52348,36286,72715,53614,36293,72789,51081,36279,72640,54881,36300,72864,49814,36273,72566,52442,36290,71115,53708,36297,71189,51175,36283,71040,54975,36304,71264,49908,36276,70966,52536,36293,69515,53802,36300,69589,51269,36287,69440,55069,36307,69664,50003,36280,69366
10004,6,55956,36408,63578,56903,36437,51649,50604,36403,50888,49324,36371,63746,53142,36311,59878,54408,36318,59953,51875,36304,59804,55675,36324,60027,50608,36297,59729,53047,36307,61478,54314,36314,61553,51781,36300,61404,55581,36321,61627,50514,36294,61329,52953,36304,63078,54220,36310,63153,51687,36297,63004,55487,36317,63227,50420,36290,62929,53589,36286,54932,54855,36284,55015,52323,36289,54849,56121,36281,55098,52760,36285,55669,53694,36293,53333,54960,36290,53416,52428,36295,53249,56226,36288,53499,51162,36297,53166,53799,36299,51733,55065,36296,51817,52533,36301,51650,56331,36294,51900,51267,36304,51567
10004,7,57224,43021,32488,70235,43096,30764,69360,43791,25890,57059,43030,27509,60747,42497,29434,60926,42594,30687,60567,42401,28182,62012,42549,30985,61260,42424,27551,59164,42619,29652,59343,42716,30904,58984,42523,28399,60041,42712,31391,59541,42437,27830,57580,42741,29869,57760,42838,31122,57401,42644,28617,58428,42839,31635,57960,42553,27980,66413,42289,28661,66489,42287,29928,66337,42291,27394,65780,42359,30572,65543,42287,26973,68013,42298,28566,68088,42296,29832,67937,42300,27299,67318,42290,30380,67149,42296,26800,69613,42307,28470,69688,42305,29737,69537,42309,27204,68929,42299,30284,68778,42306,26636
