id,market_id,common_1,count_group,open_level,off_level,gen_weight,item_id,common,item_count,price_type,price_value,day_limit_count,show_discount,show_hot,show_new,open,can_multi,name,common1,equip,prof
100015,0,宝石店-2级,-1,0,999,-1,30106002,2级绿玛瑙,1,29910001,90000,60,0,0,0,1,1,market_name_2,2级宝石,"",""
100016,0,宝石店-2级,-1,0,999,-1,30107002,2级暗影石,1,29910001,90000,60,0,0,0,1,1,market_name_2,2级宝石,"",""
100017,0,宝石店-2级,-1,0,999,-1,30108002,2级孔雀石,1,29910001,90000,60,0,0,0,1,1,market_name_2,2级宝石,"",""
100018,0,宝石店-2级,-1,0,999,-1,30109002,2级黄水晶,1,29910001,90000,60,0,0,0,1,1,market_name_2,2级宝石,"",""
100019,0,宝石店-3级,-1,0,999,-1,30101003,3级红宝石,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
100020,0,宝石店-3级,-1,0,999,-1,30102003,3级虎眼石,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
100021,0,宝石店-3级,-1,0,999,-1,30103003,3级猫眼石,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
100022,0,宝石店-3级,-1,0,999,-1,30104003,3级月亮石,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
100023,0,宝石店-3级,-1,0,999,-1,30105003,3级翡翠石,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
100024,0,宝石店-3级,-1,0,999,-1,30106003,3级绿玛瑙,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
100025,0,宝石店-3级,-1,0,999,-1,30107003,3级暗影石,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
100026,0,宝石店-3级,-1,0,999,-1,30108003,3级孔雀石,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
100027,0,宝石店-3级,-1,0,999,-1,30109003,3级黄水晶,1,29910001,270000,30,0,0,0,1,1,market_name_9,3级宝石,"",""
101001,1,公会商店,-1,0,999,-1,20131001,10级材料包,1,29910014,2,99,0,0,0,1,0,market_name_1,道具,"",""
101002,1,公会商店,-1,0,999,-1,20236003,扫荡券*20,20,29910014,100,1,0,0,0,1,0,market_name_1,道具,"",""
101003,1,公会商店,-1,0,999,-1,20234029,呆贼魂魄*5,5,29910014,500,1,0,0,0,1,0,market_name_1,道具,"",""
101004,1,公会商店,-1,1,999,-1,20131002,20级材料包,1,29910014,4,99,0,0,0,1,0,market_name_1,道具,"",""
101005,1,公会商店,-1,1,999,-1,20125001,初级遗迹宝藏图,1,29910014,20,3,0,0,0,1,0,market_name_1,道具,"",""
101006,1,公会商店,-1,1,999,-1,20234010,傻馒魂魄*5,5,29910014,500,1,0,0,0,1,0,market_name_1,道具,"",""
101007,1,公会商店,-1,2,999,-1,20131003,30级材料包,1,29910014,6,99,0,0,0,1,0,market_name_1,道具,"",""
101008,1,公会商店,-1,2,999,-1,20236004,训练药剂*10,10,29910014,100,1,0,0,0,1,0,market_name_1,道具,"",""
101009,1,公会商店,-1,2,999,-1,20234025,圣光棍棍魂魄*5,5,29910014,500,1,0,0,0,1,0,market_name_1,道具,"",""
101010,1,公会商店,-1,3,999,-1,20131004,40级材料包,1,29910014,8,99,0,0,0,1,0,market_name_1,道具,"",""
101011,1,公会商店,-1,3,999,-1,20124002,化石合剂,1,29910014,200,1,0,0,0,1,0,market_name_1,道具,"",""
101012,1,公会商店,-1,3,999,-1,20124006,多重抗性合剂,1,29910014,200,1,0,0,0,1,0,market_name_1,道具,"",""
101013,1,公会商店,-1,3,999,-1,20234031,三颤魂魄*5,5,29910014,500,1,0,0,0,1,0,market_name_1,道具,"",""
101014,1,公会商店,-1,4,999,-1,20131005,50级材料包,1,29910014,11,99,0,0,0,1,0,market_name_1,道具,"",""
101015,1,公会商店,-1,4,999,-1,20124004,精炼智慧合剂,1,29910014,200,1,0,0,0,1,0,market_name_1,道具,"",""
101016,1,公会商店,-1,4,999,-1,20124005,超级能量合剂,1,29910014,200,1,0,0,0,1,0,market_name_1,道具,"",""
101017,1,公会商店,-1,4,999,-1,20234019,神棍德魂魄*5,5,29910014,500,1,0,0,0,1,0,market_name_1,道具,"",""
101018,1,公会商店,-1,5,999,-1,20131006,60级材料包,1,29910014,16,99,0,0,0,1,0,market_name_1,道具,"",""
101019,1,公会商店,-1,5,999,-1,20124003,泰坦合剂,1,29910014,200,1,0,0,0,1,0,market_name_1,道具,"",""
101020,1,公会商店,-1,5,999,-1,20234023,闭月魂魄*5,5,29910014,1000,1,0,0,0,1,0,market_name_1,道具,"",""
103001,3,正义商店,0,0,999,10,20138001,20级勇士装备箱 ,1,29910016,10,1,0,0,0,1,0,market_name_3,道具,"",""
103002,3,正义商店,0,0,999,10,20138002,30级勇士装备箱 ,1,29910016,20,1,0,0,0,1,0,market_name_3,道具,"",""
103003,3,正义商店,0,0,999,10,20138003,40级勇士装备箱 ,1,29910016,40,1,0,0,0,1,0,market_name_3,道具,"",""
103004,3,正义商店,0,0,999,10,20138004,50级勇士装备箱 ,1,29910016,80,1,0,0,0,1,0,market_name_3,道具,"",""
103005,3,正义商店,0,0,999,10,20138005,60级勇士装备箱 ,1,29910016,160,1,0,0,0,1,0,market_name_3,道具,"",""
103006,3,正义商店,1,0,999,10,20139001,1级宝石袋,1,29910016,10,1,0,0,0,1,0,market_name_3,道具,"",""
103007,3,正义商店,1,0,999,10,20139002,2级宝石袋,1,29910016,30,1,0,0,0,1,0,market_name_3,道具,"",""
103008,3,正义商店,1,0,999,10,20139003,3级宝石袋,1,29910016,100,1,0,0,0,1,0,market_name_3,道具,"",""
103009,3,正义商店,2,0,999,10,20236003,扫荡券*5,5,29910016,20,1,0,0,0,1,0,market_name_3,道具,"",""
103010,3,正义商店,2,0,999,10,20236003,扫荡券*10,10,29910016,50,1,0,0,0,1,0,market_name_3,道具,"",""
103011,3,正义商店,2,0,999,10,20236003,扫荡券*20,20,29910016,100,1,0,0,0,1,0,market_name_3,道具,"",""
103012,3,正义商店,3,0,999,10,20236002,幻化石,1,29910016,1000,1,0,0,0,1,0,market_name_3,道具,"",""
103013,3,正义商店,4,0,999,30,20234009,地中海魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103014,3,正义商店,4,0,999,30,20234014,方砖魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103015,3,正义商店,4,0,999,30,20234022,沐丝魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103016,3,正义商店,4,0,999,10,20234015,五火教主魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103017,3,正义商店,4,0,999,10,20234017,法丝魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103018,3,正义商店,5,0,999,10,20234009,地中海魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103019,3,正义商店,5,0,999,10,20234014,方砖魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103020,3,正义商店,5,0,999,10,20234022,沐丝魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103021,3,正义商店,5,0,999,30,20234015,五火教主魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103022,3,正义商店,5,0,999,30,20234017,法丝魂魄*5,5,29910016,500,1,0,0,0,1,0,market_name_3,道具,"",""
103023,3,正义商店,5,0,999,10,20234030,落雁魂魄*5,5,29910016,1000,1,0,0,0,1,0,market_name_3,道具,"",""
104001,4,荣誉商店,0,0,999,10,20138006,20级勇士饰品箱 ,1,29910003,10,1,0,0,0,1,0,market_name_4,道具,"",""
104002,4,荣誉商店,0,0,999,10,20138007,30级勇士饰品箱 ,1,29910003,20,1,0,0,0,1,0,market_name_4,道具,"",""
104003,4,荣誉商店,0,0,999,10,20138008,40级勇士饰品箱 ,1,29910003,40,1,0,0,0,1,0,market_name_4,道具,"",""
104004,4,荣誉商店,0,0,999,10,20138009,50级勇士饰品箱 ,1,29910003,80,1,0,0,0,1,0,market_name_4,道具,"",""
104005,4,荣誉商店,0,0,999,10,20138010,60级勇士饰品箱 ,1,29910003,160,1,0,0,0,1,0,market_name_4,道具,"",""
104006,4,荣誉商店,1,0,999,10,20139001,1级宝石袋,1,29910003,10,1,0,0,0,1,0,market_name_4,道具,"",""
104007,4,荣誉商店,1,0,999,10,20139002,2级宝石袋,1,29910003,30,1,0,0,0,1,0,market_name_4,道具,"",""
104008,4,荣誉商店,1,0,999,10,20139003,3级宝石袋,1,29910003,100,1,0,0,0,1,0,market_name_4,道具,"",""
104009,4,荣誉商店,2,0,999,10,20236003,扫荡券*5,5,29910003,20,1,0,0,0,1,0,market_name_4,道具,"",""
104010,4,荣誉商店,2,0,999,10,20236003,扫荡券*10,10,29910003,50,1,0,0,0,1,0,market_name_4,道具,"",""
104011,4,荣誉商店,2,0,999,10,20236003,扫荡券*20,20,29910003,100,1,0,0,0,1,0,market_name_4,道具,"",""
104012,4,荣誉商店,3,0,999,10,20236002,幻化石,1,29910003,1000,1,0,0,0,1,0,market_name_4,道具,"",""
104013,4,荣誉商店,4,0,999,30,20234003,哀木涕魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104014,4,荣誉商店,4,0,999,30,20234006,暗夜男魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104015,4,荣誉商店,4,0,999,30,20234024,大小姐魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104016,4,荣誉商店,4,0,999,10,20234013,劣人魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104017,4,荣誉商店,4,0,999,10,20234021,娇花魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104018,4,荣誉商店,5,0,999,10,20234003,哀木涕魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104019,4,荣誉商店,5,0,999,10,20234006,暗夜男魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104020,4,荣誉商店,5,0,999,10,20234024,大小姐魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104021,4,荣誉商店,5,0,999,30,20234013,劣人魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104022,4,荣誉商店,5,0,999,30,20234021,娇花魂魄*5,5,29910003,500,1,0,0,0,1,0,market_name_4,道具,"",""
104023,4,荣誉商店,5,0,999,10,20234008,桶牛魂魄*5,5,29910003,1000,1,0,0,0,1,0,market_name_4,道具,"",""
105001,5,任务商店,-1,0,999,-1,28911070,绿茶叶,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105002,5,任务商店,-1,0,999,-1,28911071,生命之花,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105003,5,任务商店,-1,0,999,-1,28911072,冰霜之石,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105004,5,任务商店,-1,0,999,-1,28911073,火焰石,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105005,5,任务商店,-1,0,999,-1,28911074,暗夜石,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105006,5,任务商店,-1,0,999,-1,28911075,瑟银锭,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105007,5,任务商店,-1,0,999,-1,28911076,磨刀石,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105008,5,任务商店,-1,0,999,-1,28911077,新奇矿石,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105009,5,任务商店,-1,0,999,-1,28911078,邪钢锭,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105010,5,任务商店,-1,0,999,-1,28911079,石皮皮革,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105011,5,任务商店,-1,0,999,-1,28911080,风暴之鳞,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105012,5,任务商店,-1,0,999,-1,28911081,毛布卷,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105013,5,任务商店,-1,0,999,-1,28911082,灌魔丝纹布,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105014,5,任务商店,-1,0,999,-1,28911083,符文肠线,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105015,5,任务商店,-1,0,999,-1,28911084,林精棘针,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105016,5,任务商店,-1,0,999,-1,28911085,青铜锭,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105017,5,任务商店,-1,0,999,-1,28911086,火药,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105018,5,任务商店,-1,0,999,-1,28911087,地狱硫磺,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105019,5,任务商店,-1,0,999,-1,28911088,铁屑,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105020,5,任务商店,-1,0,999,-1,28911089,护目准镜,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105021,5,任务商店,-1,0,999,-1,28911183,神奇之尘,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105022,5,任务商店,-1,0,999,-1,28911090,混沌水晶,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105023,5,任务商店,-1,0,999,-1,28911091,魔光碎片,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105024,5,任务商店,-1,0,999,-1,28911092,邪能球茎,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105025,5,任务商店,-1,0,999,-1,28911093,卡纳精华,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105026,5,任务商店,-1,0,999,-1,28911094,厚毛皮,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105027,5,任务商店,-1,0,999,-1,28911095,重皮,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105028,5,任务商店,-1,0,999,-1,28911096,魔皮,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105029,5,任务商店,-1,0,999,-1,28911097,野兽皮,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105030,5,任务商店,-1,0,999,-1,28911098,野兽之麟,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
105031,5,任务商店,-1,0,999,-1,28911057,发光碎片,1,29910001,2000,0,0,0,0,1,0,market_name_5,道具,"",""
106001,6,商城,-1,0,999,-1,22000010,马,1,29910001,1000000,0,0,0,0,1,0,market_name_6_1,道具,"",""
106002,6,商城,-1,0,999,-1,22000000,地狱军马,1,29910001,10000000,0,0,0,0,1,0,market_name_6_1,道具,"",""
106003,6,商城,-1,0,999,-1,20236001,助溶剂,1,29910002,300,0,0,0,0,1,0,market_name_6_1,道具,"",""
106004,6,商城,-1,0,999,-1,20236002,幻化石,1,29910002,300,0,0,0,0,1,0,market_name_6_1,道具,"",""
106005,6,商城,-1,0,999,-1,20124001,经验合剂,1,29910002,50,2,0,0,0,1,0,market_name_6_1,道具,"",""
106006,6,商城,-1,0,999,-1,20233002,金币*6,6,29910002,5,1,50,0,0,1,0,market_name_6_1,道具,"",""
106007,6,商城,-1,0,999,-1,20233002,金币,60,29910002,100,99,0,0,0,1,1,market_name_6_1,道具,"",""
106008,6,商城,-1,0,999,-1,20236003,扫荡券,1,29910002,1,999,0,0,0,1,1,market_name_6_1,道具,"",""
106009,6,商城,-1,0,999,-1,20139001,一级宝石袋*1,1,29910002,3,2,50,0,0,1,0,market_name_6_1,道具,"",""
106010,6,商城,-1,0,999,-1,20235002,魔法精华*1,1,29910002,3,3,50,0,0,1,0,market_name_6_1,道具,"",""
106011,6,商城,-1,0,999,-1,20139007,随机英雄碎片*1 （常驻卡池）,1,29910002,15,3,60,0,0,1,0,market_name_6_1,道具,"",""
106012,6,商城,-1,0,999,-1,20236018,蛛魔方尖碑,1,29910002,20,10,0,0,0,1,0,market_name_6_2,宝藏,"",""
106013,6,商城,-1,0,999,-1,20236019,上层精灵的卷轴,1,29910002,40,10,0,0,0,1,0,market_name_6_2,宝藏,"",""
106014,6,商城,-1,0,999,-1,20236020,魔古雕像碎片,1,29910002,40,10,0,0,0,1,0,market_name_6_2,宝藏,"",""
106015,6,商城,-1,0,999,-1,20236021,维库符文短棒,1,29910002,900,5,0,0,0,1,0,market_name_6_2,宝藏,"",""
106016,6,商城,-1,0,999,-1,20236022,德拉诺氏族演讲杖,1,29910002,900,5,0,0,0,1,0,market_name_6_2,宝藏,"",""
106017,6,商城,-1,0,999,-1,20236010,初级招募令,1,29910001,60000,99,0,0,0,1,1,market_name_6_2,宝藏,"",""
106018,6,商城,-1,0,999,-1,20236011,高级招募令,1,29910002,200,30,0,0,0,1,0,market_name_6_2,宝藏,"",""
106019,6,商城,-1,0,999,-1,20236023,初级遗迹宝藏,1,29910001,540000,10,0,0,0,1,1,market_name_6_2,宝藏,"",""
106020,6,商城,-1,0,999,-1,20236024,高级遗迹宝藏,1,29910002,1800,5,0,0,0,1,0,market_name_6_2,宝藏,"",""
107001,7,神秘店,1,0,999,20,30101002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
107002,7,神秘店,1,0,999,40,30102002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
107003,7,神秘店,1,0,999,40,30103002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
107004,7,神秘店,2,0,999,20,30104002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
107005,7,神秘店,2,0,999,40,30105002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
107006,7,神秘店,2,0,999,40,30106002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
107007,7,神秘店,0,0,999,20,30107002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
107008,7,神秘店,0,0,999,40,30108002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
107009,7,神秘店,0,0,999,40,30109002,宝石,1,29910001,60000,1,0,0,0,1,0,market_name_7,道具,"",""
109001,9,月卡商店,-1,0,999,-1,20236001,助溶剂,1,29910002,200,2,66,0,0,1,0,market_grname_9,道具,"",""
109002,9,月卡商店,-1,0,999,-1,20236002,幻化石,1,29910002,200,2,66,0,0,1,0,market_grname_9,道具,"",""
109003,9,月卡商店,-1,0,999,-1,20124001,经验合剂,1,29910002,30,2,60,0,0,1,0,market_grname_9,道具,"",""
109004,9,月卡商店,-1,0,999,-1,20139002,二级宝石袋,1,29910002,8,5,53,0,0,1,0,market_grname_9,道具,"",""
110001,10,积分商店,-1,0,999,-1,20230001,灵魂结晶,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_alh
110002,10,积分商店,-1,0,999,-1,20230002,灵魂精华,1,29910004,7,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_alh
110003,10,积分商店,-1,0,999,-1,20230003,永恒灵魂,1,29910004,10,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_alh
110004,10,积分商店,-1,0,999,-1,20231001,断裂的狼牙,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sqs
110005,10,积分商店,-1,0,999,-1,20231002,粗壮的熊骨,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_zs
110006,10,积分商店,-1,0,999,-1,20231003,折断的野猪獠牙,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_lr
110007,10,积分商店,-1,0,999,-1,20231004,鱼人的眼球,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sm
110008,10,积分商店,-1,0,999,-1,20231005,豺狼人的唾液,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_ss
110009,10,积分商店,-1,0,999,-1,20231006,迅猛龙羽毛,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_ms
110010,10,积分商店,-1,0,999,-1,20231007,厚科多兽毛,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dz
110011,10,积分商店,-1,0,999,-1,20231008,龟尾,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_fs
110012,10,积分商店,-1,0,999,-1,20231009,蜕掉的蛇皮,1,29910004,2,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dly
110013,10,积分商店,-1,0,999,-1,20231010,变色的狼心,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sm
110014,10,积分商店,-1,0,999,-1,20231011,刺背野猪人的獠牙,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_lr
110015,10,积分商店,-1,0,999,-1,20231012,邪恶之爪,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dz
110016,10,积分商店,-1,0,999,-1,20231013,干涸的蝙蝠血,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_ss
110017,10,积分商店,-1,0,999,-1,20231014,蝙蝠的翅膀,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_ms
110018,10,积分商店,-1,0,999,-1,20231015,大牙齿,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sqs
110019,10,积分商店,-1,0,999,-1,20231016,锋利的爪子,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_zs
110020,10,积分商店,-1,0,999,-1,20231017,猪大肠,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dly
110021,10,积分商店,-1,0,999,-1,20231018,腐烂的爪子,1,29910004,3,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_fs
110022,10,积分商店,-1,0,999,-1,20231019,食尸鬼的肋骨,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_zs
110023,10,积分商店,-1,0,999,-1,20231020,食尸鬼的牙齿,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sqs
110024,10,积分商店,-1,0,999,-1,20231021,骷髅的手指,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_lr
110025,10,积分商店,-1,0,999,-1,20231022,粗蜘蛛丝,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_ms
110026,10,积分商店,-1,0,999,-1,20231023,蜘蛛的毒液,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_ss
110027,10,积分商店,-1,0,999,-1,20231024,狂热之心,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sm
110028,10,积分商店,-1,0,999,-1,20231025,暗影残片,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_fs
110029,10,积分商店,-1,0,999,-1,20231026,幸运兔脚,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dly
110030,10,积分商店,-1,0,999,-1,20231027,沾满淤泥的袋子,1,29910004,4,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dz
110031,10,积分商店,-1,0,999,-1,20231028,大瓶魔精,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_fs
110032,10,积分商店,-1,0,999,-1,20231029,邪恶的蝙蝠眼,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sm
110033,10,积分商店,-1,0,999,-1,20231030,大蜥蜴尾,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_ms
110034,10,积分商店,-1,0,999,-1,20231031,蜥蜴的毒液,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_ss
110035,10,积分商店,-1,0,999,-1,20231032,巨魔的汗水,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_lr
110036,10,积分商店,-1,0,999,-1,20231033,人类的骨头,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_zs
110037,10,积分商店,-1,0,999,-1,20231034,兽人的牙齿,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sqs
110038,10,积分商店,-1,0,999,-1,20231035,完整的圣甲虫壳,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dz
110039,10,积分商店,-1,0,999,-1,20231036,分叉的舌头,1,29910004,5,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dly
110040,10,积分商店,-1,0,999,-1,20231037,尖利的鳄鱼牙齿,1,29910004,6,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sqs
110041,10,积分商店,-1,0,999,-1,20231038,脆弱的龙骨,1,29910004,6,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_zs
110042,10,积分商店,-1,0,999,-1,20231039,熄灭的火炬,1,29910004,6,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_dz
110043,10,积分商店,-1,0,999,-1,20231040,碎裂的食人魔牙齿,1,29910004,6,0,0,0,0,1,1,market_name_6,道具,"",market_name_tap_sm
