actor_id,color,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14
10010,4,200101,200103,200102,200100,200100,200101,200100,200102,200100,200100,-1,-1,-1,-1
10010,5,200101,200103,200102,200100,200100,200101,200100,200102,200100,200100,-1,-1,-1,-1
10010,6,200101,200103,200102,200100,200100,200101,200100,200102,200100,200100,-1,-1,-1,-1
10010,7,200101,200103,200104,200102,200100,200101,200100,200104,200102,200100,-1,-1,-1,-1
10012,1,200121,200120,200120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10012,2,200122,200120,200121,200120,200121,200120,200121,200120,-1,-1,-1,-1,-1,-1
10012,3,200122,200120,200121,200120,200121,200120,200121,200120,-1,-1,-1,-1,-1,-1
10012,4,200122,200123,200121,200120,200121,200120,200123,200120,200121,200120,-1,-1,-1,-1
10012,5,200122,200123,200121,200120,200121,200120,200123,200120,200121,200120,-1,-1,-1,-1
10012,6,200122,200123,200121,200120,200121,200120,200123,200120,200121,200120,-1,-1,-1,-1
10012,7,200122,200123,200121,200120,200121,200120,200123,200120,200121,200120,-1,-1,-1,-1
10013,1,200131,200130,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10013,2,200131,200130,200132,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10013,3,200131,200130,200132,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10013,4,200131,200132,200130,200133,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1
10013,5,200131,200132,200130,200133,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1
10013,6,200131,200132,200130,200133,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1
10013,7,200131,200132,200130,200133,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1
10014,1,200140,200141,200140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10014,2,200140,200141,200140,200142,200140,-1,-1,-1,-1,-1,-1,-1,-1,-1
10014,3,200140,200141,200140,200142,200140,-1,-1,-1,-1,-1,-1,-1,-1,-1
10014,4,200140,200143,200141,200140,200142,200140,200140,200141,200140,200142,-1,-1,-1,-1
10014,5,200140,200143,200141,200140,200142,200140,200140,200141,200140,200142,-1,-1,-1,-1
10014,6,200140,200143,200141,200140,200142,200140,200140,200141,200140,200142,-1,-1,-1,-1
10014,7,200140,200143,200141,200140,200142,200140,200140,200141,200140,200142,-1,-1,-1,-1
10015,1,200150,200151,200150,200150,200150,-1,-1,-1,-1,-1,-1,-1,-1,-1
10015,2,200150,200151,200150,200152,200150,-1,-1,-1,-1,-1,-1,-1,-1,-1
10015,3,200150,200151,200150,200152,200150,-1,-1,-1,-1,-1,-1,-1,-1,-1
10015,4,200150,200153,200151,200150,200152,-1,-1,-1,-1,-1,-1,-1,-1,-1
10015,5,200150,200153,200151,200150,200152,-1,-1,-1,-1,-1,-1,-1,-1,-1
10015,6,200150,200153,200151,200150,200152,-1,-1,-1,-1,-1,-1,-1,-1,-1
10015,7,200150,200153,200151,200150,200152,-1,-1,-1,-1,-1,-1,-1,-1,-1
10016,1,200160,200161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10016,2,200160,200162,200161,200160,200161,200160,200162,200161,200160,200160,-1,-1,-1,-1
10016,3,200160,200162,200161,200160,200161,200160,200162,200161,200160,200160,-1,-1,-1,-1
10016,4,200160,200162,200161,200160,200161,200160,200162,200161,200160,200160,-1,-1,-1,-1
10016,5,200160,200162,200161,200160,200161,200160,200162,200161,200160,200160,-1,-1,-1,-1
10016,6,200160,200162,200161,200160,200161,200160,200162,200161,200160,200160,-1,-1,-1,-1
10016,7,200160,200164,200162,200161,200160,200161,200160,200162,200161,200160,-1,-1,-1,-1
10017,1,200170,200171,200170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10017,2,200172,200170,200171,200170,200171,200170,200171,200170,200171,200170,-1,-1,-1,-1
10017,3,200172,200170,200171,200170,200171,200170,200171,200170,200171,200170,-1,-1,-1,-1
10017,4,200172,200170,200171,200170,200171,200170,200171,200170,200171,200170,-1,-1,-1,-1
10017,5,200172,200170,200171,200170,200171,200170,200171,200170,200171,200170,-1,-1,-1,-1
10017,6,200172,200170,200171,200170,200171,200170,200171,200170,200171,200170,-1,-1,-1,-1
10017,7,200172,200170,200171,200170,200171,200170,200171,200170,200171,200170,-1,-1,-1,-1
10018,1,200181,200180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10018,2,200182,200180,200181,200180,200180,-1,-1,-1,-1,-1,-1,-1,-1,-1
10018,3,200182,200180,200181,200180,200180,-1,-1,-1,-1,-1,-1,-1,-1,-1
10018,4,200182,200180,200181,200180,200180,-1,-1,-1,-1,-1,-1,-1,-1,-1
10018,5,200182,200180,200181,200180,200180,-1,-1,-1,-1,-1,-1,-1,-1,-1
10018,6,200182,200180,200181,200180,200180,-1,-1,-1,-1,-1,-1,-1,-1,-1
10018,7,200184,200182,200180,200181,200180,-1,-1,-1,-1,-1,-1,-1,-1,-1
10019,1,200191,200190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10019,2,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10019,3,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10019,4,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10019,5,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10019,6,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10019,7,200192,200191,200190,200194,200191,200190,200192,200190,200191,200190,-1,-1,-1,-1
10020,1,200201,200200,200200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10020,2,200202,200200,200201,200200,200200,-1,-1,-1,-1,-1,-1,-1,-1,-1
10020,3,200202,200200,200201,200200,200200,-1,-1,-1,-1,-1,-1,-1,-1,-1
10020,4,200202,200200,200201,200200,200200,200202,200200,200201,200200,200203,-1,-1,-1,-1
10020,5,200202,200200,200201,200200,200200,200202,200200,200201,200200,200203,-1,-1,-1,-1
10020,6,200202,200200,200201,200200,200200,200202,200200,200201,200200,200203,-1,-1,-1,-1
10020,7,200202,200200,200201,200200,200200,200202,200200,200201,200200,200203,-1,-1,-1,-1
10023,1,200231,200230,200230,200230,200230,-1,-1,-1,-1,-1,-1,-1,-1,-1
10023,2,200231,200232,200230,200230,200230,200231,200230,200230,200230,200230,-1,-1,-1,-1
10023,3,200231,200232,200230,200230,200230,200231,200230,200230,200230,200230,-1,-1,-1,-1
10023,4,200231,200232,200230,200233,200230,200231,200230,200230,200233,200230,-1,-1,-1,-1
10023,5,200231,200232,200230,200233,200230,200231,200230,200230,200233,200230,-1,-1,-1,-1
10023,6,200231,200232,200230,200233,200230,200231,200230,200230,200233,200230,-1,-1,-1,-1
10023,7,200231,200232,200234,200233,200230,200231,200230,200234,200233,200230,-1,-1,-1,-1
10026,1,200260,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10026,2,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10026,3,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10026,4,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10026,5,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10026,6,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10026,7,200260,200263,200260,200262,200261,-1,-1,-1,-1,-1,-1,-1,-1,-1
10027,1,200270,200271,200270,200270,200270,-1,-1,-1,-1,-1,-1,-1,-1,-1
10027,2,200272,200271,200270,200270,200270,200270,200271,200270,200270,200270,-1,-1,-1,-1
10027,3,200272,200271,200270,200270,200270,200270,200271,200270,200270,200270,-1,-1,-1,-1
10027,4,200272,200271,200270,200273,200270,200270,200271,200270,200273,200270,-1,-1,-1,-1
10027,5,200272,200271,200270,200273,200270,200270,200271,200270,200273,200270,-1,-1,-1,-1
10027,6,200272,200271,200270,200273,200270,200270,200271,200270,200273,200270,-1,-1,-1,-1
10027,7,200272,200271,200270,200273,200274,200270,200271,200270,200273,200274,-1,-1,-1,-1
10028,1,200281,200280,200280,200280,200280,200280,200280,200280,200280,200280,-1,-1,-1,-1
10028,2,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10028,3,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10028,4,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10028,5,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10028,6,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10028,7,200281,200284,200280,200282,200280,200280,200284,200280,200282,200280,-1,-1,-1,-1
10029,1,200290,200291,200290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10029,2,200290,200291,200290,200292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10029,3,200290,200291,200290,200292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10029,4,200290,200291,200290,200292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10029,5,200290,200291,200290,200292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10029,6,200290,200291,200290,200292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10029,7,200290,200291,200294,200290,200292,-1,-1,-1,-1,-1,-1,-1,-1,-1
10030,1,200300,200301,200300,200300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10030,2,200300,200301,200300,200302,200300,-1,-1,-1,-1,-1,-1,-1,-1,-1
10030,3,200300,200301,200300,200302,200300,-1,-1,-1,-1,-1,-1,-1,-1,-1
10030,4,200300,200301,200302,200300,200303,-1,-1,-1,-1,-1,-1,-1,-1,-1
10030,5,200300,200301,200302,200300,200303,-1,-1,-1,-1,-1,-1,-1,-1,-1
10030,6,200300,200301,200302,200300,200303,-1,-1,-1,-1,-1,-1,-1,-1,-1
10030,7,200300,200301,200302,200300,200303,-1,-1,-1,-1,-1,-1,-1,-1,-1
10031,1,200311,200310,200310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10031,2,200312,200310,200311,200310,200310,-1,-1,-1,-1,-1,-1,-1,-1,-1
10031,3,200312,200310,200311,200310,200310,-1,-1,-1,-1,-1,-1,-1,-1,-1
10031,4,200312,200310,200311,200310,200310,-1,-1,-1,-1,-1,-1,-1,-1,-1
10031,5,200312,200310,200311,200310,200310,-1,-1,-1,-1,-1,-1,-1,-1,-1
10031,6,200312,200310,200311,200310,200310,-1,-1,-1,-1,-1,-1,-1,-1,-1
10031,7,200314,200312,200310,200311,200310,-1,-1,-1,-1,-1,-1,-1,-1,-1
10032,1,200321,200320,200320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10032,2,200321,200320,200320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10032,3,200321,200320,200320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10032,4,200321,200320,200320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10032,5,200321,200320,200320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10032,6,200321,200320,200320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10032,7,200321,200320,200320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10033,1,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10033,2,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10033,3,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10033,4,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10033,5,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10033,6,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10033,7,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10034,1,200341,200340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10034,2,200342,200341,200340,200340,200341,200342,200340,200341,200340,200340,-1,-1,-1,-1
10034,3,200342,200341,200340,200340,200341,200342,200340,200341,200340,200340,-1,-1,-1,-1
10034,4,200342,200341,200340,200341,200340,-1,-1,-1,-1,-1,-1,-1,-1,-1
10034,5,200342,200341,200340,200341,200340,-1,-1,-1,-1,-1,-1,-1,-1,-1
10034,6,200342,200341,200340,200341,200340,-1,-1,-1,-1,-1,-1,-1,-1,-1
10034,7,200344,200342,200341,200340,200344,200341,200342,200340,200341,200340,-1,-1,-1,-1
10035,1,200351,200350,200350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10035,2,200352,200351,200350,200351,200350,200351,200350,200351,200350,-1,-1,-1,-1,-1
10035,3,200352,200351,200350,200351,200350,200351,200350,200351,200350,-1,-1,-1,-1,-1
10035,4,200352,200351,200353,200350,200351,200350,200351,200353,200350,200351,-1,-1,-1,-1
10035,5,200352,200351,200353,200350,200351,200350,200351,200353,200350,200351,-1,-1,-1,-1
10035,6,200352,200351,200353,200350,200351,200350,200351,200353,200350,200351,-1,-1,-1,-1
10035,7,200352,200351,200353,200350,200351,200350,200351,200353,200350,200351,-1,-1,-1,-1
10102,1,200601,200600,200600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10102,2,200601,200602,200600,200600,200601,200600,200600,200601,200600,200600,-1,-1,-1,-1
10102,3,200601,200602,200600,200600,200601,200600,200600,200601,200600,200600,-1,-1,-1,-1
10102,4,200601,200602,200600,200603,200600,200600,200601,200600,200603,200600,-1,-1,-1,-1
10102,5,200601,200602,200600,200603,200600,200600,200601,200600,200603,200600,-1,-1,-1,-1
10102,6,200601,200602,200600,200603,200600,200600,200601,200600,200603,200600,-1,-1,-1,-1
10102,7,200601,200602,200600,200603,200600,200600,200601,200600,200603,200600,-1,-1,-1,-1
10109,1,200621,200620,200620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10109,2,200621,200622,200620,200620,200621,200620,200620,200621,200620,200620,-1,-1,-1,-1
10109,3,200621,200622,200620,200620,200621,200620,200620,200621,200620,200620,-1,-1,-1,-1
10109,4,200621,200622,200620,200620,200623,200620,200621,200620,200620,200623,-1,-1,-1,-1
10109,5,200621,200622,200620,200620,200623,200620,200621,200620,200620,200623,-1,-1,-1,-1
10109,6,200621,200622,200620,200620,200623,200620,200621,200620,200620,200623,-1,-1,-1,-1
10109,7,200621,200622,200620,200620,200623,200620,200621,200620,200620,200623,-1,-1,-1,-1
10113,1,200631,200630,200630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10113,2,200631,200630,200632,200630,200630,-1,-1,-1,-1,-1,-1,-1,-1,-1
10113,3,200631,200630,200632,200630,200630,-1,-1,-1,-1,-1,-1,-1,-1,-1
10113,4,200631,200630,200632,200630,200633,-1,-1,-1,-1,-1,-1,-1,-1,-1
10113,5,200631,200630,200632,200630,200633,-1,-1,-1,-1,-1,-1,-1,-1,-1
10113,6,200631,200630,200632,200630,200633,-1,-1,-1,-1,-1,-1,-1,-1,-1
10113,7,200631,200630,200632,200630,200633,-1,-1,-1,-1,-1,-1,-1,-1,-1
10114,1,200661,200660,200660,200660,200660,-1,-1,-1,-1,-1,-1,-1,-1,-1
10114,2,200661,200660,200662,200660,200660,-1,-1,-1,-1,-1,-1,-1,-1,-1
10114,3,200661,200660,200662,200660,200660,-1,-1,-1,-1,-1,-1,-1,-1,-1
10114,4,200661,200660,200662,200660,200663,-1,-1,-1,-1,-1,-1,-1,-1,-1
10114,5,200661,200660,200662,200660,200663,-1,-1,-1,-1,-1,-1,-1,-1,-1
10114,6,200661,200660,200662,200660,200663,-1,-1,-1,-1,-1,-1,-1,-1,-1
10114,7,200661,200660,200662,200660,200663,-1,-1,-1,-1,-1,-1,-1,-1,-1
10119,1,200642,200640,200640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10119,2,200642,200641,200640,200640,200640,-1,-1,-1,-1,-1,-1,-1,-1,-1
10119,3,200642,200641,200640,200640,200640,-1,-1,-1,-1,-1,-1,-1,-1,-1
10119,4,200642,200641,200640,200640,200640,200642,200641,200640,200640,200643,-1,-1,-1,-1
10119,5,200642,200641,200640,200640,200640,200642,200641,200640,200640,200643,-1,-1,-1,-1
10119,6,200642,200641,200640,200640,200640,200642,200641,200640,200640,200643,-1,-1,-1,-1
10119,7,200642,200641,200640,200640,200640,200642,200641,200640,200640,200643,-1,-1,-1,-1
10123,1,200671,200670,200670,200670,200670,-1,-1,-1,-1,-1,-1,-1,-1,-1
10123,2,200671,200672,200670,200670,200670,-1,-1,-1,-1,-1,-1,-1,-1,-1
10123,3,200671,200672,200670,200670,200670,-1,-1,-1,-1,-1,-1,-1,-1,-1
10123,4,200671,200672,200670,200673,200670,-1,-1,-1,-1,-1,-1,-1,-1,-1
10123,5,200671,200672,200670,200673,200670,-1,-1,-1,-1,-1,-1,-1,-1,-1
10123,6,200671,200672,200670,200673,200670,-1,-1,-1,-1,-1,-1,-1,-1,-1
10123,7,200671,200672,200670,200673,200670,-1,-1,-1,-1,-1,-1,-1,-1,-1
10126,1,200682,200680,200680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10126,2,200682,200681,200680,200680,200680,-1,-1,-1,-1,-1,-1,-1,-1,-1
10126,3,200682,200681,200680,200680,200680,-1,-1,-1,-1,-1,-1,-1,-1,-1
10126,4,200682,200681,200680,200683,200680,-1,-1,-1,-1,-1,-1,-1,-1,-1
10126,5,200682,200681,200680,200683,200680,-1,-1,-1,-1,-1,-1,-1,-1,-1
10126,6,200682,200681,200680,200683,200680,-1,-1,-1,-1,-1,-1,-1,-1,-1
10126,7,200682,200681,200680,200683,200680,-1,-1,-1,-1,-1,-1,-1,-1,-1
10128,1,200610,200612,200610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10128,2,200610,200612,200611,200610,200610,-1,-1,-1,-1,-1,-1,-1,-1,-1
10128,3,200610,200612,200611,200610,200610,-1,-1,-1,-1,-1,-1,-1,-1,-1
10128,4,200610,200612,200611,200610,200613,200610,200610,200611,200610,200613,-1,-1,-1,-1
10128,5,200610,200612,200611,200610,200613,200610,200610,200611,200610,200613,-1,-1,-1,-1
10128,6,200610,200612,200611,200610,200613,200610,200610,200611,200610,200613,-1,-1,-1,-1
10128,7,200610,200612,200611,200610,200613,200610,200610,200611,200610,200613,-1,-1,-1,-1
10133,1,200650,200651,200650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10133,2,200650,200651,200652,200650,200651,-1,-1,-1,-1,-1,-1,-1,-1,-1
10133,3,200650,200651,200652,200650,200651,-1,-1,-1,-1,-1,-1,-1,-1,-1
10133,4,200650,200651,200652,200650,200651,-1,-1,-1,-1,-1,-1,-1,-1,-1
10133,5,200650,200651,200652,200650,200651,-1,-1,-1,-1,-1,-1,-1,-1,-1
10133,6,200650,200651,200652,200650,200651,-1,-1,-1,-1,-1,-1,-1,-1,-1
10133,7,200650,200651,200652,200650,200651,-1,-1,-1,-1,-1,-1,-1,-1,-1
10202,1,200021,200020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10202,2,200022,200020,200021,200020,200021,200020,200021,200020,-1,-1,-1,-1,-1,-1
10202,3,200022,200020,200021,200020,200021,200020,200021,200020,-1,-1,-1,-1,-1,-1
10202,4,200022,200020,200021,200020,200021,200020,200021,200020,-1,-1,-1,-1,-1,-1
10202,5,200022,200020,200021,200020,200021,200020,200021,200020,-1,-1,-1,-1,-1,-1
10202,6,200022,200020,200021,200020,200021,200020,200021,200020,-1,-1,-1,-1,-1,-1
10202,7,200022,200020,200021,200020,200024,200020,200021,200020,200021,200020,-1,-1,-1,-1
10209,1,200091,200090,200090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10209,2,200092,200090,200091,200092,200090,200092,200090,200091,200090,-1,-1,-1,-1,-1
10209,3,200092,200090,200091,200092,200090,200092,200090,200091,200090,-1,-1,-1,-1,-1
10209,4,200093,200092,200090,200091,200092,200090,200092,200090,200091,200090,-1,-1,-1,-1
10209,5,200093,200092,200090,200091,200092,200090,200092,200090,200091,200090,-1,-1,-1,-1
10209,6,200093,200092,200090,200091,200092,200090,200092,200090,200091,200090,-1,-1,-1,-1
10209,7,200093,200092,200090,200091,200092,200090,200092,200090,200091,200090,-1,-1,-1,-1
10213,1,200131,200130,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10213,2,200131,200130,200132,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10213,3,200131,200130,200132,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10213,4,200131,200132,200130,200133,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1
10213,5,200131,200132,200130,200133,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1
