id,res_id,actor_name,level,note,name,tips,desc,icon,damage_note,damage_note1,effect,initial1,variable1,islevel1,initial2,variable2,islevel2,initial3,variable3,islevel3
200030,10003,兽战,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200031,10003,兽战,1,猛击,skill_name_200031,猛击敌人，造成80%的物理伤害，对于处于流血状态的目标提高50%暴击率,skill_detail_200031,skill_actor_10003+icon_skill_sz_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200031,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200032,10003,兽战,1,撕裂,skill_name_200032,撕裂目标，造成80%的物理伤害，并附带流血效果，10秒内造成5次流血伤害，每次流血造成16%的物理伤害,skill_detail_200032,skill_actor_10003+icon_skill_sz_2,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200032,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200033,10003,兽战,1,压制,skill_name_200033,压制敌人，造成80%的物理伤害，若目标处于流血状态，则额外造成40%的物理伤害,skill_detail_200033,skill_actor_10003+icon_skill_sz_3,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200033,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200034,10003,兽战,1,重伤,skill_name_200034,爆击后，使目标进入流血状态，6秒内造成3次流血伤害，每次流血造成27%的物理伤害,skill_detail_200034,skill_actor_10003+icon_skill_sz_4,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200034,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200040,10004,会长,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200041,10004,会长,1,英勇打击,skill_name_200041,强力的攻击，对目标造成100%的物理伤害,skill_detail_200041,skill_actor_10004+icon_skill_hz_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200041,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200042,10004,会长,1,剑刃风暴,skill_name_200042,3秒内发动5次旋风斩，对4米范围内所有目标造成物理伤害，目标每次只承受32%的伤害，每释放1次旋风斩寻找距离最近的新目标，免疫控制效果,skill_detail_200042,skill_actor_10004+icon_skill_hz_2,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200042,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200043,10004,会长,1,横扫攻击,skill_name_200043,使你接下来的5次攻击都会提升攻击强度，并可以攻击到额外1个敌人，持续10秒,skill_detail_200043,skill_actor_10004+icon_skill_hz_3,提升343点攻击强度,提升{0}点攻击强度,skill_LVdetail_200043,0.0,343.0,1,0.0,0.0,0,0.0,0.0,0
200044,10004,会长,1,穿刺,skill_name_200044,提升你的爆击率及爆击伤害,skill_detail_200044,skill_actor_10004+icon_skill_hz_4,爆击率提高10%，爆击伤害提高20%,爆击率提高{0}%，爆击伤害提高{1}%,skill_LVdetail_200044,4.0,0.1,0,8.0,0.2,0,0.0,0.0,0
200050,10005,暗夜男,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200051,10005,暗夜男,1,致死打击,skill_name_200051,对目标造成100%的物理伤害并使其受伤，6秒内受到治疗效果降低,skill_detail_200051,skill_actor_10005+icon_skill_ayn_1,提升1715点攻击强度，降低目标50%受到的治疗效果,提升{0}点攻击强度，降低目标{1}%受到的治疗效果,skill_LVdetail_200051,0.0,1715.0,1,20.0,0.5,0,0.0,0.0,0
200052,10005,暗夜男,1,高速斩,skill_name_200052,快速连续斩击敌人三次，每次造成80%的物理伤害,skill_detail_200052,skill_actor_10005+icon_skill_ayn_2,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200052,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200053,10005,暗夜男,1,反击风暴,skill_name_200053,反击所有近战伤害，持续15秒，对攻击者造成33%的物理伤害，由背后发动的近战伤害无法被反击,skill_detail_200053,skill_actor_10005+icon_skill_ayn_3,反击提升1715点攻击强度,反击提升{0}点攻击强度,skill_LVdetail_200053,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200054,10005,暗夜男,1,战斗怒吼,skill_name_200054,战士发出怒吼，提升己方所有成员的攻击强度，持续20秒,skill_detail_200054,skill_actor_10005+icon_skill_ayn_4,提升343点攻击强度,提升{0}点攻击强度,skill_LVdetail_200054,0.0,343.0,1,0.0,0.0,0,0.0,0.0,0
200060,10006,沉鱼,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200061,10006,沉鱼,1,旋风斩,skill_name_200061,挥舞手中的武器，对4米范围内所有目标造成100%的物理伤害,skill_detail_200061,skill_actor_10006+icon_skill_cy_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200061,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200062,10006,沉鱼,1,破胆怒吼,skill_name_200062,怒吼使4米范围内的敌人因恐惧而四散乱跑，持续3秒,skill_detail_200062,skill_actor_10006+icon_skill_cy_2,提升恐惧命中率,提升恐惧命中率,skill_LVdetail_200062,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200063,10006,沉鱼,1,斩杀,skill_name_200063,尝试杀死一个受伤的敌人，对其造成400%的物理伤害，只对生命值少于20%的敌人生效,skill_detail_200063,skill_actor_10006+icon_skill_cy_3,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200063,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200064,10006,沉鱼,1,狂怒,skill_name_200064,每击中一个目标有10%的几率提升攻击强度，并使爆击提高5%，持续10秒，狂怒效果可叠加，最多叠加3次,skill_detail_200064,skill_actor_10006+icon_skill_cy_4,每层提升229点攻击强度,每层提升{0}点强度提高,skill_LVdetail_200064,0.0,229.0,1,0.0,0.0,0,0.0,0.0,0
200070,10007,桶牛,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200071,10007,桶牛,1,顺劈斩,skill_name_200071,横扫目标，造成100%的物理伤害，并对目标最近的两个其他目标造成同等伤害,skill_detail_200071,skill_actor_10007+icon_skill_tn_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200071,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200072,10007,桶牛,1,鲁莽,skill_name_200072,使用后，在接下来的15秒内，提升桶牛的爆击率，并且免疫恐惧效果，但是需要承担更多的伤害,skill_detail_200072,skill_actor_10007+icon_skill_tn_2,暴击率提升50%，承受伤害提高50%,暴击率提升{0}%，承受伤害提高{1}%,skill_LVdetail_200072,20.0,0.5,0,80.0,-0.5,0,0.0,0.0,0
200073,10007,桶牛,1,拦截,skill_name_200073,拦截目标，造成80%的物理伤害，并使其昏迷3秒,skill_detail_200073,skill_actor_10007+icon_Skill_tn_3,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200073,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200074,10007,桶牛,1,嗜血,skill_name_200074,立即攻击目标，对目标造成100%的物理伤害，并使你接下来的5次攻击每次都可以令你恢复当次伤害的10%的生命值，持续10秒,skill_detail_200074,skill_actor_10007+icon_Skill_tn_4,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200074,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200080,10008,地中海,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200081,10008,地中海,1,破甲攻击,skill_name_200081,击破敌人的护甲，对其造成100%的物理伤害并降低其护甲，可叠加最多5次，持续10秒,skill_detail_200081,skill_actor_10008+icon_skill_dzh_1,提升627点攻击强度，每层降低目标172点护甲,提升{0}点攻击强度，每层降低目标{1}点护甲,skill_LVdetail_200081,0.0,627.0,1,0.0,172.0,1,0.0,0.0,0
200082,10008,地中海,1,盾击,skill_name_200082,使用你的盾牌重击目标，对其造成100%的物理伤害，打断其正在施放的法术,skill_detail_200082,skill_actor_10008+icon_skill_dzh_2,提升627点攻击强度,提升{0}点攻击强度,skill_LVdetail_200082,0.0,627.0,1,0.0,0.0,0,0.0,0.0,0
200083,10008,地中海,1,破釜沉舟,skill_name_200083,立即恢复大量生命，并提升你的生命上限，持续15秒,skill_detail_200083,skill_actor_10008+icon_skill_dzh_3,恢复40%生命值，提升40%生命上限,恢复{0}%生命值，提升{1}%生命上限,skill_LVdetail_200083,10.0,0.5,0,10.0,0.5,0,0.0,0.0,0
200084,10008,地中海,1,复仇,skill_name_200084,闪避时，立即对目标造成100%的物理伤害，并提升闪避几率10%，持续5秒,skill_detail_200084,skill_actor_10008+icon_skill_dzh_4,提升627点攻击强度,提升{0}点攻击强度,skill_LVdetail_200084,0.0,627.0,1,0.0,0.0,0,0.0,0.0,0
200090,10009,傻馒,1,闪电箭,skill_name_200090,向目标射出1支闪电箭，造成80%的闪电法术伤害,skill_detail_200090,skill_actor_10009+icon_skill_sm_0,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200090,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200091,10009,傻馒,1,冰霜震击,skill_name_200091,对敌人造成100%的冰霜法术伤害，并使其移动速度降低40%，持续5秒,skill_detail_200091,skill_actor_10009+icon_skill_sm_1,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200091,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200092,10009,傻馒,1,闪电链,skill_name_200092,释放1个跳跃式闪电链，对首个目标造成90%的闪电法术伤害，跳跃4次后结束，后续目标伤害递减15%,skill_detail_200092,skill_actor_10009+icon_skill_sm_2,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200092,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200093,10009,傻馒,1,闪电图腾,skill_name_200093,召唤1个闪电图腾，持续20秒，对最近的敌人进行闪电法术攻击，图腾继承施法者45%的法术强度,skill_detail_200093,skill_actor_10009+icon_skill_sm_3,图腾提升854点法术强度,图腾提升{0}点法术强度,skill_LVdetail_200093,0.0,854.0,1,0.0,0.0,0,0.0,0.0,0
200094,10009,傻馒,1,电能超载,skill_name_200094,你和你的图腾造成的闪电伤害30%几率获得1层电能，当电能达到5层时，自动释放一次闪电链,skill_detail_200094,skill_actor_10009+icon_skill_sm_4,提升1715点法术强度,闪电链提升{0}点法术强度,skill_LVdetail_200094,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200100,10010,炮姐,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200101,10010,炮姐,1,风暴打击,skill_name_200101,以闪电之力强化武器，对目标造成100%的物理伤害，并附带此次技能40%的闪电伤害,skill_detail_200101,skill_actor_10010+icon_skill_pj_4,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200101,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200102,10010,炮姐,1,熔岩震击,skill_name_200102,以熔岩之力强化武器，攻击目标2次，每次造成80%的物理伤害，并附带单次伤害50%的火焰伤害,skill_detail_200102,skill_actor_10010+icon_skill_pj_2,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200102,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200103,10010,炮姐,1,风怒武器,skill_name_200103,用强风的力量强化武器，每次攻击时有20%几率进行额外2次近战打击，每次打击造成80%的物理伤害，持续20秒,skill_detail_200103,skill_actor_10010+icon_skill_pj_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200103,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200104,10010,炮姐,1,闪电盾,skill_name_200104,召唤3个闪电球保护施法者，每次受到攻击时，消耗1个闪电球，对攻击者造成1次闪电法术伤害，攻击者每次只承受此伤害的40%，持续8秒,skill_detail_200104,skill_actor_10010+icon_skill_pj_3,每个闪电球提升1715点攻击强度，以目标抗性计算,每个闪电球提升{0}点攻击强度，以目标抗性计算,skill_LVdetail_200104,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200120,10012,冬,1,自动射击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200121,10012,冬,1,震荡射击,skill_name_200121,强力射击造成100%的物理伤害，并使目标移动速度降低50%，持续4秒。如果目标处于猎人印记状态下，则有30%几率昏迷4秒,skill_detail_200121,skill_actor_10012+icon_skill_d_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200121,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200122,10012,冬,1,猎人印记,skill_name_200122,标记目标，对该目标造成的伤害提升，持续20秒。被标记状态下，无法消失和潜行,skill_detail_200122,skill_actor_10012+icon_skill_d_2,增加目标受到的伤害188点,增加目标受到的伤害{0}点,skill_LVdetail_200122,0.0,188.0,1,0.0,0.0,0,0.0,0.0,0
200123,10012,冬,1,杀戮命令,skill_name_200123,射击单体目标，忽视目标一定的护甲，且必定命中，提升爆击50%。同时为宠物增加狂暴状态，伤害提升20%，持续10秒,skill_detail_200123,skill_actor_10012+icon_skill_d_3,忽略目标1715点护甲,忽略目标{0}点护甲,skill_LVdetail_200123,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200124,10012,冬,1,雄鹰守护,skill_name_200124,提升友方所有成员和宠物的攻击强度,skill_detail_200124,skill_actor_10012+icon_skill_d_4,提升343点攻击强度,提升{0}点攻击强度,skill_LVdetail_200124,0.0,343.0,1,0.0,0.0,0,0.0,0.0,0
200130,10013,劣人,1,自动射击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200131,10013,劣人,1,投掷陷阱,skill_name_200131,向目标脚下随机投掷一个陷阱。2米范围内若有目标进入陷阱范围，则自动触发陷阱效果\n冰霜陷阱：造成80%的范围冰霜法术伤害，并降低移动速度50%\n献祭陷阱：触发陷阱的敌人造成100%的火焰法术伤害，并在接下来的10秒内累计受到此次技能50%的献祭伤害\n爆炸陷阱：触发陷阱的敌人造成120%的物理伤害，并同时对附近的其他敌人造成此次技能50%的溅射伤害,skill_detail_200131,skill_actor_10013+icon_skill_lr_1,冰霜陷阱：提升1715点攻击强度，以目标抗性计算\n献祭陷阱：提升1715点攻击强度，以目标抗性计算\n爆炸陷阱：提升1715点攻击强度,冰霜陷阱：提升{0}点攻击强度，以目标抗性计算\n献祭陷阱：提升{1}点攻击强度，以目标抗性计算\n爆炸陷阱：提升{2}点攻击强度,skill_LVdetail_200131,0.0,1715.0,1,0.0,1715.0,1,0.0,1715.0,1
200132,10013,劣人,1,毒蛇钉刺,skill_name_200132,钉刺敌人，在接下来的10秒内，使敌人每2秒受到1次钉刺伤害，每次钉刺造成32%的自然法术伤害,skill_detail_200132,skill_actor_10013+icon_skill_lr_2,提升1715点攻击强度，以目标抗性计算,提升{0}点攻击强度，以目标抗性计算,skill_LVdetail_200132,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200133,10013,劣人,1,多重射击,skill_name_200133,射出5支箭，随机攻击目标，每支箭造成64%的物理伤害,skill_detail_200133,skill_actor_10013+icon_skill_lr_3,每支箭提升1715点攻击强度,每支箭提升{0}点攻击强度,skill_LVdetail_200133,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200134,10013,劣人,1,假死,skill_name_200134,倒地假死，清除所有负面效果，3秒后自动站起,skill_detail_200134,skill_actor_10013+icon_skill_lr_4,提升假死成功率,提升假死成功率,skill_LVdetail_200134,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200140,10014,方砖,1,寒冰箭,skill_name_200140,向目标射出1支寒冰箭，造成80%的冰霜法术伤害,skill_detail_200140,skill_actor_10014+icon_skill_fz_0,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200140,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200141,10014,方砖,1,冰锥术,skill_name_200141,对施法者面前锥形5米范围内所有敌人造成100%的冰霜法术伤害，并使其减速40%，持续5秒,skill_detail_200141,skill_actor_10014+icon_skill_fz_1,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200141,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200142,10014,方砖,1,暴风雪,skill_name_200142,6秒内全屏范围持续召唤6波暴风雪，每个敌人每波受到40%的冰霜法术伤害，降低所有敌人移动速度50%，持续5秒,skill_detail_200142,skill_actor_10014+icon_skill_fz_2,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200142,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200143,10014,方砖,1,冰甲术,skill_name_200143,提高施法者的护甲，受到近战攻击后，使攻击者移动速度降低30%，持续5秒。使你造成的所有冰霜法术有5%的几率令被减速的目标冻结，持续2秒,skill_detail_200143,skill_actor_10014+icon_skill_fz_3,提升515点护甲,提升{0}点护甲,skill_LVdetail_200143,0.0,515.0,1,0.0,0.0,0,0.0,0.0,0
200144,10014,方砖,1,寒冰屏障,skill_name_200144,被寒冰屏障包围，解除所有异常状态，5秒内无法被任何攻击伤害，同时这段时间也无法攻击和移动，解除后立即召唤暴风雪，生命值低于30%时触发，每次战斗触发1次,skill_detail_200144,skill_actor_10014+icon_skill_fz_4,提升1715点法术强度,暴风雪提升{0}点法术强度,skill_LVdetail_200144,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200145,10017,方砖,1,传送门（开场剧情）,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200150,10015,五火教主,1,火球术,skill_name_200150,发射1枚火球攻击目标，造成80%的火焰法术伤害,skill_detail_200150,skill_actor_10015+icon_skill_whjz_0,提升1715点攻击强度,提升{0}点法术强度,skill_LVdetail_200150,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200151,10015,五火教主,1,炎爆术,skill_name_200151,释放1枚大火球攻击目标，造成140%的火焰法术伤害,skill_detail_200151,skill_actor_10015+icon_skill_whjz_1,提升1715点攻击强度,提升{0}点法术强度,skill_LVdetail_200151,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200152,10015,五火教主,1,烈焰风暴,skill_name_200152,召唤火柱，对目标区域造成90%的火焰法术伤害，并在接下来的8秒内累计造成此次技能28%的额外火焰伤害,skill_detail_200152,skill_actor_10015+icon_skill_whjz_2,提升1715点攻击强度,提升{0}点法术强度,skill_LVdetail_200152,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200153,10015,五火教主,1,龙息术,skill_name_200153,对施法者面前锥形5米范围内所有敌人造成80%的火焰法术伤害，并使其迷惑，持续3秒,skill_detail_200153,skill_actor_10015+icon_skill_whjz_3,提升1715点攻击强度,提升{0}点法术强度,skill_LVdetail_200153,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200154,10015,五火教主,1,点燃,skill_name_200154,你造成的所有火焰伤害，爆击后点燃目标，令其在3秒内燃烧3次，每次燃烧造成27%的火焰法术伤害,skill_detail_200154,skill_actor_10015+icon_skill_whjz_4,提升1715点攻击强度,提升{0}点法术强度,skill_LVdetail_200154,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200155,10015,五火教主,1,灼烧（开场剧情）,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200160,10016,羞花,1,寒冰箭,skill_name_200160,向目标射出1支寒冰箭，造成80%的冰霜法术伤害,skill_detail_200160,skill_actor_10016+icon_skill_xh_0,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200160,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200161,10016,羞花,1,冰枪术,skill_name_200161,向目标射出1支冰枪，造成80%的冰霜法术伤害，若目标被冻结，则造成2倍伤害,skill_detail_200161,skill_actor_10016+icon_skill_xh_1,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200161,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200162,10016,羞花,1,冰环,skill_name_200162,对施法者周围5米范围内所有敌人造成80%的冰霜法术伤害，并使其冰冻在原地2秒,skill_detail_200162,skill_actor_10016+icon_skill_xh_2,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200162,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200163,10016,羞花,1,碎冰,skill_name_200163,使你的所有法术在击中被冰冻的人时大幅提升暴击率,skill_detail_200163,skill_actor_10016+icon_skill_xh_3,爆击率提高50%,爆击率提高{0}%,skill_LVdetail_200163,20.0,0.5,0,0.0,0.0,0,0.0,0.0,0
200164,10016,羞花,1,水元素,skill_name_200164,召唤水元素为你作战，持续20秒，对最近的敌人进行冰霜法术攻击，水元素继承施法者45%的法术强度,skill_detail_200164,skill_actor_10016+icon_skill_xh_4,水元素提升854点法术强度,水元素提升{0}点法术强度,skill_LVdetail_200164,0.0,854.0,1,0.0,0.0,0,0.0,0.0,0
200170,10017,法丝,1,奥术飞弹,skill_name_200170,3秒内向目标射出5枚奥术飞弹，每一枚对目标造成36%的奥术伤害,skill_detail_200170,skill_actor_10017+icon_skill_fs_0,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200170,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200171,10017,法丝,1,奥爆术,skill_name_200171,制造1次以施法者为中心的魔法爆炸，对自身范围5米内的所有目标造成120%的奥术伤害,skill_detail_200171,skill_actor_10017+icon_skill_fs_1,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200171,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200172,10017,法丝,1,变羊术,skill_name_200172,将距离最远的目标变成羊驼，持续10秒,skill_detail_200172,skill_actor_10017+icon_skill_fs_2,提升变羊成功率,提升变羊成功率,skill_LVdetail_200172,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200173,10017,法丝,1,法术反制,skill_name_200173,打断敌方正在释放的法术，并沉默3秒，这个法术有15秒内只能触发1次,skill_detail_200173,skill_actor_10017+icon_skill_fs_3,提升沉默命中率,提升沉默命中率,skill_LVdetail_200173,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200174,10017,法丝,1,奥术智慧,skill_name_200174,提升友方所有成员和宠物的法术强度,skill_detail_200174,skill_actor_10017+icon_skill_fs_4,提升343点法术强度,提升{0}点法术强度,skill_LVdetail_200174,0.0,343.0,1,0.0,0.0,0,0.0,0.0,0
200175,10017,法丝,1,传送门（开场剧情）,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200180,10018,女德,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200181,10018,女德,1,扫击,skill_name_200181,对目标造成140%的物理伤害，奖励1个连击点数,skill_detail_200181,skill_actor_10018+icon_skill_nd_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200181,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200182,10018,女德,1,撕扯,skill_name_200182,撕扯目标，造成120%的物理伤害，并附带流血效果，10秒内造成5次流血伤害，每次流血造成20%的物理伤害。女德在攻击处于流血状态的目标时，40%的几率额外获得1个连击点数。奖励1个连击点数,skill_detail_200182,skill_actor_10018+icon_skill_nd_2,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200182,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200183,10018,女德,1,撕咬,skill_name_200183,终结技，5个连击点数时自动触发，消耗所有连击点数，造成180%的物理伤害,skill_detail_200183,skill_actor_10018+icon_skill_nd_3,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200183,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200184,10018,女德,1,扑击,skill_name_200184,对目标造成120%的物理伤害，并使目标晕眩3秒，奖励1个连击点数,skill_detail_200184,skill_actor_10018+icon_skill_nd_4,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200184,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200190,10019,神棍德,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200191,10019,神棍德,1,裂伤,skill_name_200191,挥扫目标，造成100%的物理伤害，并附带流血效果，6秒内造成3次流血伤害，每次流血造成33%的物理伤害,skill_detail_200191,skill_actor_10019+icon_skill_sgd_1,提升627点攻击强度,提升{0}点攻击强度,skill_LVdetail_200191,0.0,627.0,1,0.0,0.0,0,0.0,0.0,0
200192,10019,神棍德,1,重殴,skill_name_200192,对目标进行1次重击，造成80%的物理伤害，并使目标晕眩3秒,skill_detail_200192,skill_actor_10019+icon_skill_sgd_2,提升627点攻击强度,提升{0}点攻击强度,skill_LVdetail_200192,0.0,627.0,1,0.0,0.0,0,0.0,0.0,0
