id,suit_name,common,part_count_0,part_attr_0,part_value_0,part_0,part_count_1,part_attr_1,part_value_1,part_1,part_count_2,part_attr_2,part_value_2,part_2,part_count_3,part_attr_3,part_value_3,part_3
171,suit_name_171,大小姐T0套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
172,suit_name_172,大小姐T0.5套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
173,suit_name_173,大小姐T1套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
174,suit_name_174,大小姐T2套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
175,suit_name_175,大小姐T2.5套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
176,suit_name_176,大小姐T3套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
177,suit_name_177,大小姐默认20级装备,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
181,suit_name_181,呆贼T0套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
182,suit_name_182,呆贼T0.5套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
183,suit_name_183,呆贼T1套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
184,suit_name_184,呆贼T2套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
185,suit_name_185,呆贼T2.5套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
186,suit_name_186,呆贼T3套,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
187,suit_name_187,呆贼默认20级装备,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
188,suit_name_188,女德T3套装,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
189,suit_name_189,女德T2套装,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
501,suit_name_501,野蛮角斗士（5件套未指定职业）,2,physical_armor,82,(2)套装：护甲+82,3,magic_armor,82,(3)套装：抗性+82,4,physical_attack,122,(4)套装：攻强+122,5,critical,34,(5)套装：爆击+34
502,suit_name_502,雷德（2件套未指定职业）,2,physical_attack,143,(2)套装：攻强+143,-1,"",0,"",-1,"",0,"",-1,"",0,""
503,suit_name_503,蜘蛛之吻（2件套未指定职业）,2,skill,220011,(2)套装：击中时，5%几率降低目标192护甲，持续10秒,-1,"",0,"",-1,"",0,"",-1,"",0,""
504,suit_name_504,邮差（5件套未指定职业）,2,physical_armor,95,(2)套装：护甲+95,3,magic_armor,95,(3)套装：抗性+95,4,skill,220016,(4)套装：造成治疗效果+60,5,spirit,39,(5)套装：精神+39
505,suit_name_505,苍白（5件套未指定职业）,2,physical_armor,95,(2)套装：护甲+95,3,physical_attack,143,(3)套装：攻强+143,4,magic_armor,95,(4)套装：抗性+95,5,accurate,39,(5)套装：命中+39
506,suit_name_506,骨堆（5件套未指定职业）,2,physical_armor,95,(2)套装：护甲+95,3,intelligence,39,(3)套装：智力+39,4,magic_armor,95,(4)套装：抗性+95,5,skill,220017,(5)套装：造成魔法伤害+60
507,suit_name_507,血链（5件套未指定职业）,2,physical_armor,95,(2)套装：护甲+95,3,physical_attack,143,(3)套装：攻强+143,4,magic_armor,95,(4)套装：抗性+95,5,critical,39,(5)套装：爆击+39
508,suit_name_508,亡骨（5件套未指定职业）,2,physical_armor,95,(2)套装：护甲+95,3,physical_strength,39,(3)套装：力量+39,4,magic_armor,95,(4)套装：抗性+95,5,toughness,39,(5)套装：韧性+39
509,suit_name_509,火山（3件套未指定职业）,3,skill,220012,(3)套装：击中时，10%几率造成102点火焰伤害,-1,"",0,"",-1,"",0,"",-1,"",0,""
510,suit_name_510,雷暴（2件套未指定职业）,2,skill,220013,(2)套装：击中时，10%几率造成102点自然伤害,-1,"",0,"",-1,"",0,"",-1,"",0,""
511,suit_name_511,魔暴龙（2件套未指定职业）,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
512,suit_name_512,铁羽（2件套未指定职业）,2,skill,220018,(2)套装：造成治疗效果+43,-1,"",0,"",-1,"",0,"",-1,"",0,""
513,suit_name_513,黑暗迪菲亚（3件套未指定职业）,2,physical_armor,14,(2)套装：护甲+14,3,physical_attack,22,(3)套装：攻强+22,-1,"",0,"",-1,"",0,""
514,suit_name_514,尖牙（4件套未指定职业）,2,skill,220019,(2)套装：造成魔法伤害+9,3,magic_attack,22,(3)套装：法强+22,4,magic_attack,22,(4)套装：法强+22,-1,"",0,""
515,suit_name_515,血色十字军（4件套未指定职业）,2,physical_armor,29,(2)套装：护甲+29,3,magic_armor,29,(3)套装：抗性+29,4,accurate,12,(4)套装：命中+12,-1,"",0,""
516,suit_name_516,博学者（8件套法师套装）,2,physical_armor,95,(2)套装：护甲+95,4,magic_attack,143,(4)套装：法强+143,6,skill,227011,(6)套装：攻击时，有5%概率令目标冻结原地，持续2秒,8,magic_armor,95,(8)套装：抗性+95
517,suit_name_517,虔诚智力（8件套牧师套装）,2,physical_armor,95,(2)套装：护甲+95,4,magic_attack,143,(4)套装：法强+143,6,skill,229011,(6)套装：攻击时，有20%概率增加自身爆击78点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
518,suit_name_518,虔诚精神（8件套牧师套装）,2,physical_armor,95,(2)套装：护甲+95,4,magic_attack,143,(4)套装：法强+143,6,skill,229012,(6)套装：释放技能时，有20%概率为己方目标增加一个防护盾，吸收240点伤害，护盾持续4秒,8,magic_armor,95,(8)套装：抗性+95
519,suit_name_519,鬼雾（8件套术士套装）,2,physical_armor,95,(2)套装：护甲+95,4,magic_attack,143,(4)套装：法强+143,6,skill,228011,(6)套装：攻击时，有5%概率令目标因恐惧而逃跑，持续2秒,8,magic_armor,95,(8)套装：抗性+95
520,suit_name_520,迅影（8件套盗贼套装）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,226011,(6)套装：攻击时，有20%概率使目标中毒，每秒损失60点生命，持续4秒,8,magic_armor,95,(8)套装：抗性+95
521,suit_name_521,野性之心敏捷攻击（8件套未指定职业）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,225011,(6)套装：攻击时，有20%概率降低目标闪避78点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
522,suit_name_522,野性之心敏捷生命（8件套未指定职业）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,225012,(6)套装：受到攻击时，有10%概率为自己回复240点生命值,8,magic_armor,95,(8)套装：抗性+95
523,suit_name_523,野性之心精神攻击（8件套未指定职业）,2,physical_armor,95,(2)套装：护甲+95,4,magic_attack,143,(4)套装：法强+143,6,skill,225013,(6)套装：释放技能时，有20%概率为己方目标目标回复240点生命值,8,magic_armor,95,(8)套装：抗性+95
524,suit_name_524,野兽追猎者（8件套萨满套装）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,224011,(6)套装：攻击时，有20%概率使自己的攻强提高286点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
525,suit_name_525,元素智力（8件套萨满套装）,2,physical_armor,95,(2)套装：护甲+95,4,magic_attack,143,(4)套装：法强+143,6,skill,223011,(6)套装：攻击时，有20%概率降低目标抗性190点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
526,suit_name_526,元素敏捷（8件套萨满套装）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,223012,(6)套装：攻击时，有5%概率令目标晕眩，持续2秒,8,magic_armor,95,(8)套装：抗性+95
527,suit_name_527,光铸力量生命（8件套圣骑套装）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,222011,(6)套装：受到攻击时，有10%概率增加自身抗性190点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
528,suit_name_528,光铸力量攻击（8件套圣骑套装）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,222012,(6)套装：攻击时，有20%概率降低目标韧性78点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
529,suit_name_529,光铸精神攻击（8件套圣骑套装）,2,physical_armor,95,(2)套装：护甲+95,4,magic_attack,143,(4)套装：法强+143,6,skill,222013,(6)套装：释放技能时，有20%概率使自己的法强提高286点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
530,suit_name_530,勇气生命（8件套战士套装）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,221011,(6)套装：受到攻击时，有10%概率增加自身护甲190点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
531,suit_name_531,勇气攻击（8件套战士套装）,2,physical_armor,95,(2)套装：护甲+95,4,physical_attack,143,(4)套装：攻强+143,6,skill,221012,(6)套装：攻击时，有20%概率降低目标护甲190点，持续4秒,8,magic_armor,95,(8)套装：抗性+95
532,suit_name_532,天神碎片（2件套未指定职业）,-1,"",0,"",-1,"",0,"",-1,"",0,"",-1,"",0,""
533,suit_name_533,艾斯卡达尔（4件套未指定职业）,2,critical,45,(2)套装：爆击+45,4,skill,220014,(4)套装：爆击后，10%概率召唤艾斯卡达尔为你作战，持续30秒,-1,"",0,"",-1,"",0,""
534,suit_name_534,君王板甲（5件套未指定职业）,2,physical_armor,82,(2)套装：护甲+82,4,physical_attack,122,(4)套装：攻强+122,5,endurance,34,(4)套装：耐力+34,-1,"",0,""
535,suit_name_535,血藤（2件套未指定职业）,2,critical,45,(2)套装：爆击+45,-1,"",0,"",-1,"",0,"",-1,"",0,""
536,suit_name_536,原始蝙蝠皮（2件套未指定职业）,2,accurate,45,(2)套装：命中+45,-1,"",0,"",-1,"",0,"",-1,"",0,""
537,suit_name_537,血虎（2件套未指定职业）,2,critical,45,(2)套装：爆击+45,-1,"",0,"",-1,"",0,"",-1,"",0,""
538,suit_name_538,血魂（2件套未指定职业）,2,critical,45,(2)套装：爆击+45,-1,"",0,"",-1,"",0,"",-1,"",0,""
539,suit_name_539,黑暗之魂（2件套未指定职业）,2,accurate,45,(2)套装：命中+45,-1,"",0,"",-1,"",0,"",-1,"",0,""
540,suit_name_540,哈卡莱（2件套未指定职业）,2,physical_attack,164,(2)套装：攻强+164,-1,"",0,"",-1,"",0,"",-1,"",0,""
541,suit_name_541,赞吉尔（2件套未指定职业）,2,accurate,45,(2)套装：命中+45,-1,"",0,"",-1,"",0,"",-1,"",0,""
542,suit_name_542,督军（2件套未指定职业）,2,dodge,45,(2)套装：闪避+45,-1,"",0,"",-1,"",0,"",-1,"",0,""
543,suit_name_543,始祖（2件套未指定职业）,2,skill,220020,(2)套装：造成治疗效果+69,-1,"",0,"",-1,"",0,"",-1,"",0,""
544,suit_name_544,原始祝福（2件套未指定职业）,2,skill,220015,(2)套装：攻击5%概率获得远古神灵的祝福，攻强+328，持续10秒,-1,"",0,"",-1,"",0,"",-1,"",0,""
545,suit_name_545,巨魔族长（2件套未指定职业）,2,physical_attack,164,(2)套装：攻强+164,-1,"",0,"",-1,"",0,"",-1,"",0,""
546,suit_name_546,黑色龙鳞（3件套未指定职业）,2,accurate,39,(2)套装：命中+39,3,critical,39,(3)套装：爆击+39,-1,"",0,"",-1,"",0,""
547,suit_name_547,蓝龙鳞片（2件套未指定职业）,2,skill,220021,(2)套装：造成魔法伤害+51,-1,"",0,"",-1,"",0,"",-1,"",0,""
548,suit_name_548,暮光信徒（3件套未指定职业）,2,magic_attack,143,(2)套装：法强+143,-1,"",0,"",-1,"",0,"",-1,"",0,""
549,suit_name_549,亡灵毁灭（2件套未指定职业）,2,skill,220022,(2)套装：造成的伤害+60,-1,"",0,"",-1,"",0,"",-1,"",0,""
550,suit_name_550,亡灵屠戮者的护甲（2件套未指定职业）,2,skill,220023,(2)套装：造成的伤害+60,-1,"",0,"",-1,"",0,"",-1,"",0,""
551,suit_name_551,亡灵屠戮者的装备（2件套未指定职业）,2,skill,220024,(2)套装：造成的伤害+60,-1,"",0,"",-1,"",0,"",-1,"",0,""
552,suit_name_552,亡灵净化（2件套未指定职业）,2,skill,220025,(2)套装：造成的伤害+60,-1,"",0,"",-1,"",0,"",-1,"",0,""
553,suit_name_553,英勇防御（8件套战士套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,221021,(4)套装：受到攻击时，有10%概率增加自身护甲220点，持续4秒,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
554,suit_name_554,英勇攻击（8件套战士套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,221022,(4)套装：攻击时，有20%概率降低目标护甲220点，持续4秒,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
555,suit_name_555,力量防御（8件套战士套装）,3,skill,221031,(3)套装：受到攻击时，闪避几率额外增加2%,5,skill,221032,(5)套装：成功闪避时，有40%的概率闪避下一次攻击，这个效果5秒内最多触发1次,8,skill,221033,(8)套装：受到攻击时，若你的生命值百分比低于目标，则降低自身受到的伤害4%,-1,"",0,""
556,suit_name_556,力量攻击（8件套战士套装）,3,skill,221034,(3)套装：攻击时，爆击几率额外增加2%,5,skill,221035,(5)套装：攻击时，有20%的几率增加自身358点攻强，持续4秒,8,skill,221036,(8)套装：使你的攻击有20%几率消耗自身1%的生命，这时，当次攻击额外造成目标最大生命值2%的伤害，最多不超过1200，当你的生命值低于20%时，不会触发这个效果,-1,"",0,""
557,suit_name_557,愤怒防御（8件套战士套装）,3,skill,221041,(3)套装：受到攻击时，闪避几率额外增加3%,5,skill,221042,(5)套装：成功闪避时，有60%的概率闪避下一次攻击，这个效果5秒内最多触发1次,8,skill,221043,(8)套装：受到攻击时，若你的生命值百分比低于目标，则降低自身受到的伤害6%,-1,"",0,""
558,suit_name_558,愤怒攻击（8件套战士套装）,3,skill,221044,(3)套装：攻击时，爆击几率额外增加3%,5,skill,221045,(5)套装：攻击时，有20%的几率使全队成员增加358点攻强，持续4秒,8,skill,221046,(8)套装：使你的攻击有20%几率消耗自身1%的生命，这时，当次攻击额外造成目标最大生命值3%的伤害，最多不超过1800，当你的生命值低于20%时，不会触发这个效果,-1,"",0,""
559,suit_name_559,征服者防御（5件套战士套装）,3,skill,221051,(3)套装：使你受到的伤害降低3%,5,skill,221052,(5)套装：使你的普通攻击有20%概率为目标添加致死效果，目标受到的治疗效果降低25%，持续4秒,-1,"",0,"",-1,"",0,""
560,suit_name_560,征服者攻击（5件套战士套装）,3,skill,221053,(3)套装：使你造成的伤害提高3%,5,skill,221054,(5)套装：使你的普通攻击有20%概率造成近战范围群体伤害,-1,"",0,"",-1,"",0,""
561,suit_name_561,无畏防御（9件套战士套装）,2,skill,221061,(2)套装：使你受到的伤害降低4%,4,endurance,69,(4)套装：耐力+69,6,skill,221062,(6)套装：受到物理攻击时有20%的概率进行反弹，反弹伤害为受到伤害的50%,8,skill,221063,(8)套装：套装反弹概率提升至30%，并由敌方生命最低的单位承受此次反弹伤害
562,suit_name_562,无畏攻击（9件套战士套装）,2,skill,221064,(2)套装：使你造成的伤害提高4%,4,physical_strength,69,(4)套装：力量+69,6,skill,221065,(6)套装：攻击时，若此次攻击未被闪避，则添加一层命中buff，命中临时提升27点，持续8秒，最多叠加5层,8,skill,221066,(8)套装：你的攻击每次命中同时会给目标添加一层buff，降低目标27点闪避值，持续8秒，最多叠加5层
563,suit_name_563,辩护者重甲防御（5件套战士套装）,2,hp,881,(2)套装：+881生命值,3,skill,221071,(3)套装：使你对晕眩的抵抗能力提升10%,5,skill,221072,(5)套装：使你受到的爆击伤害降低10%,-1,"",0,""
564,suit_name_564,辩护者重甲攻击（5件套战士套装）,2,physical_attack,176,(2)套装：+176攻击强度,3,skill,221073,(3)套装：使你对晕眩的抵抗能力提升10%,5,skill,221074,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
565,suit_name_565,坚定的力量防御（3件套战士套装）,2,endurance,49,(2)套装：耐力+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
566,suit_name_566,坚定的力量攻击（3件套战士套装）,2,physical_strength,49,(2)套装：力量+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
567,suit_name_567,魂铸力量防御（8件套圣骑套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,222021,(4)套装：受到攻击时，有10%概率增加自身抗性220点，持续4秒,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
568,suit_name_568,魂铸力量攻击（8件套圣骑套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,222022,(4)套装：攻击时，有20%概率降低目标韧性90点，持续4秒,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
569,suit_name_569,魂铸精神攻击（8件套圣骑套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,222023,(4)套装：释放技能时，有20%概率使自己的法强提高328点，持续4秒,6,magic_attack,164,(6)套装：法强+164,8,physical_armor,110,(8)套装：护甲+110
570,suit_name_570,秩序之源力量防御（8件套圣骑套装）,3,skill,222031,(3)套装：攻击时，命中几率额外增加2%,5,skill,222032,(5)套装：若你的攻击未命中目标，则有40%的几率将该次伤害转化为治疗，作用于自身，这个效果5秒内最多触发1次,8,skill,222033,(8)套装：若你的生命低于20%，则受到的伤害降低20%,-1,"",0,""
571,suit_name_571,秩序之源力量攻击（8件套圣骑套装）,3,skill,222034,(3)套装：攻击时，爆击几率额外增加2%,5,skill,222035,(5)套装：使你有20%的几率在攻击时，造成的伤害提高20%,8,skill,222036,(8)套装：生命值低于20%时，你造成的伤害会额外回复自身生命，回复值为该次伤害的20%,-1,"",0,""
572,suit_name_572,秩序之源精神攻击（8件套圣骑套装）,3,skill,222037,(3)套装：释放法术时，爆击几率额外增加2%,5,skill,222038,(5)套装：使你有20%的几率在释放法术时，造成的治疗效果提高20%,8,skill,222039,(8)套装：你的治疗法术会使生命值低于20%的目标附加圣光守护状态，受到的伤害降低20%，生命值高于20%时，取消圣光守护,-1,"",0,""
573,suit_name_573,审判力量防御（8件套圣骑套装）,3,skill,222041,(3)套装：攻击时，命中几率额外增加3%,5,skill,222042,(5)套装：若你的攻击未命中目标，则有60%的几率将该次伤害转化为治疗，作用于自身，这个效果5秒内最多触发1次,8,skill,222043,(8)套装：若你的生命低于30%，则受到的伤害降低20%,-1,"",0,""
574,suit_name_574,审判力量攻击（8件套圣骑套装）,3,skill,222044,(3)套装：攻击时，爆击几率额外增加3%,5,skill,222045,(5)套装：使你有20%的几率在攻击时，额外造成目标最大生命值2%的伤害，最多不超过1200,8,skill,222046,(8)套装：生命值低于30%时，你造成的伤害会额外回复自身生命，回复值为该次伤害的20%,-1,"",0,""
575,suit_name_575,审判精神攻击（8件套圣骑套装）,3,skill,222047,(3)套装：释放法术时，爆击几率额外增加3%,5,skill,222048,(5)套装：使你有20%的几率在释放法术时，额外回复目标2%的生命，最多不超过1200点,8,skill,222049,(8)套装：你的治疗法术会使生命值低于30%的目标附加圣光守护状态，受到的伤害降低20%，生命值高于30%时，取消圣光守护,-1,"",0,""
576,suit_name_576,复仇者力量防御（5件套圣骑套装）,3,skill,222051,(3)套装：使你受到的伤害降低3%,5,skill,222052,(5)套装：使你的普通攻击有10%的几率随机驱除目标一个增益buff,-1,"",0,"",-1,"",0,""
577,suit_name_577,复仇者力量攻击（5件套圣骑套装）,3,skill,222053,(3)套装：使你造成的伤害提高3%,5,skill,222054,(5)套装：使你的普通攻击有20%概率忽视目标50%的护甲值,-1,"",0,"",-1,"",0,""
578,suit_name_578,复仇者精神攻击（5件套圣骑套装）,3,skill,222055,(3)套装：使你造成的魔法伤害和治疗效果提高3%,5,skill,222056,(5)套装：在你的圣光闪现治疗目标后，有10%的几率随机解除目标一个负面效果,-1,"",0,"",-1,"",0,""
579,suit_name_579,救赎力量防御（9件套圣骑套装）,2,skill,222061,(2)套装：使你受到的伤害降低4%,4,endurance,69,(4)套装：耐力+69,6,skill,222062,(6)套装：受到法术攻击时有20%的概率进行反弹，反弹伤害为受到伤害的50%,8,skill,222063,(8)套装：套装反弹概率提升至30%，并由敌方生命最低的单位承受此次反弹伤害
580,suit_name_580,救赎力量攻击（9件套圣骑套装）,2,skill,222064,(2)套装：使你造成的伤害提高4%,4,physical_strength,69,(4)套装：力量+69,6,skill,222065,(6)套装：攻击时，有20%的概率为目标附加灵魂连接状态，接下来5秒内，转移50%自身受到伤害到目标身上，同一时间只能存在一个灵魂连接,8,skill,222066,(8)套装：套装触发几率提升至30%，转移伤害提升20%
581,suit_name_581,救赎精神攻击（9件套圣骑套装）,2,skill,222067,(2)套装：使你造成的魔法伤害和治疗效果提高4%,4,spirit,69,(4)套装：精神+69,6,skill,222068,(6)套装：使你的治疗法术有20%的几率对额外的一个友方单位造成50%连锁治疗效果,8,skill,222069,(8)套装：套装触发几率提升至30%，连接的治疗效果优先选择生命值最低的单位
582,suit_name_582,思考者护甲力量防御（5件套圣骑套装）,2,hp,881,(2)套装：+881生命值,3,skill,222071,(3)套装：使你对恐惧的抵抗能力提升10%,5,skill,222072,(5)套装：使你受到的爆击伤害降低10%,-1,"",0,""
583,suit_name_583,思考者护甲力量攻击（5件套圣骑套装）,2,physical_attack,176,(2)套装：+176攻击强度,3,skill,222073,(3)套装：使你对恐惧的抵抗能力提升10%,5,skill,222074,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
584,suit_name_584,思考者护甲精神攻击（5件套圣骑套装）,2,magic_attack,176,(2)套装：+176法术强度,3,skill,222075,(3)套装：使你对恐惧的抵抗能力提升10%,5,skill,222076,(5)套装：使你造成的治疗爆击效果提升10%,-1,"",0,""
