id,token_type,draw_group,group_common,switch_open,item_id,item_count,item_weight,in_level,out_level,show_preview
431,-1,5,"",1,20231053,1,35,1,99,0
432,-1,5,"",1,20231054,1,35,1,99,0
433,-1,5,"",1,20121001,1,400,1,99,0
434,-1,5,"",1,20121002,1,100,1,99,0
435,-1,5,"",1,30101001,1,100,1,99,0
436,-1,5,"",1,30101002,1,30,1,99,0
437,-1,5,"",1,30101003,1,10,1,99,0
438,-1,5,"",1,30102001,1,100,1,99,0
439,-1,5,"",1,30102002,1,30,1,99,0
440,-1,5,"",1,30102003,1,10,1,99,0
441,-1,5,"",1,30103001,1,100,1,99,0
442,-1,5,"",1,30103002,1,30,1,99,0
443,-1,5,"",1,30103003,1,10,1,99,0
444,-1,5,"",1,30104001,1,100,1,99,0
445,-1,5,"",1,30104002,1,30,1,99,0
446,-1,5,"",1,30104003,1,10,1,99,0
447,-1,5,"",1,30105001,1,100,1,99,0
448,-1,5,"",1,30105002,1,30,1,99,0
449,-1,5,"",1,30105003,1,10,1,99,0
450,-1,5,"",1,30106001,1,100,1,99,0
451,-1,5,"",1,30106002,1,30,1,99,0
452,-1,5,"",1,30106003,1,10,1,99,0
453,-1,5,"",1,30107001,1,100,1,99,0
454,-1,5,"",1,30107002,1,30,1,99,0
455,-1,5,"",1,30107003,1,10,1,99,0
456,-1,5,"",1,30108001,1,100,1,99,0
457,-1,5,"",1,30108002,1,30,1,99,0
458,-1,5,"",1,30108003,1,10,1,99,0
459,-1,5,"",1,30109001,1,100,1,99,0
460,-1,5,"",1,30109002,1,30,1,99,0
461,-1,5,"",1,30109003,1,10,1,99,0
462,-1,5,"",1,20236018,1,200,1,99,0
463,-1,5,"",1,20236019,1,100,1,99,0
464,-1,5,"",1,20236020,1,100,1,99,0
465,-1,5,"",1,20233003,1,400,1,99,0
466,-1,5,"",1,20233004,1,100,1,99,0
467,-1,6,"",1,28810002,1,2000,1,99,0
468,-1,6,"",1,28810020,1,2000,1,99,0
469,-1,6,"",1,28810004,1,2000,1,99,0
470,-1,6,"",1,28810011,1,0,1,99,0
471,-1,6,"",1,28810018,1,2000,1,99,0
472,-1,6,"",1,28810027,1,2000,1,99,0
473,-1,7,"",1,20121002,1,1500,1,99,0
474,-1,7,"",1,20121003,1,1500,1,99,0
475,-1,7,"",1,20233004,1,1500,1,99,0
476,-1,7,"",1,20233005,1,1500,1,99,0
477,-1,7,"",1,20121002,2,1000,1,99,0
478,-1,7,"",1,20121003,2,1000,1,99,0
479,-1,7,"",1,20233004,2,1000,1,99,0
480,-1,7,"",1,20233005,2,1000,1,99,0
481,-1,7,"",1,28810013,1,5,1,99,0
482,-1,7,"",1,28810015,1,5,1,99,0
483,-1,7,"",1,20234013,4,25,1,99,0
484,-1,7,"",1,20234015,4,25,1,99,0
485,-1,7,"",1,28810020,1,2,1,99,0
486,-1,7,"",1,20234020,4,20,1,99,0
487,-1,7,"",1,28810011,1,1,1,99,0
488,-1,7,"",1,20234011,4,10,1,99,0
489,-1,7,"",1,20233001,4,10,1,99,0
490,-1,8,"",1,28810013,1,600,1,99,0
491,-1,8,"",1,28810015,1,600,1,99,0
492,-1,8,"",1,20234013,4,3000,1,99,0
493,-1,8,"",1,20234015,4,3000,1,99,0
494,-1,8,"",1,28810020,1,100,1,99,0
495,-1,8,"",1,20234020,4,1000,1,99,0
496,-1,8,"",1,28810011,1,50,1,99,0
497,-1,8,"",1,20234011,4,500,1,99,0
498,-1,8,"",1,20233001,4,1200,1,99,0
499,-1,9,"",1,28810011,1,10000,1,99,0

