id,scene_id,position.x,position.y,position.z,angle,battle_scene,group_index
1001000114,10,138080,94729,101979,0,10,2
1001000115,10,142960,94449,106559,221.9285,10,2
1001000116,10,146610,94449,107550,197.5094,10,2
1001000117,10,152190,94449,103279,274.4064,10,2
1001000118,10,137279,94449,105949,144.9839,10,2
1001000119,10,155149,94619,106139,230.7945,10,2
1001000120,10,144729,94559,106419,135.8144,10,2
1001000121,10,164880,94630,128089,178.9621,10,3
1001000122,10,164720,94520,122839,274.29,10,3
1001000123,10,162130,94520,114959,270.0853,10,3
1001000124,10,156740,94520,121470,102.3809,10,3
1001000125,10,163559,94520,119470,280.9493,10,3
1001000126,10,158820,94520,126319,98.84389,10,3
1001000127,10,157789,94520,124239,80.0218,10,3
1001000128,10,155229,94520,119059,94.7371,10,3
1001000129,10,162919,94520,117520,310.7478,10,3
1001000130,10,162500,94520,126919,186.6833,10,3
1001000131,10,164210,93369,147669,207.4161,10,4
1001000132,10,165360,92910,143459,232.2577,10,4
1001000133,10,166020,93199,146630,220.3007,10,4
1001000134,10,158460,93330,146139,203.2604,10,4
1001000135,10,151979,93040,146949,77.71064,10,4
1001000136,10,155779,93190,143470,0,10,4
1001000137,10,163149,93199,142540,202.1608,10,4
1001000138,10,160270,93290,146970,150.6532,10,4
1001000139,10,155809,93290,146860,111.9605,10,4
1001000140,10,151610,93250,143209,0,10,4
1001000141,10,121790,95919,150919,173.6521,10,5
1001000142,10,123540,95880,139910,0,10,5
1001000143,10,124729,95940,150220,154.7883,10,5
1001000144,10,125809,95809,140389,316.8759,10,5
1001000145,10,116900,95930,143139,88.21798,10,5
1001000146,10,126720,95839,148750,185.028,10,5
1001000147,10,119250,95800,140980,0,10,5
1001000148,10,127500,95750,141760,0,10,5
1001000149,10,120940,95819,140570,0,10,5
1001000150,10,115110,95750,147929,111.7027,10,5
1001000151,10,92510,92650,155769,150.0918,10,6
1001000152,10,96900,93040,155209,123.3552,10,6
1001000153,10,98800,93050,156160,198.2675,10,6
1001000154,10,89520,92680,143589,31.93112,10,6
1001000155,10,88650,92959,154459,131.4916,10,6
1001000156,10,85389,92770,146029,94.1643,10,6
1001000157,10,85250,92690,150839,117.4987,10,6
1001000158,10,101440,92819,152949,169.0333,10,6
1001000159,10,91990,92720,144839,0,10,6
1001000160,10,95220,92800,152489,134.4497,10,6
1001000161,10,92730,93139,109819,52.69663,10,7
1001000162,10,97500,93020,113400,250.9976,10,7
1001000163,10,97430,92970,111349,0,10,7
1001000164,10,97430,92839,109979,0,10,7
1001000165,10,96130,94572,105610,0,10,7
1001000166,10,93860,94970,116610,11.38299,10,7
1001000167,10,94730,93365,108680,0,10,7
1001000168,10,96130,92779,108680,0,10,7
1001000169,10,97430,92849,108680,0,10,7
1001000170,10,96029,92779,106680,0,10,7
1001050601,10,92099,92787,148040,94.86986,10,6
1001050602,10,95589,92953,109990,354.1222,10,7
1001050603,10,145100,94680,103569,271.3605,10,2
1001050604,10,160309,94550,120790,214.8566,10,3
1001050605,10,156119,93209,144880,121.1173,10,4
1001050606,10,122559,95796,145290,86.83958,10,5
1001000002,10,150190,94779,112339,118.1124,10,2
1001000003,10,150860,94779,113599,118.1124,10,2
1001000004,10,151550,94779,114880,118.1124,10,3
1001000005,10,153240,94779,114740,227.5573,10,3
1001000006,10,152539,94779,112690,304.3999,10,3
1001000007,10,158570,94779,108559,304.3999,10,3
1001000008,10,161809,93349,147690,194.5432,10,4
1001000009,10,118610,95930,149850,142.0158,10,5
1001000010,10,86690,93209,153300,114.1834,10,6
1001000011,10,94449,92839,103630,4.841718,10,7
1001000012,10,88470,93110,156760,174.8011,10,6
1001000013,10,100669,93110,157059,174.8011,10,6
1001000014,10,135369,95220,101979,12.70682,10,2
1001000015,10,134039,95220,102279,12.70682,10,2
1001000016,10,132520,95220,102619,12.70682,10,2
1001000017,10,131139,95220,102930,12.70682,10,2
1001000018,10,131436,95220,104344,165.2996,10,2
1001000019,10,93290,95900,131239,24.17134,10,6
2000200000,10002,51164,50389,47033,55.77341,10002,1
2000200001,10002,46042,50417,37919,69.87183,10002,1
2000200002,10002,46680,50443,39400,100.8278,10002,1
2000200101,10002,54939,50673,27659,0,10002,8
2000200102,10002,52970,50673,23520,0,10002,8
2000200103,10002,51307,50673,24892,0,10002,8
2000200104,10002,57830,50673,20899,0,10002,8
2000200105,10002,52240,50919,31290,189.8857,10002,8
2000200106,10002,45330,50673,32750,0,10002,8
2000200107,10002,59330,50673,23250,0,10002,8
2000200108,10002,53380,50673,24399,0,10002,8
2000200109,10002,48400,50673,28159,0,10002,8
2000200110,10002,49319,50673,31180,0,10002,8
2000200120,10002,55680,51259,57979,0,10002,1
2000200119,10002,57060,50673,52340,0,10002,1
2000200118,10002,57419,50673,48619,0,10002,1
2000200117,10002,55119,51139,54639,134.9386,10002,1
2000200116,10002,54360,51328,56669,144.3152,10002,1
2000200115,10002,51020,50673,46099,0,10002,1
2000200114,10002,52729,50673,47610,0,10002,1
2000200113,10002,55569,50673,41689,0,10002,1
2000200112,10002,56040,50673,46540,0,10002,1
2000200111,10002,53389,50673,41150,0,10002,1
2000200121,10002,53020,51580,61450,0,10002,2
2000200122,10002,54340,51580,60049,0,10002,2
2000200123,10002,55200,51580,66279,0,10002,2
2000200124,10002,50389,51580,67410,0,10002,2
2000200125,10002,50889,51580,64029,0,10002,2
2000200126,10002,51299,51099,76029,0,10002,2
2000200127,10002,50380,51340,70769,0,10002,2
2000200128,10002,55330,51439,69089,0,10002,2
2000200129,10002,54610,51400,74639,0,10002,2
2000200130,10002,54689,50970,72169,0,10002,2
2000200131,10002,56209,50680,106109,0,10002,3
2000200132,10002,55860,50569,108680,156.1301,10002,3
2000200133,10002,52279,50439,102190,139.987,10002,3
2000200134,10002,51840,50500,104790,319.2307,10002,3
2000200135,10002,53279,50759,108540,263.4917,10002,3
2000200136,10002,51560,50700,94550,142.6233,10002,3
2000200137,10002,51840,50759,99050,62.5267,10002,3
2000200138,10002,56540,50430,100300,117.3604,10002,3
2000200139,10002,55080,50500,98360,122.9725,10002,3
2000200140,10002,55173,50479,94103,267.3306,10002,3
2000200141,10002,86440,50498,94510,254.4804,10002,4
2000200142,10002,78209,50522,96379,0,10002,4
2000200143,10002,83220,50502,93870,85.34753,10002,4
2000200144,10002,75680,50562,96459,0,10002,4
2000200145,10002,72449,50693,98989,0,10002,4
2000200146,10002,75059,50693,103550,0,10002,4
2000200147,10002,78680,50693,102459,0,10002,4
2000200148,10002,74860,50693,100089,190.3312,10002,4
2000200149,10002,78260,50693,99739,312.3539,10002,4
2000200150,10002,81790,50693,100410,271.2079,10002,4
2000200151,10002,88919,50689,72900,333.3552,10002,5
2000200152,10002,91199,50700,68879,277.9783,10002,5
2000200153,10002,85470,50599,69230,63.90979,10002,5
2000200154,10002,83940,50869,75930,128.0461,10002,5
2000200155,10002,85339,50750,72690,0,10002,5
2000200156,10002,84330,51060,68129,61.12165,10002,5
2000200157,10002,83290,50630,64919,58.54191,10002,6
2000200158,10002,90500,50569,62349,0,10002,6
2000200159,10002,87610,50610,64180,0,10002,6
2000200160,10002,83809,50770,61950,40.45967,10002,6
2000200161,10002,80120,50659,45349,67.64416,10002,6
2000200162,10002,87150,50659,47240,286.5452,10002,6
2000200163,10002,87489,50668,48689,274.5926,10002,6
2000200164,10002,81750,50669,58060,77.83442,10002,6
2000200165,10002,81139,50619,49779,63.66318,10002,6
2000200166,10002,81339,50630,53779,93.2951,10002,6
2000200167,10002,89800,50650,52450,286.517,10002,6
2000200168,10002,82699,50979,52419,67.69547,10002,6
2000200169,10002,85269,50708,56189,0,10002,6
2000200170,10002,90580,51360,58029,345.9669,10002,6
2000200171,10002,83099,51270,32650,0,10002,7
2000200172,10002,78540,51069,35279,0,10002,7
2000200173,10002,76290,51069,31500,0,10002,7
2000200174,10002,81529,51069,27870,0,10002,7
2000200175,10002,80339,51069,30680,314.2362,10002,7
2000200176,10002,75150,51069,27649,49.13305,10002,7
2000200177,10002,69690,50700,22110,31.57878,10002,7
2000200178,10002,78470,51099,23819,0,10002,7
2000200179,10002,73160,51069,24959,80.57884,10002,7
2000200180,10002,71900,50639,18860,0,10002,7
2000200003,10002,47740,50419,41340,96.66944,10002,1
2000200004,10002,48509,50490,42700,114.2131,10002,1
2000200005,10002,49709,50330,44709,124.0898,10002,1
2000200006,10002,51819,50924,51409,132.7919,10002,1
2000200007,10002,51840,50540,53950,122.2429,10002,1
2000200008,10002,51659,50659,49950,167.968,10002,1
2000200009,10002,50220,51400,61220,91.89762,10002,2
2000200010,10002,51369,51220,59229,0,10002,2
2000200011,10002,54759,50759,50130,150.8937,10002,1
2000200012,10002,51506,50583,48244,128.817,10002,1
2000200013,10002,81540,50700,60849,84.61964,10002,6
2000251601,10002,50840,50840,39689,202.2901,10002,1
2000251602,10002,53770,50770,50110,176.9364,10002,1
2000251603,10002,52763,51598,68837,176.9364,10002,2
2000251604,10002,54330,50630,102580,176.9364,10002,3
2000251605,10002,80540,50389,98629,280.0106,10002,4
2000251606,10002,88800,50650,67779,358.6921,10002,5
2000251607,10002,85069,50645,49869,358.6921,10002,6
2000251608,10002,77559,51069,26930,28.5665,10002,7
2000200014,10002,57439,50895,50549,268.5626,10002,1
2000200015,10002,55923,50669,80919,255.3121,10002,2
2000200016,10002,82195,51068,103085,232.2464,10002,4
2000200017,10002,91750,50459,74510,276.6165,10002,5
2000200018,10002,88199,51330,42970,283.3015,10002,6
2000200019,10002,54432,50580,84063,268.1537,10002,2
2000200020,10002,89638,50580,95662,215.4978,10002,4
2000200021,10002,82339,51619,29159,297.6411,10002,7
2000200022,10002,56025,51639,63182,268.5626,10002,2
2000200023,10002,56119,51639,64629,268.5626,10002,2
2000200024,10002,55799,51650,61529,268.5626,10002,2
2000200025,10002,54720,51639,62979,86.27888,10002,2
2000200026,10002,52290,51169,38229,241.6115,10002,1
2000200027,10002,54599,51779,53720,174.8602,10002,1
2000200028,10002,52000,51389,81290,162.944,10002,2
2000200029,10002,49110,51680,65459,93.01334,10002,2
2000200030,10002,85360,51048,95620,300.8293,10002,4
2000400000,10004,78019,42669,68699,0,10004,1
2000400001,10004,79370,42840,70050,0,10004,1
2000400002,10004,78040,43689,71919,0,10004,1
2000400003,10004,76819,42560,63919,0,10004,1
2000400004,10004,80459,43990,73989,0,10004,1
2000400005,10004,80660,42560,70019,0,10004,1
2000400006,10004,80660,42560,67330,0,10004,1
2000400007,10004,79339,42560,60150,0,10004,1
2000400008,10004,80680,42560,59099,0,10004,1
2000400009,10004,78019,42560,60950,0,10004,1
2000400010,10004,78389,43290,83839,0,10004,2
2000400011,10004,81050,43290,82970,0,10004,2
2000400012,10004,79709,43290,93349,0,10004,2
2000400013,10004,81029,43290,88150,0,10004,2
2000400014,10004,81029,43290,91949,0,10004,2
2000400015,10004,78089,43290,92699,0,10004,2
2000400016,10004,78389,43290,85940,0,10004,2
2000400017,10004,81819,43290,95809,0,10004,2
2000400018,10004,77139,43290,96480,0,10004,3
2000400019,10004,77500,43400,89519,0,10004,2
2000400020,10004,79180,43400,97680,0,10004,3
2000400021,10004,81610,43290,98019,0,10004,3
2000400022,10004,75220,43220,110230,0,10004,3
2000400023,10004,75279,43580,107830,0,10004,3
2000400024,10004,78559,43310,110139,0,10004,3
2000400025,10004,81389,43290,105970,0,10004,3
2000400026,10004,73260,43290,112680,0,10004,3
2000400027,10004,78900,43290,105730,0,10004,3
2000400028,10004,80239,43290,110349,0,10004,3
2000400029,10004,77580,43290,107330,0,10004,3
2000400030,10004,48430,36540,100080,0,10004,4
2000400031,10004,51090,36540,97569,0,10004,4
2000400032,10004,46400,36540,95139,0,10004,4
2000400033,10004,51069,36540,94019,0,10004,4
2000400034,10004,46639,36540,98470,0,10004,4
2000400035,10004,47110,36540,91849,0,10004,4
2000400036,10004,51650,36540,87739,0,10004,4
2000400037,10004,47849,36540,86699,0,10004,4
2000400038,10004,50099,36540,89040,0,10004,4
2000400039,10004,48389,36650,84620,0,10004,4
2000400040,10004,51520,36650,83080,0,10004,5
2000400041,10004,52869,36540,81669,0,10004,5
2000400042,10004,51189,36540,78019,0,10004,5
2000400043,10004,55110,36540,76339,0,10004,5
2000400044,10004,50799,36540,74589,0,10004,5
2000400045,10004,54159,36540,78959,0,10004,5
2000400046,10004,54159,36540,67480,0,10004,5
2000400047,10004,50819,36540,69050,0,10004,5
2000400048,10004,54909,36540,70480,0,10004,5
2000400049,10004,51520,36540,71779,0,10004,5
2000400050,10004,51520,36540,64489,0,10004,6
2000400051,10004,55220,36540,65059,0,10004,6
2000400052,10004,50650,36540,66750,0,10004,5
2000400053,10004,55439,36540,67129,0,10004,5
2000400054,10004,54159,36540,74779,0,10004,5
2000400055,10004,49630,36540,76440,0,10004,5
2000400056,10004,52970,36540,68949,0,10004,5
2000400057,10004,54630,36540,72260,0,10004,5
2000400058,10004,49790,36540,71779,0,10004,5
2000400059,10004,51520,36650,69889,0,10004,5
2000400060,10004,52049,36520,62119,0,10004,6
2000400061,10004,56009,36819,60849,0,10004,6
2000400062,10004,51505,36540,58580,0,10004,6
2000400063,10004,50655,36540,60529,0,10004,6
2000400064,10004,56299,36540,57759,0,10004,6
2000400065,10004,55880,37000,55150,0,10004,6
2000400066,10004,53200,36540,65000,0,10004,6
2000400067,10004,53369,36840,53830,0,10004,6
2000400068,10004,53540,36889,61330,0,10004,6
2000400069,10004,52671,37009,58540,0,10004,6
2000400070,10004,55950,42957,29989,0,10004,7
2000400071,10004,58209,42729,27680,0,10004,7
2000400072,10004,54740,43340,32139,0,10004,7
2000400073,10004,58020,43299,32709,0,10004,7
2000400074,10004,58759,43110,30350,0,10004,7
2000400075,10004,71050,42689,28819,0,10004,7
2000400076,10004,63919,42458,26979,0,10004,7
2000400077,10004,67019,42549,30350,0,10004,7
2000400078,10004,66550,42709,27420,0,10004,7
2000400079,10004,62279,43000,30426,0,10004,7
2000400080,10004,73669,43540,27840,0,10004,8
2000400081,10004,77879,43430,39869,0,10004,8
2000400082,10004,77830,43430,34200,0,10004,8
2000400083,10004,75029,42810,34790,0,10004,8
2000400084,10004,78440,42849,28450,0,10004,8
2000400085,10004,81459,42849,37750,0,10004,8
2000400086,10004,81190,43430,41049,0,10004,8
2000400087,10004,72900,43430,31530,0,10004,8
2000400088,10004,79190,43430,31530,0,10004,8
2000400089,10004,76529,43430,31290,0,10004,8
2000450101,10004,79099,42560,63759,173.8796,10004,1
2000450102,10004,79558,43290,89410,168.1917,10004,2
2000450103,10004,78010,43290,107389,138.7521,10004,3
2000450104,10004,49770,36540,92129,0,10004,4
2000450105,10004,52881,36540,72047,0,10004,5
2000400090,10004,76625,43290,99430,83.16296,10004,3
2000400091,10004,70489,43869,110569,83.16296,10004,3
2000400092,10004,81680,42560,57130,273.6253,10004,1
2000400093,10004,81610,43290,109209,193.9173,10004,3
2000400094,10004,81980,42869,63040,268.3691,10004,1
2000400095,10004,77625,43860,111871,183.9054,10004,3
2000400096,10004,45779,36939,100269,86.90126,10004,4
2000400097,10004,52681,43500,33314,38.73795,10004,7
2000400098,10004,80559,42869,64489,88.73434,10004,1
2000400099,10004,80610,42869,62029,88.73434,10004,1
2000400100,10004,46520,37009,88980,86.90126,10004,4
2000400101,10004,76639,43459,87830,83.16296,10004,2
2000400102,10004,81742,42869,66416,268.3691,10004,1
2000400103,10004,83059,43549,101279,261.4604,10004,3
2000400104,10004,80510,43611,84919,191.5441,10004,2
2000400105,10004,78959,44619,77360,191.5441,10004,2
2000400106,10004,49529,37509,99489,34.98068,10004,4
2000400107,10004,77819,44619,75680,191.5441,10004,1
2000600000,10006,182850,42757,192460,151.1589,10006,2
2000600001,10006,171889,42919,187080,34.68782,10006,2
2000600006,10006,128720,51085,216760,234.7199,10006,4
2000600007,10006,129509,51085,214990,226.2811,10006,4
2000600009,10006,125269,51011,153639,0,10006,7
2000600010,10006,127369,51011,153639,0,10006,7
2000600101,10006,177250,43060,174899,0,10006,1
2000600102,10006,172850,42950,182850,105.8773,10006,1
2000600103,10006,182639,42950,183100,134.3519,10006,1
2000600104,10006,184949,42950,180860,164.3729,10006,1
2000600105,10006,183720,42950,176020,173.6506,10006,1
2000600106,10006,174389,42950,178860,117.2393,10006,1
2000600107,10006,176809,43159,178429,93.85123,10006,1
2000600108,10006,178769,42979,172839,95.41689,10006,1
2000600109,10006,180630,42950,174800,0,10006,1
2000600110,10006,183019,43000,180580,162.0393,10006,1
2000600111,10006,165899,42970,199050,152.2227,10006,2
2000600112,10006,174589,42970,192920,137.859,10006,2
2000600113,10006,170500,42970,195960,0,10006,2
2000600114,10006,164860,42970,194450,142.5798,10006,2
2000600115,10006,166989,42970,191770,136.9407,10006,2
2000600116,10006,173250,43270,198710,151.9836,10006,2
2000600117,10006,176860,42970,194809,171.1778,10006,2
2000600118,10006,176179,42970,192399,185.1817,10006,2
2000600119,10006,175190,42970,196940,177.8085,10006,2
2000600120,10006,179049,43080,194179,161.3631,10006,2
2000600121,10006,148789,50810,219980,87.34544,10006,3
2000600122,10006,143049,50700,219940,105.8942,10006,3
2000600123,10006,145660,50700,219690,150.7409,10006,3
2000600124,10006,146089,50700,213690,42.81861,10006,3
2000600125,10006,149299,50700,213480,0,10006,3
2000600126,10006,140079,50700,219500,0,10006,3
2000600127,10006,141049,50700,213330,0,10006,3
2000600128,10006,138190,50700,214800,0,10006,3
2000600129,10006,143709,50700,213619,0,10006,3
2000600130,10006,139910,50700,215970,0,10006,3
2000600131,10006,126679,51349,209899,290.6785,10006,4
2000600132,10006,132519,50889,204869,0,10006,4
2000600133,10006,133000,50709,206460,0,10006,4
2000600134,10006,128209,50720,203910,22.81506,10006,4
2000600135,10006,130479,51029,208040,0,10006,4
2000600136,10006,133619,51119,210559,303.1005,10006,4
2000600137,10006,132479,51110,219639,99.80148,10006,4
2000600138,10006,135229,51270,219899,103.8589,10006,4
2000600139,10006,129509,51270,210119,0,10006,4
2000600140,10006,132419,50830,212130,0,10006,4
2000600141,10006,126059,50909,195770,68.94643,10006,5
2000600142,10006,133110,50759,196889,287.6752,10006,5
2000600143,10006,133350,50779,190920,278.5694,10006,5
2000600144,10006,132729,50970,189300,292.1188,10006,5
2000600145,10006,126489,51049,198440,77.66631,10006,5
2000600146,10006,132929,51000,199860,0,10006,5
2000600147,10006,126089,50959,188540,0,10006,5
2000600148,10006,126409,50909,191860,0,10006,5
2000600149,10006,131429,50979,187119,0,10006,5
2000600150,10006,126309,50909,193820,0,10006,5
2000600151,10006,126709,50450,173889,0,10006,6
2000600152,10006,132360,50639,173779,0,10006,6
2000600153,10006,125970,50569,179490,0,10006,6
2000600154,10006,126039,50619,180910,279.4387,10006,6
2000600155,10006,132989,50659,179059,313.5366,10006,6
2000600156,10006,126860,50709,181990,303.665,10006,6
2000600157,10006,133509,50630,175089,313.3538,10006,6
2000600158,10006,132919,50759,182520,295.8108,10006,6
2000600159,10006,126349,50659,176119,39.00082,10006,6
2000600160,10006,125470,50880,184580,315.8828,10006,6
2000600161,10006,137519,50880,161649,244.6448,10006,7
2000600162,10006,140449,51040,160020,204.8193,10006,7
2000600163,10006,138750,51209,158589,222.4958,10006,7
2000600164,10006,145610,51080,149490,297.1881,10006,7
2000600165,10006,124360,51159,163899,93.67904,10006,7
2000600166,10006,123360,51110,161170,0,10006,7
2000600167,10006,134110,51069,152350,0,10006,7
2000600168,10006,137639,51020,151350,0,10006,7
